,Questions,Correct,A,B,C,D
752,"The vicuna, a South American animal, is a close relative of this other animal.
",Llama,Iguana,Llama,Tarantula,Chinchilla
753,"What common name is used to denote the dolphin species Sotalia fluviatilis, indigenous to South America?
",All of these,Tucuxi,Bufeo gris,All of these,Bufeo negro
754,"What color is the head of the South American stork Jabiru, whose body is predominantly white?
",Black,Purple,Green,Black,Red
755,"What type of animal is the Gold tegu, found in South America?
",Reptile,Reptile,Insect,Deer,Primate
756,"What is the smallest species of deer in the world, found only in South America?
",Northern Pudu,Northern Pudu,Marsh Deer,Southern Pudu,Antifer
757,"What makes the Scarlet Macaw, a parrot species indigenous to South America, unsuitable for a pet?
",All of these,It is very demanding.,It is extremely noisy.,It is a high maintenance pet.,All of these
758,"What does the South American snake Lachesis muta, commonly known as South American bushmaster, do when it feels threatened?
",It starts vibrating its tail.,It starts vibrating its tail.,It spreads its neck.,It hisses and dances.,All of these
759,"Which of these statements is true about the capybara, the largest rodent on the planet, indigenous to South America?
",None of these,Its front legs are a little longer than the rear legs.,None of these,It has 16 teeth.,It has a short tail.
760,"What type of mammal is the Culpeo?
",Wild dog,Beaver,Wild cat,Wild dog,Fox
761,"Tiger sharks usually hunt alone.
",True,True,False,,
762,"The tiger shark is considered highly dangerous to humans.
",True,False,True,,
763,"The tiger shark reaches a length of 10 ft to 20 ft.
",False,False,True,,
764,"Unlike most sharks, the tiger shark does not grow a replacement tooth every time one is lost.
",False,True,False,,
765,"Which of the following is a characteristic of the tiger shark?
",They give birth to live young.,They can breath above water.,They have eyelids.,They give birth to live young.,They have body hair.
766,"What time of day does the tiger shark usually hunt?
",Nighttime,They hunt at different times throughout the day,Early morning,Nighttime,Mid morning
767,"Tiger sharks are know to eat garbage that is thrown in the water by humans.
",True,False,True,,
768,"Tiger sharks give birth to up to 12 live young at a time.
",False,True,False,,
769,"How long is the gestation period for a female tiger shark?
",15-16 months,15-16 months,20-21 months,10-12 weeks,9-10 Months
770,"Which of these is one of the nicknames of the tiger shark?
",Wastebasket of the Sea,Garbage Can of the Deep,Predators  that will kill,Wastebasket of the Sea,Killers of the Ocean
771,"What does the Latin word  omnivore stand for?
",Eating everything,Fast eater,Eating constantly,Eating whatever,Eating everything
772,"Most bear species are omnivores and their diet consists mainly of what?
",Mast,Tubers,Leaves,Grass,Mast
773,"Which of these statements is NOT true about the Common Raven, a popular omnivorous bird?
",It wouldnt eat birds,It wouldnt reject carrion,It would feed on animal feces,It wouldnt eat birds,It feeds on human food waste
774,"Which of these is not within the natural diet of the omnivorous Eastern Box Turtle?
",Small amphibians,Small amphibians,Earthworms,Snails,Carrion
775,"Which of these is true about raccoons?
",They use their front paws to examine their food and remove unwanted parts,They do not produce enough saliva to moisten their food,They use their front paws to examine their food and remove unwanted parts,Only wild raccoons douse their food,All of these
776,"What is the main food source for the sloth, an omnivorous mammal living in Central and South America?
",Leaves,Small reptiles,Leaves,Insects,Fruit
777,"What bizarre food would pigs occasionally eat, being omnivores?
",All of these,Tree bark,Their young,Rotting carcasses,All of these
778,"Skunks, which are omnivorous mammals, are one of the primary predators of these animals.
",Honeybees,Moles,Termites,Honeybees,Salamanders
779,"What is the prevailing color of the fur of the Tasmanian devil?
",Black,Grey,White,Brown,Black
780,"In what part of their body do Tasmanian devils store body fat?
",Tail,Abdomen,Neck,Tail,Back
781,"What is the meaning of the word Sarcophilus, the name of the genus that the Tasmanian devil belongs to?
",Meat-lover,Devil creature,Blood-lover,Dog-like,Meat-lover
782,"At what time of the day are Tasmanian devils most active?
",At night,At night,Early morning,At noon,During the daytime
783,"Which of these statements is true about Tasmanian devils?
",They are predominantly solitary animals,They are predominantly solitary animals,They live in couples,They live in groups,None of these
784,"What does the Tasmanian devil do when it feels stressed or threatened?
",It produces a strong odour,It starts screaming,It plays dead,It produces a strong odour,It attacks
785,"Which of these statements are wrong about the reproduction of the Tasmanian devil?
",The female has six nipples,The female gives birth to 20-30 young,Gestation lasts 21 days,The female has six nipples,None of these
786,"What type of food do Tasmanian devils prefer in the wild?
",Carrion,Sheep,Carrion,Insects,Fish
787,"In May 2009 the Tasmanian devil was declared to be endangered because this disease had almost wiped out its population.
",Facial cancer,AIDS,Facial cancer,Kawasaki disease,Rabies
788,"What is the name of the Tasmanian devil cartoon character from Looney Tunes by Warner Bros.?
",Taz,Taz,Tess,Devlin,Tassie
789,"Which of these are a part of an ant colony?
",All of these,All of these,Drones,Soldiers,Workers
790,"Which of these behaviors is typical of ant societies?
",All of these,Ability to solve complicated problems,Communication between individuals,Division of labor,All of these
791,"Termites are not actually ants.
",True,True,False,,
792,"Which of these is true about ants diet?
",Most ants are omnivores.,All ants are herbivores.,All ants are carnivores.,Most ant species are carnivores.,Most ants are omnivores.
793,"What is the usual size range of mature ants?
",From 0.75 to 52 millimeters,From 1.5 to 12 millimeters,From 3.5 to 61 millimeters,From 2 to 33 millimeters,From 0.75 to 52 millimeters
794,"Which of the following statements is true about ants eyes and eyesight?
",All of these,"The eyesight of most ants ranges from poor to average, and a number of species that live underground are completely blind.",All of these,Ants have compound eyes which consist of multiple small lenses.,Ants have three simple eyes called ocelli on the top of their heads that detect light levels and polarization
795,"How many legs do ants have?
",6,10,6,8,4
796,"Ants communicate through pheromones.
",True,False,True,,
797,"Which of these ways of defence and attack do ants use?
",All of these,All of these,Injecting or spraying chemicals,Stinging,Biting
798,"This chemical is found in the venom of most ants and some other insects.
",Formic acid,Formaldehyde,Saxitoxin,Formic acid,Cyanic acid
799,"Some small spider species, as well as the young of larger species, are known for floating in the wind. What is this activity commonly known as?
",Ballooning,Skydiving,Jetting,Drifting,Ballooning
800,"Which of these mollusks is able to glide over in air for up to 50 meters (164 feet)?
",Squid,Oyster,Squid,Octopus,Slug
801,"In what ocean can the 50 species of Exocoetidae, also known as flying fish, be found?
",All of these,Atlantic ocean,All of these,Indian ocean,Pacific ocean
802,"Of all the gliding animals, which one is the one best glider?
",Flying lemurs,Sifaka,Flying lemurs,All of these,Flying squirrels
803,"Which  frog is a skilled glider, able to make two types of turns midair?
",Chinese gliding frog,Malayan flying frog,Benjamins gliding frog,Wallaces Flying Frog,Chinese gliding frog
804,"Some mammals are able to glide and parachute, but bats are the only ones capable of flying.  What is the name of the membrane that forms the surface of their wings?
",Patagium,Reticulum,Patagium,Corticulum,Flagellum
805,"In what geographical region can you find the Paradise Flying Snake, also called Paradise Tree Snake?
",Asia,Central and South America,North America,Australia,Asia
806,"What kind of organism is the Greater Glider, a gliding animal indigenous to Australia?
",Mammal,Reptile,Fish,Amphibian,Mammal
807,"Where are the gliding membranes of the Draco lizard species positioned?
",On their elongated ribs,Between their fingers and toes,Between its front and hind legs,They do not have a gliding membrane,On their elongated ribs
808,"Which of these species of geckos is able to glide in the air after jumping or falling from a tree?
",Ptychozoon,Gold dust day gecko,Ptychozoon,Uroplatus fimbriatus,Leopard gecko
809,"The large tsetse fly, found in Africa, feeds on what?
",Blood,All of these,Blood,Carrion,Nectar
810,"What type of animal is the serval?
",Feline,Canine,Ungulate,Reptile,Feline
811,"What is the largest crocodilian in Africa?
",Nile crocodile,Gharial,Slender-snouted Crocodile,Nile crocodile,Saltwater crocodile
812,"What body part of the giraffe can indicate its gender?
",Horns,Tongue,Teeth,Horns,Eyes
813,"Adult Goliath beetles, found in Africas tropical forests, feed on what?
",Fruits and tree sap,Leaves and grasses,Insects and other invertebrates,Fruits and tree sap,Carrion
814,"What type of animal is the dik-dik, indigenous to Africa?
",Antelope,Cricket,Wild cat,Rodent,Antelope
815,"In cetaceans, the species identification â€œrorqualâ€ comes from the Norwegian word â€œrorhvalâ€ which means â€œfurrow.â€ These furrows are obvious on all rorqual whales. Which of the following is not a rorqual whale?
",Beluga whale,Beluga whale,Sei whale,Brydeâ€™s whale,Minke whale
816,"Right and gray whales have been over-fished almost to extinction. Which of the following is a gray or right whale?
",Bowhead whale,Bowhead whale,Blue whale,Sperm whale,Narwhal
817,"Narwhals and belugas make up separate subspecies of cetaceans. However, taxonomists often include in it a dolphin which lives in Indo-Pacific waters. What is the name of this dolphin?
",Irrawaddy dolphin,Irrawaddy dolphin,Bottlenose dolphin,Boto,Rissoâ€™s dolphin
818,"Which whale expels a reddish-brown fluid when threatened, much like an octopus?
",Pygmy sperm whale,Dwarf sperm whale,Pygmy sperm whale,Andrewâ€™s beaked whale,Fin whale
819,"Males of this whale species have one tooth that can grow to be 10 feet (3 m) long.
",Narwhal,Strapped-tooth whale,Narwhal,Long-finned pilot whale,Blainvilleâ€™s beaked whale
820,"The largest family of whales is the beaked whales (Ziphiidae). Most of the scarce information about this family has been found from dead specimens. Their teeth are the most distinctive aspect of these whales; most have only 2-4 oversized teeth. Which whaleâ€™s teeth erupt from bulges in the lower jaw?
",Blainvilleâ€™s beaked whale,Stejnegerâ€™s beaked whale,Longmanâ€™s beaked whale,Blainvilleâ€™s beaked whale,Arnouxâ€™s beaked whale
821,"The family â€œdelphinidaeâ€ include which kind of cetacean?
",Dolphins,Rorqual whales,Southern right whales,Porpoises,Dolphins
822,"The family â€œphocoenidaeâ€ describe which group of cetacean?
",Porpoises,Indus and Ganges river dolphins,Porpoises,Beaked whales,Dolphins
823,"These cetaceans live off the southern coast of South America and can be found up to 150 miles (240 km) up the Amazon River. They are colored pale blue with a white underside. What is their name?
",Tuxici,Tuxici,Amazon dolphin,South American dolphin,Franciscana
824,"Sometimes called the â€œhooked-finnedâ€ porpoise, this animal has a barely noticeable beak. It lives in the deep waters of the northern latitudes between North America and Asia, and is a very fast swimmer (up to 20 mph / 32 km/h). What is its name?
",Pacific white-sided dolphin,Dusky dolphin,Dallâ€™s porpoise,Pacific white-sided dolphin,Pantropical dolphin
825,"The representatives of this type of dolphins have very small eyes, making them virtually blind. They rely on echolocation to find food and swim in turbid waters. They include the baiji and boto. What are they called?
",River dolphins,Oceanic dolphins,River dolphins,Muddy dolphins,Blind dolphins
826,"This family of cetaceans has representatives like the vaquita, the harbor, and spectacled type. They are shy and stay away from boats; however, they are particularly susceptible to fishing lines, nets, and other pollution. Which is the family?
",Porpoises,Pilot whales,River dolphins,Porpoises,Dolphins
827,"This oceanic dolphin has distinctive yellow patches on its sides. It is mostly found in the northern latitudes of the Atlantic Ocean.
",Atlantic white-sided dolphin,Atlantic white-sided dolphin,Hectorâ€™s dolphin,Atlantic yellow-sided dolphin,Common dolphin
828,"This popular dolphin often herds fish onto the beach in order to eat the stranded fish. As a result, the teeth on one side (usually the right) are worn down due to eating sand as well as the fish. Which is this dolphin?
",Bottlenose dolphin,Stranded dolphin,Bottlenose dolphin,Right-sided dolphin,Spotted dolphin
829,"Which of the following do orca NOT do with their food?
",Regurgitate it for their young,Regurgitate it for their young,Throw it,Use it as a teaching tool for young orca,Slam it on the surface of the water
830,"What animal is considered the smallest mammal in length on the planet?
",Kittis Hog-nosed Bat,None of these,Pygmy Jerboa,Kittis Hog-nosed Bat,Etruscan Shrew
831,"The Microraptor, the smallest known non-avian dinosaur, inhabited this modern day area during the early Cretaceous Period 130-125.5 million years ago.
",China,Madagascar,China,Australia,Canada
832,"What kind of animal is the smallest known reptile on the planet?
",Gecko,Lizard,Snake,Turtle,Gecko
833,"This tiny frog is the smallest amphibian in the world.
",Brazilian Gold Frog,Monte Iberia Eleuth,Brazilian Gold Frog,Rana Minuscula,Small Frog
834,"What type of insect is the smallest known insect on the planet?
",Wasp,Cockroach,Wasp,Ant,Fly
835,"Which of these tiny bugs is considered the smallest beetle in the world?
",Scydosella musawasensis,None of these,Scydosella musawasensis,Nanosella,Vitusella fijiensis
836,"What type of animal is the smallest vertebrate?
",Fish,Mammals,Reptiles,Amphibians,Fish
837,"The smallest turtle in the world, the Speckled Padloper Tortoise, inhabits which of these areas?
",South Africa,South Asia,North Australia,South America,South Africa
838,"Where is its natural habitat of the smallest bird on the planet, the Bee Hummingbird?
",Cuba and the Isle of Youth,Hawaii,All of these,Cuba and the Isle of Youth,Madagascar
839,"What bacterium is believed to be the smallest living organism that is capable to grow and reproduce independently?
",Mycoplasma genitalium,Staphylococcus aureus,Escherichia coli,Carsonella ruddii,Mycoplasma genitalium
840,"What does the diet of most penguin species primarily consist of?
",All of these,Krill,All of these,Squid,Fish
841,"The largest penguin species on the planet is the Emperor Penguin. What is the smallest one?
",All of these,All of these,Blue Penguin,Little Penguin,Fairy Penguin
842,"There are various theories for the origin of the word penguin, such the Latin word pinguis, which means what?
",Fat,Diver,Upright,Swimmer,Fat
843,"What color is the crest on the head of the Southern Rockhopper Penguin, which is known for having red eyes?
",Yellow,Bright blue,Yellow,Red,Green and blue
844,"Which of these penguin species is the closest relative of the Magellanic Penguin?
",All of these,African Penguin,All of these,Galapagos Penguin,Humboldt Penguin
845,"What is the common name of the Eudyptes schlegeli penguin species that have a white face and live in the waters surrounding Antarctica?
",Royal Penguin,King Penguin,All of these,Emperor Penguin,Royal Penguin
846,"The sound of what musical instrument does the call of the Macaroni Penguin resemble?
",Trumpet,Trumpet,Saxophone,Flute,Ocarina
847,"Most penguin species are piscivorous, meaning what?
",They feed primarily on fish,They do not drink water,They have a tubular body shape,They feed primarily on fish,An aquatic animal
848,"What notable feature does the Gentoo Penguin possess which makes it easily recognizable?
",A white stripe on the top of its head,A white stripe on the top of its head,A longer blue tail,A red crest on its head,A yellow spot on its abdomen
849,"What is the special talent of the penguin Mumble from the 2006 animated movie Happy Feet?
",Tap dancing,Shoe making,Singing,Break dancing,Tap dancing
850,"What large mammal is the national animal of India?
",Bengal tiger,Water Buffalo,Bengal tiger,Indian Rhinoceros,Indian Elephant
851,"What type of Indian animals are included in the so-called Big Four selection?
",Poisonous snakes,Poisonous snakes,Largest insects,Most dangerous animals,Largest land animals
852,"What interesting physical feature does the Nicobar Bulbul, endemic to the Nicobar Islands of India, possess?
",It has a dark cap on its head.,It has a bright red beak.,Its tail is very long and yellow.,Its eyes are purple.,It has a dark cap on its head.
853,"Which of these statements is not true about the Indian Elephant?
",All of these,It has a smaller trunk than the African Elephant.,All of these,"Its abdomen is quite large compared to its skull, unlike African elephants.",It has larger ears than the African Elephant.
854,"What interesting resting posture does the Indian Treeshrew, a.k.a. Madras Treeshrew, have?
",With its tail resting on its head,Sprawling on the ground as if its dead,With its tail resting on its head,Cuddling its rear legs,Hanging upside down from a branch
855,"What type of animal is the Indian Flying-fox, found in India, Bangladesh, China, and other parts of Asia?
",Bat,Bat,Fox,Squirrel,Primate
856,"Box Turtles are solitary creatures who neither want nor need companions.
",True,True,False,,
857,"Turtles have poor vision and cannot see in color.
",False,False,True,,
858,"In the winter, many turtles enter a dormant state called torpor which resembles hibernation .
",True,False,True,,
859,"Turtles are cold-blooded, meaning their internal temperature varies according to their outside environment.
",True,False,True,,
860,"The largest turtles are aquatic.
",True,False,True,,
861,"Sea turtles have glands near their eyes that filter the salt out of sea water.
",False,True,False,,
862,"Turtles can stick out their tongues to catch food.
",False,False,True,,
863,"The inner layer of the turtles shell contains 60 bones-- including parts of the turtles ribs and backbone.
",True,True,False,,
864,"A turtles eggs are leathery and soft.
",True,False,True,,
865,"A turtles lungs quickly break down, becoming less and less efficient over its lifetime.
",False,True,False,,
866,"Only sea turtles do not care for their young.
",False,False,True,,
867,"Turtles can breathe underwater.
",True,False,True,,
868,"All aquatic turtles have flippers instead of feet.
",False,False,True,,
869,"All turtles withdraw their head into their shell by contracting their neck to the side.
",False,True,False,,
870,"A turtles upper shell is called the plastron.
",False,True,False,,
871,"A turtles skin is made of scales, just like the skin of other reptiles.
",True,False,True,,
872,"What is the only place in the world you can see platypuses in the wild?
",Australia and Tasmania,South-eastern Asia,Australia and Tasmania,Hawaii Island,South America
873,"How do platypuses reproduce?
",Platypuses lay eggs.,None of these,Platypuses reproduce asexually.,Platypuses lay eggs.,Platypuses are metatherian.
874,"How does the platypus feed its young for the first three to four months?
","The mother is lactating, but she has no teats.",The mother is feeding them with insects.,The mother is breastfeeding them.,The young rely on their yolk sacs for food.,"The mother is lactating, but she has no teats."
875,"What is the weight range of normal mature platypuses?
",From 0.7 to 2.4 kg,Between 3.2 and 4.6 kg,From 2.5 to 5.5 kg,Between 0.5 to 2.8 kg,From 0.7 to 2.4 kg
876,"Platypuses are venomous.
",True,False,True,,
877,"Platypuses use this method to detect their prey.
",They use electrolocation.,They rely on their well-developed sense of smell.,Platypuses rely mainly on their hearing.,They use electrolocation.,They rely on their exceptional eyesight.
878,"What is the normal life span of a platypus in the wild?
",Up to 11 years,Up to 22 years,Up to 11 years,Around 2 years,About 4 years
879,"Which of these statements is true about the diet of the platypus?
",Platypuses are carnivores.,Platypuses are carnivores.,Platypuses are herbivores.,Platypuses are specialized eaters.,Platypuses are omnivores.
880,"The platypus needs to eat around 10% of its own weight every day.
",False,True,False,,
881,"What is the normal body temperature of a healthy platypus?
",About 32Â°C,Around 22Â°C,Around 28Â°C,Between 35Â°C and 37Â°C,About 32Â°C
882,"What geographical region are chinchillas native to?
",South America,Asia,Africa,North America,South America
883,"How is the chinchilla classified according to the peak of its activeness throughout the day?
",Crepuscular,None of these,Nocturnal,Crepuscular,Duirnal
884,"What type of food do chinchillas prefer to feed on in the wild?
",All of these,Plants,All of these,Insects,Fruits
885,"What name is used for the social groups that chinchillas form when living in the wild?
",Herds,Schools,Herds,Flocks,Troops
886,"What chinchilla species has become extinct as a result of fur hunting?
",Giant Chinchilla,All of these,Long-tailed Chinchilla,Giant Chinchilla,Red-nosed Chinchilla
887,"In which of these studies are chinchillas used as animal models?
",Studies of the auditory system,Studies of vocalization,Eyesight studies,Studies of the auditory system,Studies of the reproductive system
888,"If the ears of a chinchilla turn red, it is a sign of this condition.
",Overheating,It is pregnant.,The animal is in heat.,The animal is disturbed or angry.,Overheating
889,"What kind of sounds do baby chinchillas produce in order to show their parents that they are hungry?
",Chirps,Hissing,Chirps,Barks,Clucking
890,"What is the literal translation of the word lanigera in the name of the chinchilla species Chinchilla lanigera?
",Wearing a woolen coat,Long-tailed,Having long ears,Sleeping in straw,Wearing a woolen coat
891,"This cat breed, developed by American breeder Ann Baker, is large and has blue eyes and soft fluffy coat with point coloration.
",Ragdoll,Ragdoll,LaPerm,Egyptian Mau,Savannah
892,"This large cat breed, created in the United States, has rabbit-like fur of medium length, rectangular body, and a fatty pad in the lower abdomen.
",Ragamuffin,Balinese,California Spangled Cat,Munchkin,Ragamuffin
893,"This cat breed occurred naturally, most probably in Egypt. It has silky short fur with special ticked coloration.
",Abyssinian,Korat,Sphynx,Abyssinian,Burmilla
894,"This very old cat breed, which occurred naturally in Turkey, has a slender body with medium length fur, usually white.
",Turkish Angora,Ocicat,Cymric,Selkirk Rex,Turkish Angora
895,"This cat breed, which appeared naturally in Thailand, has a slim body and short fur with point coloration.
",Siamese,Himalayan,Siamese,Korat,Burmese
896,"This hairless cat breed originated in Russia.
",All of these,Don Sphynx,Donskoy,Don Hairless,All of these
897,"This cat breed occurred in Thailand, has very slim elongated body, short fur and very large ears.
",Oriental Shorthair,Oriental Shorthair,Selkirk Rex,Singapura,Siamese
898,"This exotic cat breed was developed in Kenya by crossbreeding between a Serval and a domestic cat.
",Savannah,Bengal,Maine Coon,Egyptian Mau,Savannah
899,"This cat breed with curly hair appeared as a natural mutation in the United States.
",LaPerm,Selkirk Rex,LaPerm,Kurilian Bobtail,American Curl
900,"What cat breed, which originated in France, has thick waterproof grey fur, gold-colored eyes and large muscular body?
",Chartreux,Chartreux,Chausie,Pixie-bob,LaPerm
901,"To what geographic area is the ostrich native?
",Africa,Asia,Africa,South America and Africa,Europe and Africa
902,"The feathers of adult male ostriches are primarily of this color.
",Black,White,Gray,Brown,Black
903,"How many toes do ostriches have?
",Two toes,One toe,Two toes,Tree toes,Five toes
904,"What important internal organ does the ostrich lack?
",Gallbladder,Liver,Gallbladder,Spleen,All of these
905,"What defense method do ostriches use when they are attacked or feel threatened?
",Kicking,All of these,They bury their heads in the sand.,Kicking,They use their wings to beat the enemy.
906,"What does the diet of ostriches consist of?
",All of these,Insects,All of these,Seeds,Grass
907,"What unusual anatomical feature does the male ostrich possess?
",It has a copulatory organ.,It has four testicles.,It has a copulatory organ.,It has a very small horn on its head.,All of these
908,"Which is the largest subspecies of ostrich on the planet?
",Red-necked Ostrich,Southern Ostrich,Masai Ostrich,Red-necked Ostrich,Middle Eastern Ostrich
909,"Unlike other ostriches, this subspecies of ostrich has small feathers on its head.
",Masai Ostrich,Arabian Ostrich,Masai Ostrich,Somali Ostrich,North African Ostrich
910,"Which subspecies of ostrich became extinct around 1966?
",Middle Eastern Ostrich,Red-necked Ostrich,Middle Eastern Ostrich,Southern Ostrich,Somali Ostrich
911,"What are the anatomical differences between African elephants and Asian elephants?
",All of these,All of these,In the tusks,In the ears,In the body size
912,"Which elephant subspecies is the largest on the planet?
",Savanna Elephant,Sri Lankan Elephant,Indian Elephant,Forest Elephant,Savanna Elephant
913,"Which is the smallest elephant subspecies on the planet?
",Sumatran Elephant,Forest Elephant,Sumatran Elephant,Indian Elephant,Sri Lankan Elephant
914,"What elephant species has two fingerlike projections at the end of its trunk?
",African Elephant,Asian Elephant,All of these,African Elephant,Sri Lankan Elephant
915,"The tusks of mature elephants stop growing when the animal reaches a certain age.
",False,False,True,,
916,"What does the diet of elephants mostly consist of?
",Grasses,Leaves,Twigs,Grasses,Tree bark
917,"What statement is true about elephants mammary glands?
",They have one pair of mammary glands.,They have two pairs of mammary glands.,None of these,They have one pair of mammary glands.,They have only one mammary gland.
918,"How long does the gestation period of elephants last?
",22 months,22 months,30 months,18 months,12 months
919,"How do elephants protect their skin from the aggressive UV-radiation?
",By wallowing in mud,By wallowing in their own feces,By hiding in the shadow of thick branches,By wallowing in mud,None of these
920,"Why isnt the baby elephant able to control its trunk?
",Because it lacks muscle tone,All of these,Because it is too heavy for it,Because it cannot feel it,Because it lacks muscle tone
921,"Cockroaches belong to the order Blattaria. What is the meaning of the Latin word blatta?
",Cockroach,Cockroach,Annoying,Fast,Pest
922,"Apart from the American cockroach, what other cockroach species is among the best-known pests?
",All of these,Oriental cockroach,Asian cockroach,German cockroach,All of these
923,"What type of animal is the cockroach when classified according to the peak of its activeness?
",Nocturnal,Diurnal,None of these,Nocturnal,Crepuscular
924,"Which of these statements is true about the anatomy of cockroaches?
",All of these,"They have two ocelli, or simple eyes.",They have two long antennae on their heads.,All of these,They have large compound eyes.
925,"Which of these statements is true about cockroaches?
",They have two pairs of wings and six legs.,They are wingless and have six legs.,They have two pairs of wings and six legs.,They have two wings and eight legs.,They have have two wings and six legs.
926,"What kind of interesting noise are cockroaches known to produce when they feel threatened?
",Hissing,Hissing,Crackling,Whistling,All of these
927,"What organs do cockroaches use for the purpose of respiration?
",Tracheae,All of these,Gills,Lungs,Tracheae
928,"Which of these statements is true about the reproduction of cockroaches?
",All of these,All of these,Male roaches use court rituals to attract the female.,"A few species can reproduce through parthenogenesis, or without the need of fertilization.",Males and females attract each other through pheromones.
929,"How are cockroaches classified according to the way they deliver their young?
",All of these,They are viviparous.,All of these,They are ovoviviparous.,They are oviparous.
930,"Which of these statements is true about the cockroaches ability to survive in hard times?
",All of these,They are able to slow down their heart rate.,Cockroaches can survive radiation up to 15 times stronger than the lethal dose for humans.,Some roaches can survive without food for about one month.,All of these
931,"The pregnancy of this animal lasts from 2 to 3 years depending on the altitude it inhabits.
",Alpine Salamander,Spanish Imperial Eagle,Asian Elephant,All of these,Alpine Salamander
932,"These animals are usually monogamous and both parents take care of their young.
",Swans,Hedgehogs,Swans,All of these,Wolves
933,"For which of these animals is the following description true: The gestation period lasts 35â€“58 days. Smaller species have 5-6 babies, and larger species - 3-4 babies. The young are born blind.
",Hedgehog,Hedgehog,Lizard,Fox,Rabbit
934,"Which of the following statements is true about scorpions?
",They give birth to their young one by one.,They give birth to their young one by one.,They lay the eggs and they hatch almost immediately.,They lay eggs which hatch after 2 weeks.,None of these
935,"The Gastric-brooding frog is an extinct species that is famous for this unique way of incubating its eggs.
",The mother swallows the eggs and incubates them inside her stomach.,The mother keeps the eggs inside her mouth until they hatch.,The female keeps the fertilized eggs in pouches along her abdomen.,The female keeps the eggs between her rear legs until they hatch.,The mother swallows the eggs and incubates them inside her stomach.
936,"Which of these statements is true about the Jacksons Chameleon?
",It gives birth to 8-30 live young.,It lays about 15-30 eggs that hatch in 10 days.,It gives birth to 8-30 live young.,It lays about 5-10 eggs that hatch immediately.,It gives birth to 2-3 live young.
937,"Which of these statements is true about the Echidna, an egg-laying mammal?
",The female lays 1 egg which she incubates in her pouch.,The female lays 1 egg that hatches immediately.,The female lays 1 egg which she incubates in her pouch.,The female lays 3-5 eggs and incubates them for 26 days.,The female lays 2 eggs that are incubated by the male for 22 days.
938,"Which of these statements is true about the German cockroach?
",All of these,The female carries her eggs in a capsule.,The female lays about 40 eggs.,All of these,In rare cases live births can occur.
939,"Which of these statements is true about the Seahorse?
",All of these,All of these,The male Seahorse has a brooding pouch on the front side of his body.,The male and the female stay together for life.,The female produces dozens to thousands of eggs.
940,"Which of these statements is true about the King Penguin?
",All of these,They are serially monogamous.,Both parents take part in the incubation.,All of these,The female lays 1 single egg.
941,"What name is commonly used to refer to the guinea pig?
",Cavy,Netty,Poppy,Willy,Cavy
942,"How many times per year is a healthy female guinea pig able to give birth?
",Five times,Twice,Seven times,Five times,Once
943,"What geographic area did the guinea pig originate from?
",South America,South America,Africa,Australia and New Guinea,North America
944,"What term is commonly used to refer to the young of the guinea pig?
",Pups,Pups,Kits,Calves,Piglets
945,"What type of food does the guinea pig naturally feed on?
",Grass,Grass,Grains,Green leaved,Nuts
946,"The guinea pig is unable to produce this substance in its own body and gets it from its food.
",Vitamin C,Saliva,Vitamin C,Stomach acid,Digestive enzymes
947,"What plant is poisonous for guinea pigs and should never be offered to them?
",All of these,All of these,All plants growing from a bulb,Bracken,Wild celery
948,"In this 2009 Walt Disney action comedy movie the main characters are guinea pigs.
",G-Force,G-Force,The Fast and the Furry,Darwin,Fluffy Spies
949,"What actor voiced the guinea pig character called Rodney in the 1998 comedy movie Dr. Dolittle?
",Chris Rock,Jim Carrey,Chris Tucker,Eddie Murphy,Chris Rock
950,"The representatives of what guinea pig breed have extremely long hair that never stops growing all over their bodies?
",Peruvian,Teddy,Texel,Abyssinian,Peruvian
951,"To what continent are raccoons native?
",North America,North America,South America,Australia,Both Americas
952,"Captive raccoons are known for performing this vacuum activity.
",Dousing their food,Dousing their food,Scratching their belly,Playing dead,All of these
953,"Which of these regarding the reproduction of raccoons is correct?
",Pregnancy can last from 54 to 70 days.,Pregnancy can last from 54 to 70 days.,The male brings food for the young.,None of these,Females usually give birth to only one kit.
954,"What animal is a major predator for wild raccoons?
",All of these,Coyote,Bald eagle,Bobcat,All of these
955,"Raccoons are omnivorous animals but they have a preference for this type of food.
",Fruits and nuts,Invertebrates,Birds,Fruits and nuts,Fish
956,"What is the most important sense for raccoons?
",Sense of touch,Vision,Sense of smell,Hearing,Sense of touch
957,"Why is it not recommended to be keep raccoons as pets?
",They can be aggressive.,They have and intense odor.,Their fur promotes allergies.,They transmit many diseases.,They can be aggressive.
958,"What have raccoons been mostly hunted for throughout history?
",Their fur,Their fur,Their bones,Their meat,Their fat
959,"What popular cartoon character from a 1995 animated movie keeps a raccoon as a pet?
",Pocahontas,Simba,Shrek,Pocahontas,Mulan
960,"Studies of raccoons intelligence have shown that raccoons are capable of performing this activity.
",Opening locks,Opening locks,Understanding spoken words,Painting,Differentiating sounds
961,"The Ramphotyphlops braminus, a harmless blind snake species, found in Africa and Asia, is often mistaken for this animal.
",Earthworm,Black mamba,Dog-faced water snake,Elephant Trunk Snake,Earthworm
962,"How are the young Box turtles classified according to their diet, which differs from the diet of mature Box turtles?
",Carnivores,Specialized eaters,Omnivores,Carnivores,Herbivores
