,Questions,Correct,A,B,C,D
587,"What type of meal is the Norwegian Omelette?
",Dessert,Drink,Dessert,Salad,Soup
588,"The dish called American fried rice is not in fact American. Where was it created?
",Thailand,China,Thailand,Italy,France
589,"What type of tea is the Chinese Gunpowder tea produced in Zhejiang Province of China?
",Green tea,Black tea,It is actually cocoa,Green tea,"It is not tea, it is coffee"
590,"The Latin word for apple is malus, which is considered to be derived from the word malum. What does malum mean?
",Evil,Green,Sweet,Evil,Pain
591,"Which of these statements is true about the apple tree?
",Its crown is broad and dense.,All of these,It is evergreen.,It grows up to 60 feet (18 meters).,Its crown is broad and dense.
592,"What is the color of the blossoms of the apple tree?
",White and pink,Yellow,Purple and yellow,White and pink,Blue
593,"In which of these season do the fruit of the apple tree ripen?
",Fall,Late summer,Early summer,Late spring,Fall
594,"From which of these areas did the apple tree originate before it was cultivated all around the world?
",Central Asia,Europe,Central America,Central Asia,South America
595,"Which of these countries is the leading producer of apples in the world?
",China,United states,China,France,Mexico
596,"What are apples associated with in the Scandinavian mythology and Germanic paganism?
",All of these,Fertility,All of these,Dead people,Eternal youthfulness
597,"Which of these countries is believed to possess the largest apple cultivars collection in the world?
",England,France,China,England,United States
598,"Why are cider apples used for the production of cider instead of dessert apples?
",All of these,Cider apples give the cider a unique flavor.,Cider apples are sour.,All of these,Dessert apples dont have a strong enough flavor.
599,"Where does the name Adams apple originate from?
",It was believed that the forbidden fruit got stuck in Adams throat forming a protuberance.,It was believed that the forbidden fruit got stuck in Adams throat forming a protuberance.,It was named after a medical doctor who explored the human larynx.,All of these,"It denotes that only men have an Adams apple, as Adam was the first man."
600,"In what Asian country did the Gado-gado salad originate?
",Indonesia,India,China,Thailand,Indonesia
601,"Which of these in not one of the traditional ingredients used for the preparation of the Greek salad?
",Ham,Cheese,Onion,Olives,Ham
602,"This salad, which originated in Lebanon, is made from parsley, bulgur, mint, tomatoes, spring onions?
",Tabbouleh,Curtido,Cobb salad,Urnebes,Tabbouleh
603,"In what country did the popular Caesar salad originate?
",Mexico,Greece,Spain,Italy,Mexico
604,"Why is the popular US salad Crab Louie called so?
",It includes crab meat.,The dressing includes crab sauce.,None of these,It was named after its creator.,It includes crab meat.
605,"What is the main ingredient of the Ambrosia salad?
",Fruits,All of these,Fruits,Seafood,Pickles
606,"What type of seafood is used in the making of the Korean salad Golbaengi muchim?
",All of these,Squid,Fish,All of these,Sea snails
607,"What kind of cheese is one of the ingredients of the Insalata Caprese salad?
",Buffalo mozzarella,Brie,Buffalo mozzarella,Cheddar cheese,Ricotta cheese
608,"The Larb meat salad belongs to the cuisine of what Asian country?
",Laos,Laos,Cambodia,India,China
609,"What does the name of the Chinese salad Yusheng mean?
",Raw fish,Sweet salad,Slimy shrimp,Raw fish,Sour salad
610,"All other things being equal, which 3-card meld is more likely to be increased to a 4-card meld in the game gin rummy?
",Eight Nine Ten of Diamonds,Jack Queen King of Hearts,Eight Nine Ten of Diamonds,Three Kings,Ace Two Three of Spades
611,"In the gin rummy game which of the following is a triangle?
","7 of hearts, 8 of hearts, 7 of spades","7 of hearts, 8 of clubs, 7 of spades","7 of hearts, 8 of hearts, 6 of hearts","7 of hearts, 8 of hearts, 7 of spades","7 of hearts, 8 of clubs, 8 of diamonds"
612,"In the card game gin rummy, it is sometimes necessary to break a meld in order to keep your opponent from winning the hand.
",True,True,False,,
613,"The best gin rummy players remember every card played.
",True,False,True,,
614,"There are several variations of gin rummy commonly played. Which of the following is INCORRECT?
",In conventional Gin Rummy a Queen-King-Ace meld is worth more than a 4-5-6 meld.,"In Knock Rummy, all face cards are worth 10, and all other cards are worth their face value.",In Oklahoma Gin the first up card determines the maximum knock value.,In Knock Rummy you can go out even though not all of your cards are used in melds.,In conventional Gin Rummy a Queen-King-Ace meld is worth more than a 4-5-6 meld.
615,"In the gin rummy game you should never pick up a speculative discard. That is, you should never pick up a discard without using it in a meld.
",False,True,False,,
616,"In knock rummy, deciding whether to knock or go for gin can be difficult. Which of the following is INCORRECT?
","If you have reason to believe that your opponents unused cards are low cards, you should probably knock if you can.",Sometimes it makes sense to knock even if theres a strong possibility that your opponent will undercut you.,"If you wait for gin and your opponent knocks, you might be able to undercut her.","If you have reason to believe that your opponents unused cards are low cards, you should probably knock if you can.","If its early in the hand and you can knock, you probably should do so."
617,"If my opponent in gin rummy has picked up the 8 of diamonds, and I know nothing else about my opponents hand, which of the following cards should I discard?
",7 of spades,8 of spades,7 of spades,9 of diamonds,10 of diamonds
618,"If your opponent in the game gin rummy picked up the jack of spades and discarded the queen of spades, what could you conclude?
",She probably is collecting jacks.,She probably is collecting jacks.,She is about to gin.,She doesnt know how to play gin.,She most certainly is collecting jacks.
619,"All other things being equal, if you had a triangle, a 3-card meld and a 4-card meld, and drew a card which could expand the 3-card meld into a 4-card meld, you should expand the meld and discard one card of the triangle.
",False,True,False,,
620,"What is the other common name of the punk Mohawk hairstyle?
",Mohican,Pompadour,Mop-Top,Mohican,All of these
621,"What hairstyle combines the 1950s pompadour, the 50s flattop, and sometimes a mohawk?
",Quiff,Quiff,Shag,Induction cut,High and tight
622,"In which of these hairstyles the sides and back of the hair are kept short, while the front is kept long and combed forward?
",Devilock,Hi-top fade,Ducktail,Devilock,Bangs
623,"What is the popular Buzz haircut commonly called in Australia?
",Crew cut,Gl number,Skinhead,Crew cut,Semi
624,"The Chonmage is a mans hairstyle traditional for this country.
",Japan,Japan,China,Korea,India
625,"What popular man is also known as the king of the comb over due to his hairstyle?
",Robert Robinson,Donald Trump,Bobby Charlton,Robert Robinson,Lou Henson
626,"What type of hairstyle is the so-called Fofa?
",A hairstyle for balding men,A hairdo with sideburns,A frizzy perm,A tight bun,A hairstyle for balding men
627,"This female artists signature beehive hairdo is widely spoofed and copied.
",Amy Winehouse,Beyonce,Amy Winehouse,Janet Jackson,Christina Aguilera
628,"What other common name is used to refer to the hairstyle known as a Croydon facelift?
",All of these,Council house facelift,Essex facelift,All of these,Millie Facelift
629,"What is the literal meaning of the Japanese word hime which refers to a popular cut?
",Princess,Flower,Tail,Dragon,Princess
630,"This pastas name is the Italian word for little bell. It has fluted, petal-like edges and a hollow center for capturing sauce. It is usually found in a casserole or served with a thick sauce.
",campanelle,ditalini,campanelle,elicoidali,pennette
631,"This small shell shaped pasta with slightly rolled-in edges is very popular in the Avellino province of Italy.
",cavatelli,fregula,orzo,cavatelli,ditali
632,"In Brazil, Argentina, Chile, Paraguay, Uruguay, and Venezuela, where Italian cuisine is especially popular, there is a custom to eat this traditional Italian pasta on the 29th day of each month.
",gnocchi,gnocchi,stelline,agnolotti,pastina
633,"This is a variety of ring-shaped pasta, typically stuffed with a mix of meat and usually served in broth, with cream, or sometimes with a ragÃ¹. It originated in the Italian region of Emilia.
",tortellini,cannelloni,tortellini,ravioli,gnocchi
634,"These are rectangular pasta sheets rolled with a savory stuffing and then covered with a sauce.
",cannelloni,manicotti,pantalone,pipe,cannelloni
635,"This type of  flat pasta, representing medallion or coin, stamped with various patterns originated in Liguria, Northern Italy during the Middle Ages. It was made by local peasants and used by aristocratic families as a display of wealth and status.
",croxetti,corzetti,croxetti,fiori,fiorentine
636,"Which of these is not a corkscrew-shaped pasta?
",farfalle,cavatappi,farfalle,rotini,fusilli
637,"This type of macaroni is formed in a spiral tube shape an typically has lines on the outside surface.
",cavatappi,lumache,lumaconi,cavatelli,cavatappi
638,"The name of this thick noodle made of egg and flour means little ribbon in Italian. It is very popular in Rome and is similar to what is called tagliatelle elsewhere in Italy.
",fettuccine,farfallone,fiorentine,fettuccine,orecchiette
639,"Which of this is the general name for the type of pasta shaped as swirls?
",fusilli,macaroni,lasagne,fusilli,spaghetti
640,"What continent did tomatoes originate from?
",South America,South America,Asia,North America,Europe
641,"What country was the largest producer of tomatoes in the world in 2008?
",China,India,United States,Turkey,China
642,"Most tomato cultivars produce fruit that is red when ripe, but some produce unusual colors such as this one.
",All of these,Black,All of these,Striped,Multicolored
643,"What chemical is used to trigger the ripening of tomatoes that have been picked unripe?
",Ethylene,Vitamin A,Lycopene,Glucose,Ethylene
644,"In 1994 Calgene introduced this genetically modified tomato cultivar which could be vine ripened without shortening the shelf life of the tomatoes.
",FlavrSavr,Ruby Ruth,Oxheart,FlavrSavr,The Hardy Jerry
645,"According to some studies, lycopene, which is found in tomatoes, prevents this disease.
",Cancer,Diabetes,Thrombosis,Cancer,Heart attack
646,"Tomato juice is the official beverage of this state in the USA.
",Ohio,Colorado,Ohio,Texas,California
647,"In what country is the popular tomato festival called La Tomatina celebrated annually?
",Spain,Chile,Mexico,Ecuador,Spain
648,"Tomatoes can be refrigerated and they will continue to ripen after they reach room temperature.
",False,True,False,,
649,"What part of the tomato plant does not contain Solanine, a poison toxic to humans and animals?
",Ripe fruit,All of these,Leaves,Unripe fruit,Ripe fruit
650,"What are the only insects that are allowed to be consumed according to Jewish dietary laws?
",Locusts,Crickets,Cockroaches,Locusts,Ants
651,"It is considered that the consumption of these animals transmitted a predecessor of HIV to humans.
",Primates,Primates,Birds of prey,Rats,Wild animals
652,"Members of the Special Air Service of the British Army are forbidden to eat only this type of meat.
",Rat,Eagle,Rat,Snake,Pigeon
653,"According to the Chinese Zodiac, the year of the cat occurred in 2000.
",False,False,True,,
654,"According to a legend, when Confucius died, twelve animals rushed to his bedside. The order of the Chinese Horoscope is the order in which they arrived. What was the first animal to arrive at Confucius bedside?
",the rat,the horse,the rat,the dragon,the tiger
655,"If you were born in 1978, 1990 or 2002, what would your lunar sign be?
",horse,snake,sheep,rat,horse
656,"If you were born in 1980, 1992 or 2004, what would your lunar sign be?
",monkey,ox,dog,ram,monkey
657,"According to legend, what year is the luckiest year to be born in?
",the year of the dragon,the year of the rooster,the year of the boar,the year of the dragon,the year of the dog
658,"According to Chinese astrology, why is it considered to be a poor match, if your partner is six years older or younger than you?
",The signs are directly opposite each other.,None of these,The signs are not a part of a perfect triangle creating balance.,The signs are directly opposite each other.,The years you were born in are represented by the same animal.
659,"According to the Chinese Zodiac, what is the last year in the twelve-year cycle?
",the year of the boar,the year of the boar,the year of the ox,the year of the snake,the year of the tiger
660,"If you were born in 1981, 1993 or 2005, what would your lunar sign be?
",rooster,rooster,rabbit,monkey,dragon
661,"If you were born in 1982, 1994 or 2006, what would your lunar sign be?
",dog,dog,rabbit,snake,ram
662,"If you were born in the year 1976, 1988 or 2000, what would your lunar sign be?
",dragon,horse,snake,rabbit,dragon
663,"If you were born in 1972, with the current year being 2008, the next time your year in the Chinese Zodiac will come around, is 2020.
",True,False,True,,
664,"What two positive adjectives best describe the snake, the 6th animal in the Chinese Zodiac?
","wise, graceful","frugal, passionate","wise, graceful","determined, vigorous","sly, powerful"
665,"Malt, one of the main ingredients of beer, undergoes a process in which the grain kernels are crushed and later the smaller pieces are separated from the husk. What is the name of the resulting product?
",grist,zymurgy,vermiculite,grist,wort
666,"This kind of beer, produced from wild yeast through a process called spontaneous fermentation, has a distinctive, cidery flavour with slightly sour aftertaste.
",lambic beer,cantillon beer,boon beer,lambic beer,chapeau beer
667,"In 1953, this New Zealander developed the technique of continuous fermentation, which is applied in the production of the famous beer brand Guinness.
",Morton W. Coutts,Charlie Mopps,Morton W. Coutts,James Death,Daniel Wheeler
668,"This term refers to a kind of unfiltered beer, conditioned and served from the cask without additional pressure.
",cask ale beer,cask draught beer,cask lager beer,cask rye beer,cask ale beer
669,"This type of Belgian beer contains alcohol by volume, ranging between 8 an 11 percent. A commercial example for this kind of beer is Unibroue la Fin du Monde.
",tripel,aetbier,uerige,dunkel,tripel
670,"What is the name of a traditional German wheat beer glass?
",Weizenbier glass,Heifeweizenbier glass,Weizenstarkbier glass,Witbier glass,Weizenbier glass
671,"This is a drinking game played with 1 oz shots of beer and cards. The player must guess the rank that was dealt to another players card. At the end, one of the players has to drink many beer shots.
",Hi-Lo,Bortok,Hi-Lo,FizzBuzz,Bizu-Bizu
672,"What is the name of an alcoholic beverage consisting of equal parts of lager beer and lemonade?
",radler,mazout,spavola,radler,russ
673,"Which of these is a Polish beer brand, established in 1629?
",Tyskie,Saku,Tyskie,Kalnapilis,A. Le Coq
674,"Which of the following brands of beer is not German and is manufactured in an Asian country?
",Kirin,Jever,Veltins,Holsten,Kirin
675,"The word broccoli comes from the Italian expression piccoli bracci. What does this mean?
",Little arms,Green meat,Little arms,Little trees,Green curls
676,"Broccoli originated in this country about 2000 years ago.
",Italy,Belgium,Spain,Greece,Italy
677,"Broccoli looks very similar to this vegetable and is often confused with it.
",Cauliflower,Brussels sprouts,Lettuce,Cauliflower,Cabbage
678,"The most common type of broccoli is sometimes referred to with this term in the United Kingdom.
",Calabrese,Calabrese,Romanesco broccoli,All of these,Cafiolli
679,"There are several types of broccoli that are very common around the world. Which of these is one of them?
",All of these,Romanesco broccoli,Sprouting broccoli,All of these,Purple cauliflower
680,"99% of the broccoli crop in U.S.A. is produced in these two states.
",California and Arizona,California and Arizona,Ohio and Maryland,Florida and Texas,Kansas and Nebraska
681,"Which of these vegetables is not a type of broccoli?
",Chinese broccoli,Chinese broccoli,All of these,Romanesco broccoli,Purple cauliflower
682,"Broccoli is very rich in vitamins and other essential nutrients. Which of these vitamins does broccoli contain?
",All of these,Vitamin C,Vitamin A,Vitamin E,All of these
683,"Broccoli is known for its cancer-fighting properties. Which of these compounds found in broccoli has an anti-cancer effect?
",All of these,Glucoraphanin,"3,3-Diindolylmethane",All of these,Selenium
684,"Boiling broccoli for more than ten minutes reduces its beneficial properties. Which of these cooking methods is more appropriate for preserving its ingredients?
",All of these,All of these,Stir-frying,Steaming,Microwaving
685,"To which of these countries is the pistachio tree native?
",All of these,All of these,Turkey,Turkmenistan,Iran
686,"Walnuts are proven to lower the bad cholesterol due to this chemical compound found in them.
",Omega-3 fatty acids,Capsaicin,Omega-6 fatty acids,All of these,Omega-3 fatty acids
687,"What other use does the Brazil nut oil have, apart from being used for food?
",All of these,In cosmetics,All of these,In clocks as lubricant,In making paint for artists
688,"Which of these statements about the fat content of the coconut is true?
",90% of its fat is saturated.,It contains about 25% saturated fat.,90% of its fat is saturated.,"It contains high amounts of fat, but it does not contain saturated fats.",It doesnt contain any fat at all.
689,"What kind of disturbance can pine nuts cause in about 1 to 3 days following their consumption?
",Unusual taste in the mouth,Fever and vomiting,Unusual taste in the mouth,Migraine,Partial blindness
690,"The cashew nutshell liquid, a by-product of cashew processing, contains anacardic acids, which are beneficial for the treatment of this medical problem.
",Tooth abscesses,Tooth abscesses,Rashes,Hair loss,Varicose veins
691,"Which of these statements is true about almonds?
",All of these,The sweet almond contains no carbohydrates.,"They lower LDL cholesterol, the bad cholesterol.",They are very rich in vitamin E.,All of these
692,"Which of these names is used as an alternative name of hazelnuts?
",Cobnut,Cherry nut,Brown pea,All of these,Cobnut
693,"Which of these statements is true about the chestnut fruit, which is not actually a nut?
",It is the only nut that contains vitamin C.,Their starch content is equal to that of the potato.,It is the only nut that contains vitamin C.,It contains bad cholesterol.,All of these
694,"Which of these names refers to the Candlenut tree, also known as Candleberry and Kemiri?
",All of these,Indian walnut,Kukui nut tree,Varnish tree,All of these
695,"What geographical area is the pineapple plant native to?
",Brazil and Paraguay,Ecuador and Peru,Argentina and Uruguay,Brazil and Paraguay,Colombia and Venezuela
696,"In reference to what was the term pineapple used before it became the name of the tropical fruit?
",Pine cones,Wild apples,Pine cones,All of these,Hand grenades
697,"What kind of alcohol is traditionally used for the preparation of PiÃ±a Colada?
",Rum,Tequila,Rum,Gin,Vodka
698,"Which of these popular cocktails is a variation of the pineapple cocktail Pina Colada?
",All of these,Chi Chi,Lava Flow,All of these,Miami Vice
699,"Which of these statements is true about the pineapple plant (Ananas comosus)?
",All of these,It is a herbaceous plant,It grows to 1-1.5 meters (3.3 to 4.9 ft) tall,All of these,It is a perennial plant
700,"Which of these is a multiple fruit, just like the pineapple?
",All of these,Mulberry,Breadfruit,Fig,All of these
701,"What animal is the most common natural pollinator of the pineapple plant?
",Hummingbird,Gall wasp,Bumblebee,All of these,Hummingbird
702,"Which of these statements is true about the enzyme bromelain that is present in pineapples?
",It breaks down protein.,Its content increases with the coking or canning of the fruit.,It breaks down protein.,It speeds up the action of gelatin.,All of these
703,"People suffering from what disease should not consume raw pineapples?
",All of these,All of these,Liver disease,Ehlers-Danlos syndrome,Hemophilia
704,"What important nutrient is the pineapple fruit rich in?
",All of these,Manganese,Vitamin C,All of these,Vitamin B1
705,"What is the literal meaning of the Latin phrase per fumum from which the modern word perfume originated?
",Through smoke,Under a veil,Through smoke,Inside a haze,Through fire
706,"In what European country did the first modern perfume originate in 1370?
",Hungary,Hungary,France,Poland,Italy
707,"What type of fragrance by standard consists of 10-20% aromatic compounds?
",Eau de Parfum,Eau de Cologne,Eau de Toilette,After shave,Eau de Parfum
708,"The combination of which perfume notes comprises the so-called main theme of a perfume?
",Middle and base notes,"Top, middle and base notes",Middle and base notes,Top and base notes,Top and middle notes
709,"To what perfume category do vanilla fragrances belong according to the modern classification of scents?
",Gourmand,Gourmand,Ozonic,Aquatic,Fruity
710,"This fruit does not yield the expected scent when extracted and achieving its aroma requires the use of synthetic substitutes.
",All of these,Strawberry,All of these,Cherry,Apple
711,"What animal produces the aromatic ambergris that is used for the preparation of flavors and perfumes?
",Sperm whale,Moose,Sperm whale,Asian deer,Water buffalo
712,"What is the common name used to refer to synthetic musk used as an ingredient in perfumes and other fragrances?
",White musk,Vain musk,White musk,Light musk,All of these
713,"What shouldnt perfumes and fragrances be exposed to in order to preserve their properties longer?
",All of these,Light,All of these,Heat,Oxygen
714,"What name is sometimes used to refer to perfumers, the experts who compose perfumes?
",Nez,Nez,Brez,Pez,Trez
715,"What part of a duck or goose is used for the preparation of the French meal Foie gras?
",Liver,Breast,Skin,Liver,Wings
716,"What animal is used for the preparation of the French delicacy Escargot?
",Snail,Oyster,Shrimp,Rabbit,Snail
717,"What type of food is Pate de coing, which is traditionally served at Christmas in the French region of Provence?
",Quince jelly,Quince jelly,Goose pate,Goat milk cheese,Mashed potatoes
718,"What is the main ingredient of the popular French dessert Teurgoule?
",Rice,Eggs,Potatoes,Apples,Rice
719,"Crepe is the name of a thin French pancake. What is the meaning of the Latin word crispa from which the name of the dish originated?
",Curled,Thin,Curled,Flat,Crispy
720,"What type of chicken is used for the preparation of the traditional French meal Coq au vin?
",Older rooster,Young rooster,Hen which has just begun to lay eggs,Older rooster,Older hen
721,"This vegetable is the main ingredient of the traditional French dish Cassoulet.
",Beans,Beans,Carrots,Tomatoes,Potatoes
722,"What type of food is the French delicacy called Andouillette?
",Sausage,Cheese,Salted fish,Mussel soup,Sausage
723,"Which of these is not among the traditional ingredients used for the making of the popular French dish Tartiflette?
",Rice,Cheese,Bacon,Rice,Potatoes
724,"What type of meat is used for the preparation of the French dish called Pot-au-feu?
",Beef,Beef,Pork,No meat is used,Duck
725,"How many points are required to open with 1 No Trump opening bid according to the standards of the bridge bidding system Acol?
",15-17 points,12-14 points,13-19 points,13-14 points,15-17 points
726,"Which top bridge player from India stimulated the development of bridge during the 60s and 70s?
",Zia Maywood,Ghandhi,Eric Jaggie,Zia Maywood,Ria Aymore
727,"Who invented the Stayman convention in contract bridge?
",George Rapee,Samuel Stayman,Bill Stayman,George Rapee,George C. Stayman
728,"In contract bridge, yarborough is a term referring to what type of hand?
",Containing no points at all,Containing 4 jacks,Containing no points at all,Containing only one color,Containing 4 queens and 4 kings
729,"What is the strongest opening bid in contract bridge according to Acol standards?
",2 clubs,2 No Trump,2 clubs,3 diamonds,2 spades
730,"Which of the following is an example of the so-called relay bid in the contract bridge bidding system?
",A 2 diamonds answer after a 2 clubs opening from partner,A 3 clubs opening with a 7-card clubs,A 2 diamonds answer after a 2 clubs opening from partner,A 3 clubs after a 2 No Trump opening from partner,A 2 No Trump answer after a 2 clubs opening from partner
731,"In contract bridge, Jacoby transfers are a convention used by a responder following what kind of opening bid?
",Trump opening bid,3 spades,2 clubs,Trump opening bid,Any opening bid
732,"Which bridge terms refer to two weak openings?
",Multi and Muiderberg,Jacoby and Leiden,Stayman and Amsterdam,Multi and Muiderberg,Yarborough and Utrecht
733,"How many players typically play a hand of classic Mahjong?
",4,4,8,6,3
734,"In Mahjong, a pong is a set of how many identical tiles?
",3,2,6,4,3
735,"In Mahjong, a kong is a set of how many identical tiles?
",4,2,6,3,4
736,"What is a chow in the game of Mahjong?
",a meld of three suited tiles in sequence,a meld of four suited tiles in sequence,a meld of three suited tiles in sequence,a meld of two suited tiles in sequence,a meld of six suited tiles in sequence
737,"In Mahjong, the dealer is East, with the other players assuming the corresponding direction. If the dealer wins the round, the dealer remains East.
",True,False,True,,
738,"What are the three suits of Mahjong?
","stones, bamboos, characters","bamboos, winds, characters","dragons, winds, characters","stones, bamboos, characters","dragons, stones, bamboos"
739,"Flower tiles are not necessary to win a hand in a classic Mahjong game.
",True,False,True,,
740,"In the game of Mahjong, these red, white and green tiles are considered honor tiles, and are worth more as pongs and kongs than suit tile pongs and kongs.
",Dragons,Flowers,Dragons,Winds,Birds
741,"In the 13-tile variation of Mahjong, which of the following is a possible winning hand?
",4 pongs and a pair of identical tiles,4 pongs and a pair of identical tiles,2 kongs and a pair of identical tiles,3 pongs and a chow,4 kongs and a chow
742,"Which of these Western games is most similar to Mahjong?
",Rummy,Bridge,Rummy,Dominoes,Risk
743,"Which of these creatures continues to consume milk as an adult in the wild?
",None of these,Bear,Primate,None of these,Platypus
744,"Which of these countries is the largest producer and consumer of cows milk in the world?
",India,United States,South Africa,India,China
745,"What does the term crop milk refer to?
",The secretion that some birds use to feed their young.,The secretion of white liquid by some plants such as fig trees.,The secretion that some birds use to feed their young.,The first milk that the mammary glands produce after labor.,"Milk produced from seeds and nuts such as almond, soy, rice, etc."
746,"Which of these cities is known as the Milk Capital of the World?
","Harvard, Illinois","Genoa, Italy","Harvard, Illinois","Bern, Switzerland","Bombay, India"
747,"The milk of which of these mammals is used for consumption by humans?
",All of these,Moose,Reindeer,All of these,Water buffalo
748,"Which of these vitamins is fat-soluble and is found in the milk fat?
",Vitamin K,Vitamin B5,Vitamin P,Vitamin C,Vitamin K
749,"Which of these statements is true about the pasteurization of milk?
",All of these,All of these,It extends the shelf life of milk.,It is different from sterilization.,The pasteurized milk still needs to be refrigerated.
750,"Which of these animals produces the milk with the highest fat content in the world
",All of these,Seal,Whale,Guinea pig,All of these
751,"Which of these essential nutrients is present naturally in milk?
",All of these,Selenium,Riboflavin,All of these,Biotin
752,"Conjugated linoleic acid, present in milk, is proven to cure in vitro what disease?
",All of these,Breast cancer,Skin cancer,All of these,Colorectal cancer
753,"What is the meaning of the Arabic phrase qahwat al-bunn, from which the English word coffee was derived through Turkish?
",Wine of the bean,Life in a bean,Black wine,Wine of the bean,Bean of the gods
754,"What chemical present in the grapefruit gives it its unique taste and flavor?
",Sulfur,Nitrogen,Vanadium,Sulfur,Formaldehyde
755,"What common expression is used to refer to beer to point out its excellent nutritional properties?
",Liquid bread,Food in a mug,Golden elixir,Fizzy tea,Liquid bread
756,"The fruit of most olive species contain phenolic compounds and oleuropein which make the fruit too bitter. However, the fruit of this olive cultivar can be eaten fresh.
",Thassos Olive,Manzanilla,Bosana,Arbequina,Thassos Olive
757,"What  vitamin is found in high amounts in the bitter root of the turnip plant?
",Vitamin C,Vitamin C,Vitamin E,Vitamin B12,Vitamin A
758,"A study on 2,018 women showed that the consumption of green tea and mushrooms decreases the risk of developing this disease by 90%.
",Breast cancer,All of these,Breast cancer,Cervical cancer,Ovarian cancer
759,"Animal liver is very rich in this health-beneficial mineral, as well as in vitamin A.
",Iron,Iron,Magnesium,Calcium,Potassium
760,"The risk of what type of cancer can be decreased by moderate wine consumption according to various studies?
",All of these,Breast cancer,All of these,Prostate cancer,Lung cancer
761,"Bitter melon, or bitter gourd, has been traditionally used by Asians, Panamanians and Colombians in the prevention and treatment of this disease.
",Malaria,Tuberculosis,Rabies,Malaria,Tetanus
762,"What alcoholic beverage is produced from herbs including the bitter herb commonly known as wormwood?
",Absinthe,Whiskey,Rum,Gin,Absinthe
763,"Which of these fictional characters is known for wearing a top hat all the time?
",All of these,The Mad Hatter,All of these,Willy Wonka,The Penguin
764,"People of what occupation wear the traditional Zucchetto cap?
",Clergymen,Samurai,Baseball players,Clergymen,Chefs
765,"What material is used for the making of the traditional hat from Ecuador called Panama hat?
",Straw,Animal skin,Straw,Silk,Wool
766,"The pork pie hat is associated with the representatives of this popular music genre.
",Jazz,Jazz,Metal,Rock,All of these
767,"What popular cartoon character is known for constantly wearing a Phrygian cap?
",The Smurfs,Teletubbies,George Jetson,Porky Pig,The Smurfs
768,"What name is commonly used for the hat worn by academics, also known as square academic cap?
",Mortarboard,Flathat,Mortarboard,Table hat,Board cap
769,"In what country did the hat called ushanka originate?
",Russia,China,Poland,Russia,Canada
770,"Where was the so-called Dunce hat used in 19th and 20th century?
",In schools,In water sports,In schools,In military,In hospitals
771,"The men of what religion wear the type of cap called taqiyah?
",Islam,Hinduism,Islam,Buddhism,Shintoism
772,"What period marked the popularity of the cloche hat?
",1920s,1970s,18th century,15t century,1920s
773,"Genetic tests of all known potato species show that this country was the place they originally came from.
",Peru,Colombia,Paraguay,Peru,Ecuador
774,"Potatoes are being called various names around the globe. Which of these names refers to potatoes?
",All of these,All of these,Tatoes,Praties,Taters
775,"What is the average height a potato plant can reach?
",60 centimeters,40 centimeters,20 centimeters,80 centimeter,60 centimeters
776,"A human being can live entirely on a diet consisting only of potatoes and milk.
",True,False,True,,
777,"In what part of the potato is most of its protein located?
",Just under the skin,It is evenly distributed.,Just under the skin,In the skin,In its center
778,"Potatoes contain large amounts of carbohydrates. What is the approximate quantity of carbohydrates in a medium-size potato (about 150 grams)?
",25 grams,100 grams,75 grams,25 grams,50 grams
779,"Potatoes contain toxic chemicals that are also found in tobacco and tomatoes.
",True,True,False,,
780,"What year was declared the International Year of the Potato by the United Nations?
",2008,2004,2008,2001,2006
781,"Potatoes are used in millions of cooking recipes around the globe. Which of these dishes contains potatoes?
",All of these,All of these,Chochoca,Milcaos,Champ
782,"Who is credited with the invention of the potato chip on August 24, 1853?
",George Crum,Rodger Alvarez,George Crum,Peter Queen,Abraham Smith
783,"Why is the popular Chinese Birds nest soup named so?
",Because one of the ingredients is birds nest,Because one of the ingredients is birds nest,Because it is made with a large amount of thin noodles that look like a birds nest when served,Because is is made from baby swallows,Because it is served in a bowl arranged in a way to resemble a birds nest
784,"What vegetable is the main ingredient of the popular Spanish soup called Gazpacho?
",Tomato,Tomato,Red pepper,Potato,Carrot
785,"What color does the traditional Ukrainian soup called Borscht have?
",Deep red,Bright yellow,Deep green,Intense blue,Deep red
786,"What country did the Goulash soup originally come from?
",Hungary,Hungary,Germany,India,Russia
787,"What type of soup is the popular Italian soup Minestrone?
",Vegetable soup,Cold soup,Fish soup,Vegetable soup,Lamb soup
788,"In what Asian country did the recipe for the Miso soup originate?
",Japan,India,China,Japan,Thailand
789,"What does the name of the popular Mexican soup Pozole mean?
",Foamy,Sour,Orange,Foamy,Fatty
790,"What kind of meat is traditionally used for the preparation of the Vietnamese soup called Pho?
",Beef,Beef,Rabbit,Pork,Snake
791,"Ajiaco is a popular soup that originated in this Latin American country.
",Colombia,Colombia,Argentina,Brazil,Venezuela
792,"What vegetable is used for the making of the popular Portuguese and Brazilian soup called Caldo verde?
",Cabbage,Tomato,Vegetable marrow,Eggplant,Cabbage
793,"What was Vivienne Westwoods profession until 1971 when she started working as a designer?
",Teacher,Teacher,Beautician,Attorney,Singer
794,"Malcolm McLaren and Vivienne Westwood had a famous boutique in London whose name was often changed through the years. Which of these is not one of the boutiques names?
",God Save the Queen,Seditionaries,Sex,God Save the Queen,"Too Fast to Live, Too Young to Die"
795,"What is the name of designer Vivienne Westwoods fashion label?
",Anglomania,Anglomania,Westwooden,Worlds End,Vivere
