,Questions,Correct,A,B,C,D
1677,"In what state was the first college basketball game played?
",Minnesota,Minnesota,Massachusetts,Maine,Missouri
1678,"What team was formed by Abe Saperstein?
",Harlem Globetrotters,Harlem Globetrotters,New York Liberty,Washington generals,Boston Celtics
1679,"Who was the first college coach of a five-man basketball team?
",Amos Alonzo Stagg,Duke Maas,Joe Fulks,Adolph Rupp,Amos Alonzo Stagg
1680,"The Philadelphia Warriors became the first NBA champions in this year.
",1947,1943,1947,1939,1950
1681,"Glory Road is a movie about the first NCAA basketball team with an all African-American starting lineup. Which university is the movie about?
",Texas Western,Western Kentucky,Rutgers University,Kansas,Texas Western
1682,"Who scored the first basket in the NBA?
",Ozzie Schectman,Chris Ford,Ozzie Schectman,Maurice Stokes,Amos Alonzo Stagg
1683,"Who is given credit for taking the first jump shot in college basketball?
",Ken Sailors,Joe Fulks,Ken Sailors,Maurice Stokes,Terry Joe Barker
1684,"Who was the first NBA player to score 60 points in a game?
",Joe Fulks,Wilt Chamberlain,Joe Fulks,Frank Selvy,Joe Marasovich
1685,"This movie tells the story of a woman who becomes the coach of the New York Knicks.
",Eddie,Eddie,White Men Cant Jump,"Drive , She Said",Rebound
1686,"In what year did the first televised basketball game air?
",1940,1944,1956,1948,1940
1687,"This great NBA guard played from 1958â€“1967 for the Boston Celtics. For many years he was the best defensive guard in the NBA.
",K.C. Jones,John Havlichek,Mike Farmer,K.C. Jones,Sam Jones
1688,"In what state was the first womens college basketball game played?
",California,California,New York,Missouri,Massachusetts
1689,"Find the true statement about Lisa Leslie.
",She was the first woman to dunk a basketball in the WNBA.,She was the first leading scorer in the WNBA.,She was the first woman to play in the NBA.,She was the first woman to dunk a basketball in the WNBA.,She was the first woman to score 60 points in a WNBA game.
1690,"What was the first college to win the NCAA championship in basketball?
",Oregon,Ohio State,Kansas,Oregon,Kentucky
1691,"What was the first college to win both the NCAA championship and the National Invitation Tournament in the same year?
",City College of New York,San Francisco City College,University of Kentucky,City College of New York,San Francisco University
1692,"Penn State Nittany Lions American football players wear a blue jersey at home.
",True,False,True,,
1693,"Which of the following players has won a Heisman Trophy in 1973 while in the Pennsylvania State University?
",John Cappelletti,Michael Robinson,Ki-Jana Carter,John Cappelletti,Tony Hunt
1694,"In 1992, 1984, and 2005, who was Penn State Nittany Lions football teams head coach?
",Joe Paterno,Galen Hall,Rip Engle,Tim Curley,Joe Paterno
1695,"Does Penn State Nittany Lions football team have unbeaten, untied seasons?
",Yes,No,Yes,,
1696,"What conference is the Penn State Nittany Lions football team in?
",Big Ten,SEC,Big East,Pac-10,Big Ten
1697,"By which team was former Penn State Nittany Lions player Michael Robinson chosen in the NFL Draft in 2006?
",San Francisco 49ers,Pittsburgh Steelers,San Francisco 49ers,Seattle Seahawks,Oakland raiders
1698,"In1986 the Penn State Nittany Lions football team won their which National Championship?
",Second,Second,Third,First,Fifth
1699,"What is Penn State Nittany Lions football teams annual scrimmage game called?
",Blue and White Game,Blue and White Game,Lions vs. Lions Game,Scrimmage At the Beaver,Useless Pre-Season Game that is Fun to Go to
1700,"What was the score of Penn State Nittany Lions in the first game of the 2008-2009 season vs. Coastal Carolina?
","66-10, Penn State won","55-14, Penn State won","24-21, Penn State lost","66-10, Penn State won","66-17, Penn State lost"
1701,"Where was Michael Fred Phelps born and raised?
","Baltimore, Md","Bethesda, Md","Baltimore, Md",Washington D.C.,"Silver Spring, Md"
1702,"Where did Michael Phelps attend college?
",University of Michigan in Ann Arbor,Ohio State,Georgetown University,University of Michigan in Ann Arbor,Iowa State
1703,"Michael Phelps first competed in Olympic Games in 2004.
",False,False,True,,
1704,"In the 2004 Athens Summer Olympic Games, how many gold and bronze medals did Michael Phelps win?
","6 gold, 2 bronze","5 gold, 3 bronze","6 gold, 1 bronze","6 gold, 2 bronze","5 gold, 2 bronze"
1705,"In the 2004 Olympic Games, Michael Phelps set a number of world records, Olympic records, and American records. How many of each did he set?
","2 WR, 3 OR, and 2 AR","4 WR, 1 OR, and 2 AR","1 WR, 4 OR, and 2 AR","3 WR, 2 OR, and 2 AR","2 WR, 3 OR, and 2 AR"
1706,"In the 2008 Olympic Games, Michael Phelps swam in 8 events. How many world records did Phelps and/or his team set?
",7,6,8,7,5
1707,"In the 100 m butterfly at  the 2008 Olympic Games, Michael Phelps beat Milorad ÄŒaviÄ‡ by this much.
",1/100th of a second,2/10ths of a second,1/10th of a second,2/100ths of a second,1/100th of a second
1708,"A street in Michael Phelps hometown was renamed this to honor him.
",Michael Phelps Way,Michael Phelps Way,Michael Phelps Drive,Phelps Street,Phelps Drive
1709,"The  sport of noodling has become very popular in the USA. What does it involve?
",Catching catfish barehanded,Catching catfish barehanded,Pushing an enormous plastic ball into your opponents goal,Outdoor bowling on ice,A form of mixed martial arts with no rules
1710,"Eddie Feigner, Cat Osterman, and Lisa Fernandez became well known for practicing this sport.
",Softball,Canopying,Billiards,Golf,Softball
1711,"Who were the  people on the first cover of Sports Illustrated?
","Eddie Mathews, Wes Westrum and Augie Donatelli","Eddie Mathews, Wes Westrum and Augie Donatelli","Ben Hogan, Bobby Jones, and Sam Snead",Ted Williams and Joe DiMaggiio,"President Dwight David Eisenhower and his caddy, Mitch MacKenzie"
1712,"Which was the first NFL team to have an insignia put on its helmets?
",Rams,Bears,Redskins,Rams,Eagles
1713,"Who was the first NFL Super Bowl MVP who was not born in the USA?
",Mark Rypien,Kurt Warner,Len Dawson,Mark Rypien,Fred Biletnikoff
1714,"Which statement regarding the 1959 season is false?
",Frank Robinson was the American League manager.,Frank Robinson was the American League manager.,Orlando Cepeda and Stan Musial were the starting All-Star first basemen.,The American League lost the All-Star Game on July 7 5 to 4.,The National League lost the All Star Game on August 3  5 to 3.
1715,"Who was the first switch hitter in the Baseball Hall of Fame?
",Frankie Frisch,Mickey Mantle,Eddie Murray,Rogers Hornsby,Frankie Frisch
1716,"Stella Walsh was a Polish-born athlete residing in Cleveland, Ohio. She won an Olympic gold medal in  the 1932 Olympic (100 meters) and a silver medal in the 1936 Olympics (100 meters). Which statement is untrue about Stella Walsh?
",She had female genitalia,She had female genitalia,She had male genitalia,She had XY-chromosomes,She had XX-chromosomes
1717,"There was  a sport called face-slapping.
",True,True,False,,
1718,"Who built the tennis court that is in the Hampton Court in England?
",King Henry VIII,Winston Churchill,Christopher Wren,Ben Franklin,King Henry VIII
1719,"Find the incorrect statement about sportsman Yuichiro Miura.
",He was the first seventy-year old person to climb Mount Fuji.,He was the first seventy-year old person to climb Mount Fuji.,He skied Mount Everest.,He climbed Mount Everest at the age of 75 years 7 months.,He was the first seventy-year old person to climb Mount Everest.
1720,"Jerome Holtzman was a sports journalist of some repute. Which statement is true about him?
",He invented the statistic Saves by a relief pitcher.,He and Bill James wrote many books using statistics to evaluate players.,He was the writer who wrote the original expose on steroids in baseball.,He was President of the Baseball Hall of Fame from 1999 to his death in 2008.,He invented the statistic Saves by a relief pitcher.
1721,"He was the first person to hold the worlds record for running 50 yards, 75 yards and 100 yards backwards.
",Bill Robinson,Bob Hayes,Jim Thorpe,Bill Robinson,R.P. Williams
1722,"Before the Bobcats, what NBA team played in Charlotte?
",New Orleans Hornets,Miami Heat,Dallas Mavericks,New York Knicks,New Orleans Hornets
1723,"With the 2nd overall pick in the 2004 NBA draft, the Charlotte Bobcats selected what former UConn player?
",Emeka Okafor,Emeka Okafor,Jahidi White,Bernard Robinson,Dwight Howard
1724,"Who was the Charlotte Bobcats first head coach?
",Bernie Bickerstaff,Dan Scwartzer,Lou Hollins,Bernie Bickerstaff,Michael Jordan
1725,"What was the Charlotte Bobcats record for their very 1st season?
",18-64,18-64,25-57,23-59,14-68
1726,"When the Charlotte Bobcats first came into the NBA, how many NBA players did they pick to be on the inaugural roster in their expansion draft?
",19,17,19,21,15
1727,"The Charlotte Bobcats lost their very first regular season game to what team?
",Washington Wizards,Washington Wizards,Detroit Pistons,Atlanta Hawks,Miami Heat
1728,"Besides the Charlotte Bobcats, there is another professional basketball team in Charlotte.
",True,True,False,,
1729,"Besides basketball, is there any other type of sport played at the Charlotte Arena?
",Yes,No,Yes,,
1730,"Name the last Negro League baseball player to play in the major leagues.
",Hank Aaron,Don Newcombe,Willie Mays,Hank Aaron,Vic Power
1731,"Select the one who does not  fit.
",Brian Leetch (NHL),Lance Allred (NBA),Bonnie Sloan (NFL),Brian Leetch (NHL),William E. Hoy (MLB)
1732,"In 1952 Pete and Jerry Cusimano did this at a hockey game.
",They threw an octopus on the ice at an NHL game.,They were the first fans to jump onto the ice to protest a penalty on their team.,They were the first to place plexiglass to separate the fans from the players and ice rink.,They were the first to throw their hats onto the ice when a player scored three goals in one game.,They threw an octopus on the ice at an NHL game.
1733,"When was the first indoor NCAA Football Bowl game played?
",1964,1939,1964,1955,1976
1734,"What is the national sport of Bangladesh?
",Kabaddi,Rugby,Kabaddi,Kho Kho,Field Hockey
1735,"Which sport is most unlike the others?
",Klootschieten,Varpa,Bocce,Klootschieten,Boules
1736,"It is generally accepted that polo was first played in this part of the world.
",Northeastern India,"Berkshire, England",Northeastern India,Mongolia,Central Peru
1737,"Zorbing is a sport that was developed in the 1990s. What is a zorb?
","A large, clear plastic ball",A ten-foot wall on which large amounts of velcro are mounted,A tandem skydiving rig which can be easily undone,"A large, clear plastic ball","A long, plastic sheet that has very little friction when wet"
1738,"Vale-tudo has become a very popular international sport. What other term refers to this sport?
",Mixed martial arts,Snowboarding,Golf,Surfing,Mixed martial arts
1739,"Six brothers from one family played during the NHL 1982-1983 season. What was the familys last name?
",Sutter,Howe,Sutter,Lemieux,Hall
1740,"This was the first U.S. college to win the NCAA basketball championship in both the mens and womens divisions in the same season.
",Connecticut,Rutgers,Tennessee,Connecticut,North Carolina
1741,"Jim Brown was a great back for the Cleveland Browns. Jay Silverheels was a movie actor. What do they have in common?
",They are in the same Hall of Fame.,They are in the same Hall of Fame.,They were both in the movie The Dirty Dozen.,They were bornon the same date.,They were both in the  movie The Longest day.
1742,"This was basketball player Kareem Abdul-Jabbarâ€™s name at birth.
","Ferdinand Lewis Alcondor, Jr.","Ferdinand Lewis Alcondor, Jr.",Kareem Abdul-Jabbar,Dennis Kucinich,Robert Earl  Moore
1743,"He was the first World Series Most Valuable Player.
",Johnny Podres,Don Larsen,Johnny Podres,Sandy  Amoros,Yogi Berra
1744,"This is the nickname of the first NBA players to play in over 1610 games.
",The Chief,The Stilt,Air Jordan,Ice Man,The Chief
1745,"After the Washington Redskins drafted Ernie Davis, Art Modell of the Browns traded this player for him.
",Bobby Mitchell,Bobby Mitchell,Marion Motley,leroy kelly,Jim Kelly
1746,"Bob Gibson was a great pitcher for the St. Louis Cardinals. What was his real first name?
",Pack,Pack,Omaha,Bob,Earl
1747,"Which sportsmans nickname was The Bayonne Bleeder?
",Chuck Wepner,Chuck Wepner,Ray Mancini,Gerry Cooney,Archie Moore
1748,"William G. Morgan, Flo Hyman, Dimitar Zlatanov, Bernie Holtzman, and Karch Kiraly are in a Hall of Fame in this city.
","Mt. Holyoke, Massachusetts",Mexico City,"Mt. Holyoke, Massachusetts","Charleston, South Carolina",Moscow
1749,"Who was the director of first martial arts movie to win an Oscar?
",Ang Lee,Koki  Mitani,Zho Yeng,Akira Kurosawa,Ang Lee
1750,"What is the last name of the great shortstop whose nickname was Little Louie?
",Aparicio,Appling,Aparicio,Brock,Banks
1751,"The nickname of this hockey great was The pocket rocket.
",Henri Richard,Louis Richard,Henri Richard,Maurice  Richard,Jean Richard
1752,"This sports great was called The Wizard of Dribble and The Magician.
",Stan Matthews,Marcus Haynes,Bob Cousy,Curly Neal,Stan Matthews
1753,"Which is the location of the International Table Tennis Hall of Fame?
",Switzerland,Taiwan,Norway,China,Switzerland
1754,"Which was the first U.S. college to win back-to-back NCAA basketball championships?
",Oklahoma AM,North Carolina,Oklahoma AM,UCLA,Duke
1755,"During the period 1984-1989, how many times did the Edmonton OIlers win the NHL championship?
",4,0,3,4,5
1756,"Georgi Asparuhov, Magdalena Maleeva, Dan Kolov and Tanya Bogomilova are all great athletes from this nation.
",Bulgaria,Romania,Serbia,Hungary,Bulgaria
1757,"Joe Tinker (shortstop), John Evers (second baseman), and Frank Chance (first baseman) were the two from the famous double play combination for the Cubs. Who was the third baseman?
",Harry Steinfeldt,Ron Santo,Rogers Hornsby,Harry Steinfeldt,Hack Wilson
1758,"What are the first two numbers officially retired by the Toronto Maple Leafs?
",5  6,6  27,6  9,6  99,5  6
1759,"This former Harford Whaler and Carolina Hurricane had his number retired on January 28, 2006. Who is he?
",Ron Francis,Ron Francis,Mario Lemieux,Steve Yzerman,Chris Pronger
1760,"If you ever get drafted by the Detroit Red Wings and you want to wear #19 you are out of luck. # 19 was retired to honor this former Red Wings captain on January 2, 2007.
",Steve Yzerman,Ted Lindsay,Chris Chelios,Gordie Howe,Steve Yzerman
1761,"The first number retired by the Montreal Canadiens on November 2, 1932 belonged to Howie Morenz. What number did he wear?
",7,9,4,10,7
1762,"This Canadian political figure had his #29 retired by the Montreal Canadiens on January 29, 2007.
",Ken Dryden,Brian Mulroney,Guy Lafleur,Ken Dryden,Steven Harper
1763,"Who had the longest hitting streak until 1941?
",Willie Keeler,George Sisler,Ty Cobb,Willie Keeler,Pete Rose
1764,"Which of the following is a line in Lou Gehrigs famous farewell speach?
",But today I consider myself the luckiest man on the face of the Earth.,Today I am the luckiest man on Earth.,I consider myself the luckiest man in the whole world.,Today I consider myself the luckiest man on the face of the Earth.,But today I consider myself the luckiest man on the face of the Earth.
1765,"How many pitchers threw perfect games in the 20th century?
",14,10,8,14,15
1766,"What was the home run record until 1879?
",5,2,10,4,5
1767,"In 1986 Mookie Wilson hit the ground ball that trickled through Bill Buckners legs.
",True,True,False,,
1768,"How old was Jack Quinn when he hit a home run on June 27, 1932?
",49 years 357 days,49 years 357 days,47 years 322 days,42 years 12 days,48 years 214 days
1769,"Derek Jeter was selected by the Yankees 6th overall in the 1992 draft. The first pick went to the Houston Astros, but they drafted this player instead.
",Phil Nevin,Johnny Damon,Paul Shuey,Brad Lidge,Phil Nevin
1770,"Colorado Rockies star left fielder Matt Holiday earned All-American honors in two sports during his senior year of high school. What were these sports?
",Baseball and football,Baseball and basketball,Football and basketball,Baseball and hockey,Baseball and football
1771,"On what day was baseball commissioner Bud Selig born?
","July 30, 1934","July 30, 1934","May 22, 1935","June 2, 1933","December 16, 1932"
1772,"John Patrick McEnroe was born on February the 16th 1959 in which European country ?
",West Germany,France,East Germany,Italy,West Germany
1773,"In what year did a young John McEnroe first qualify and amazingly reach the semi finals at Wimbledon ?
",1977,1977,1975,1976,1978
1774,"During his first participation in Wimbledon, McEnroe was defeated in the semi finals by this player.
",Jimmy Connors,Jimmy Connors,Bjorn Borg,Arthur Ashe,Vitas Gerulatis
1775,"Which year and what grand slam did John McEnroe first claim ?
","1979, US Open","1980, Wimbledon","1979, Australian Open","1979, US Open","1978, US Open"
1776,"John McEnroe won his first Wimbledon final in 1980 putting an end to Bjorn Borgs record 5 straight Wimbledon crowns.
",False,True,False,,
1777,"In 1983 John McEnroe won Wimbledon for the 2nd time. Who was McEnroes opponent on that occasion ?
",Chris Lewis,Pat Cash,Chris Lewis,Chris Curren,Jimmy Connors
1778,"Is it true John McEnroe never won the French Open?
",Yes,No,Yes,,
1779,"In 1978 John McEnroe won both singles rubbers in the Davis Cup final to help the U.S.A cleam the Davis Cup for the 1st time since 1972.  Which country did the U.S.A defeat?
",United Kingdom,Argentina,West Germany,Australia,United Kingdom
1780,"In what month and year did John McEnroe become the worlds number 1 player according to the association of tennis professionals?
",March 1980,February 1979,March 1982,February 1981,March 1980
1781,"All good things must come to an end; which title and what year did John McEnroe win his last grand slam?
","US Open, 1984","US Open, 1984","US Open, 1985","Wimbledon, 1985","Australian Open, 1986"
1782,"What was the highest score in the UEFA Champions League history from 1991/1992 until 2006/2007?
",Liverpool - Besiktas 8:0,Ajax Amsterdam - FA Red Boys Differdange 14:0,Arsenal - Slavia Prague 7:0,Liverpool - Besiktas 8:0,Dinamo Bucharest - Crusaders 11-0
1783,"Which club has won most UEFA Champions League competitions between 1991/1992 and 2006/2007?
","AC Milan and Real Madrid, 3 times each","Barcelona, 3 times","Liverpool, 4 times","Real Madrid, 4 times","AC Milan and Real Madrid, 3 times each"
1784,"Which of these teams won the UEFA Champions League trophy after trailing 0:3 at half-time during the final match?
",Liverpool,Bayern Munich,Liverpool,AC Milan,Real Madrid
1785,"Which of these countries was never represented in the UEFA Champions League from 1991 to 2007?
",Ireland,Bulgaria,Finland,Ireland,Poland
1786,"How many teams played in the 2006 edition of the UEFA Champions League?
",32,24,16,48,32
1787,"Why finishing third in the group stage is important in the UEFA Champions League?
",The third team of each group goes to UEFA Cup.,The third team of each group goes to UEFA Cup.,The team only gains prestige.,One of the 8 teams that finished third can play in play-offs.,It guarantees qualification to the following season competition.
1788,"What is the maximum number of teams from one country that can participate in the UEFA Champions League?
",5,3,There is no limit.,4,5
1789,"Which of the following teams did not win the UEFA Champions League in the period 1991/1992-2006/2007?
",Valencia,Valencia,FC Porto,Olimpique Marseilles,Borussia Dortmund
1790,"Which UEFA member cannot have a team in the Champions League?
",Liechtenstein,San Marino,Bosnia and Herzegovina,Andorra,Liechtenstein
1791,"If the final match in the UEFA Champions League ends in a tie, how is the winner decided?
","Extra time is played and if the winner is not decided, penalties are held.","Extra time is played and if the winner is not decided, penalties are held.",Penalties shootout,By drawing,Extra time with a golden goal (the first team to score is the winner)
1792,"WWE superstar Edge is the former brother-in-law of this wrestler.
",Val Venus,Christian,Hardcore Holly,Brian Kendrick,Val Venus
1793,"This wrestlers father is a former National Hockey League forward.
",Chris Jericho,Rick Martel,Chris Jericho,Edge,Christian
1794,"After graduating college and before becoming a pro wrestler he worked as a junior high school substitute teacher.
",Kane,Mick Foley,Kane,Arn Anderson,Matt Striker
1795,"This wrestler played minor youth hockey with and against an NHL tough guy.
",Edge,Christian,John Cena,Edge,Chris Jericho
1796,"This well known tag team wrestlers son was drafted by the St. Louis Rams in the 2nd Round as the 35th overall pick in the 2009 NFL draft.
",Road Warrior Animal,Demolitions Smash,Harlem Heats Stevie Ray,Jim The Anvil Neidhart,Road Warrior Animal
1797,"This old time wrestler was a football coach at Madison High School in Madison Heights, MI where he would eventually become a member of the Michigan Coaches Hall of Fame.
",George The Animal Steele,Tony Garea,Dean Malenko,George The Animal Steele,Bob Backlund
1798,"This pro wrestler signed with the Los Angeles Raiders of the NFL but was released before the season began.
",John Bradshaw Layfield,Batista,The Big Show,John Bradshaw Layfield,Bill Goldberg
1799,"Prior to becoming a pro wrestler this man played for various professional European basketball teams. When his career ended due to injury he enlisted in the 202nd Military Police Company in Germany and served in a NATO facility for two years.
",Kevin Nash,Kevin Nash,Davey Boy Smith,Barry Windham,William Regal
1800,"This former pro wrestler made news headlines in 2004 for causing an anthrax scare at Bostons Downtown Crossing MBTA station.
",Brutus The Barber Beefcake,Ken Patera,Macho Man Randy Savage,Brutus The Barber Beefcake,Jake The Snake Roberts
1801,"This pro wrestler was a member of The Cherokee County School District but was disqualified from entering the primary for the 2006 term due to the fact that he did not use his legal name.
",Rick Steiner,Diamond Dallas Page,Charlie Haas,Rick Steiner,Bubba Ray Dudley
1802,"What former football player co-starred in the 80s TV series Webster?
",Alex Karras,Lyle Alzado,Mike Golic,Jack Youngblood,Alex Karras
1803,"What was the nickname of NFL Hall of Famer Reggie White?
",The Minister of Defense,The Preacher of Pressure,The Reverend of Defense,The Minister of Defense,The Pastor of Pressure
1804,"What college did Nick Buoniconti attend?
",Notre Dame,Rutgers,Notre Dame,Michigan,Penn State
1805,"How many NFL teams did Pete Carroll coach for prior to coaching at USC?
",5,7,5,1,3
1806,"When did Mean Joe Greenes Coke commercial first air on TV?
",October 1979,September 1979,October 1980,October 1979,September 1980
1807,"What was the date for the first induction class into the Pro Football Hall of Fame?
","September 7, 1963","October 9, 1961","July 15, 1962","August 30, 1964","September 7, 1963"
1808,"Who was the Greenbay Packers first round draft pick in 1961?
",Herb Adderly,Herb Adderly,Paul Dudley,Phil Nugent,Ron Kostelnik
1809,"Where was Yogi Berra born?
","St. Louis, Missouri","Montclair, New Jersey","Brooklyn, New York","Milan, Italy","St. Louis, Missouri"
1810,"Which two famous baseball personalities grew up on the same street as Yogi Berra?
",Joe Garagiola and Joe Buck,Joe Garagiola and Phil Rizzuto,Phil Rizzuto and Pete Gray,Joe Garagiola and Joe Buck,Joe Buck and Pete Gray
1811,"How did Lawrence Peter Berra get the nickname Yogi?
",He looked like a  character in a movie.,It is short for an affectionate Italian expression.,It was the name of a popular cartoon character.,He licked yogurt.,He looked like a  character in a movie.
1812,"In 1942 Yogi Berra was not signed by the team he wanted to play for. Which team was his first choice?
",The St. Louis Cardinals,The New York Yankees,The St. Louis Cardinals,The New York Mets,The Brooklyn Dodgers
1813,"When Yogi Berra first joined the Yankees, they already had a great catcher. Who was he?
",Bill Dickey,Gus Triandos,Sherm Lollar,Bill Dickey,Roy Campanella
1814,"In 1972 the Yankees retired Yogi Berras uniform number. What was the number?
",8,12,32,7,8
1815,"Which statement is true about Yogi Berras military service?
",Yogi served in the US Navy.,Yogi never served in the military.,Yogi served in the US Navy.,Yogi served in the Us Air Force.,Yogi served in the US Army.
1816,"Yogi Berra was the first player to play in fourteen World Series.
",True,True,False,,
1817,"Yogi Berra was the first player to hit a grand slam home run in the World Series.
",False,False,True,,
1818,"The great manager Paul Richards once said that Yogi Berra was the best bad pitch hitter. What was Yogis response?
","If I can hit it, its a good pitch.",They just dont throw it good-I hit it good.,"They dont call it good, but its a good pitch.","If its a bad pitch, why did they throw it?","If I can hit it, its a good pitch."
1819,"After Elston Howard took over most of the catching duties with the Yankees, what position did Yogi Berra learn to play?
",Leftfield,Centerfield,Secondbase,Leftfield,Shortstop
1820,"In the 1956 World Series  against the Brooklyn Dodgers, Yogi Berra caught a very special game. What is untrue about the game?
",Yogi hit a grand slam in the second  inning.,Yogi hit a grand slam in the second  inning.,Sal Maglie pitched for the Dodgers.,Don Larson pitched for the Yankees.,There is a famous photo of Yogi jumping into the arms of the Yankee pitcher.
1821,"When Yogi Berra was the Yankee manager, there was a famous incident on a bus that made headlines. What was involved?
",a harmonica,a Playboy Magazine,a pea shooter,a harmonica,a straw hat
1822,"In 1972 Yogi Berra became manager of  this team.
",The New York Mets,The Washington Senators,The Los Angeles Dodgers,The New York Mets,The Pittsburgh Pirates
1823,"Both of Yogi Berras sons played Major League baseball.
",False,False,True,,
1824,"Which organization gave Yogi Berra the Silver Buffalo Award?
",The Boy Scouts of America,The American Legion,The Elks Club,The Boy Scouts of America,The Daughters of  the American Revolution
1825,"Yogi Berra is famous for his Yogisms. Which of the following is NOT a Yogi quote?
",Man this is a long game... were two hours into the sixth inning.,Its tough making predictions especially about the future.,Ninety percent of this game is half mental.,"When you come to a  fork in the road , take it.",Man this is a long game... were two hours into the sixth inning.
1826,"This Olympic great was one of Robert F. Kennedys personal bodyguards.
",Rafer Johnson,Rosey Grier,Al Oerter,Ray Ewry,Rafer Johnson
1827,"Who was Coroebus?
",The first winner of an Olympic event in 776 b.c.e.,The Greek god of sports and the Olympic Games,The man who invented the Olympic Games in 776 b.c.e.,The first winner of an Olympic event in 776 b.c.e.,The man who raced from Marathon to Athens.
1828,"Who was the first male athlete to win the decathlon and pentathlon at Olympics Games?
",Jim Thorpe,Rafer Johnson,Jim Thorpe,Michael Johnson,Ray Ewry
1829,"Who was the first man to win gold medals in three straight Olympic Games?
",Ray Ewry,Ray Ewry,Jim Thorpe,Rafer Johnson,Michael Johnson
1830,"Who was the first Olympian to win gold in the same event in four straight Olympics.
",Al Oerter,Michael Johnson,Jim Thorpe,Rafer Johnson,Al Oerter
1831,"Who won the first event in the first modern Olympics in 1896?
",James  B. Connolly,Rafer Johnson,Pierre de Coubertin,James  B. Connolly,Jim Thorpe
1832,"Who was Eddie Eagan?
",The first person to win gold in the Winter Olympic Games and in the Summer Olympic Games,The first President of the International Olympic Committee,The first person to win gold in the Winter Olympic Games and in the Summer Olympic Games,Eddie The Eagle was a British skier who won a silver medal at the 1984 Olympic Games.,The first American to win an Olympic medal
1833,"Tommie Smith won the 200-meter dash in the 1968 Olympics. In that same year, John Carlos came in third in that event. Why were Carlos and Smith banned from the Olympic Games?
",They made a political gesture on the medal stage.,They refused to accept the medals.,They tested positive for steroids.,They refused to take a blood  test.,They made a political gesture on the medal stage.
1834,"Herman Blix, John Weissmuller, Clarence Crabbe, and Glenn Morris were all Americans who won Olympic medals. What else did they have in common?
",They all became actors and played the same part in different movies.,They were all given special medals by President Herbert Hoover.,They all had their pictures on Wheaties boxes.,They all died in abject poverty.,They all became actors and played the same part in different movies.
1835,"An American who won an Olympic gold medal in karate portrayed Oddjob in the James Bond  movie Goldfinger.
",False,True,False,,
1836,"What was the first year Olympians marched into the stadium behind their countrys flag?
",1908-London,1900-Paris,1944-Chicago,1936-Berlin,1908-London
1837,"Margret Abbott was the first female American to win an Olympic event. What was her event?
",Golf,100 meters,Tennis,Golf,diving
1838,"Complete, live color TV broadcasts of the Olympics were featured first in this Olympic year.
",1960,1960,1956,1936,1968
1839,"Which of the following was the first Olympic Games mascot?
",a cartoon character,a panda,a cartoon character,an eagle,a kangaroo
1840,"Who was the first woman to run 100 meters in under 11 seconds in the Olympics?
",Evelyn Ashford,Margaret Abbott,Asaffa Powell,Ingrid Swednersen,Evelyn Ashford
1841,"Who was the first Olympian to run the 100 meters in under 10 seconds?
",Jim Hines,Michael Johnson,John Carlos,Bob Hayes,Jim Hines
1842,"Which of the following occurred in the 1984 Winter Olympics?
",Two brothers came in 1-2 in the Alpine Slalom.,The USA won no gold medals.,American figure skaters came in 1-2.,Two brothers came in 1-2 in the Alpine Slalom.,Russia lead with 112 gold medals.
1843,"What is the length of a cricket pitch?
",22 yards,22 yards,1/2 furlong,25 metres,100 feet
1844,"What is the maximum length of a modern day cricket test match?
",5 days,150 minutes,1 week,6 hours,5 days
1845,"How many balls make up an over in a cricket match?
",6,3,12,6,10
1846,"What does the abbreviation L.B.W stand for in cricket?
",Leg Before Wicket,Luck Beyond Wonder,Leg Before Wicket,Lost Behind Winner,Last Ball Went
1847,"What word refers to the match officials in a cricket match?
",Umpire,Referee,Umpire,Sir,Line Judge
1848,"How many wickets must fall (barring retirement or injury) for a cricket team to be all out?
",10,10,11,5,3
1849,"What slang term is applied to a batsmans score of 0 in cricket?
",Duck,Turkey,Quail,Goose,Duck
1850,"How many runs does a cricket batsman score by clearing the boundary of the playing field in a single hit?
",6,6,1,10,4
1851,"What is the name of the bi-annual Cricket Series played between England and Australia?
",The Ashes,The Ashes,Churchill Trophy,The Bradman Series,Admirals Cup
1852,"Which Brazilian team signed a contract with soccer legend Edson Arantes do Nascimento, PelÃ©, when he was just 15 years old?
",Santos/SP,Sport/PE,Santos/SP,Santo Andre/SP,Vasco/RJ
1853,"Which Brazilian team made a 10-year agreement in 2004 with the international fund of investors Media Sports Investment (MSI)?
",Corinthians/SP,Fortaleza/CE,CFA/RO,Ceara/CE,Corinthians/SP
1854,"Which team had Manuel Francisco dos Santos, the legendary Garrincha, playing for them for 45 minutes in a game against the Fluminense/RJ in the 1960s.
",Fortaleza/CE,Fortaleza/CE,Mirassol/SP,Princesa Solimoes/AM,Botafogo/RJ
1855,"Which team of Brazil won the first Club World Championship organized by FIFA?
",Corinthians/SP,Corinthians/SP,Sao Paulo/SP,Santos/SP,Flamengo/RJ
1856,"In 2002, the team of Brazil became a FIFA World Cup winner beating the team of which country?
",Germany,Italy,France,Germany,Sweden
1857,"Which team won the Brazilian Championship in 1978, beating Sao Paulo?
",Guarani/SP,Atletico/PR,Guarani/SP,Coritiba/PR,Bahia/BA
