,Questions,Correct,A,B,C,D
2590,"The North Dakota State Fair is held in which city each August?
",Minot,Fargo,Grand Forks,Minot,Bismarck
2591,"Cleveland Indians 1st baseman/DH, Travis Hafner was born and raised in this North Dakota town.
",Sykeston,Fargo,Carrington,Jamestown,Sykeston
2592,"General George Armstrong Custer left Fort Lincoln on the southern edge of this North Dakota town (named after the Native American tribes from that area) on his fateful trip to The Little Bighorn.
",Mandan,Bismarck,Standing Rock,Mandan,Dickinson
2593,"This Police Woman was born and raised at Kulm, ND which also was the flax capital of North America!
",Angie Dickinson,Angie Dickinson,Margita Hargitay,Cheryl Ladd,Peggy Lee
2594,"The best walleye fishing lake in North America, according to Field and Stream Magazine, is this lake in northeast central North Dakota.
",Devils Lake,Lake Audobon,Lake Lida,Lake Metigoshe,Devils Lake
2595,"In 1953, television first came to Alaska. What were the call letters of the first broadcasting television station in Alaska?
",KENI,KTVA,KYES,KTUU,KENI
2596,"Which US President signed the Treaty of Purchase between the United States and Russia, which brought about the formal transfer of Alaska from Russia to the US?
",Andrew Johnson,Andrew Johnson,William Taft,Andrew Jackson,Abraham Lincoln
2597,"The Alaska state flag was designed by a 13-year-old.
",True,False,True,,
2598,"What was the Darfur region of western Sudan named after?
",A tribe of people called the Fur tribe,A British explorer named William Darfur,A tribe of people called the Fur tribe,The Fur river running through the region,The arabic word darfur meaning stove or furnace
2599,"The Darfur crisis in western Sudan began as a result of tribal warfare between two black African tribes, the Fur tribe and the Zaghawa tribe.
",False,True,False,,
2600,"Which United Nations representative was forced to leave Sudan in October, 2006 because of comments made about the Sudanese Army?
",Jan Pronk,Kofi Annan,Jan Pronk,Angelina Jolie,John R. Bolton
2601,"There is much speculation as to how many people died as a direct result of the Darfur conflict. What figure do most Non-governmental organizations use when calculating the total number of deaths?
","400,000","150,000","250,000","400,000","50,000"
2602,"In May 2006 the Joint Equality Movement (JEM), one of the main rebel groups in Darfur, signed a peace deal with the Government of Sudan. As a result the rebel group split in two causing the pro-government side and the pro-rebel side to fight against each other.
",False,True,False,,
2603,"What is the name of the volcanic mountainous region in the center of Darfur, Sudan?
",Jebel Mara,Masai Mara,Matara Marra,Jebel Mara,Salama Marra
2604,"Most of the black Africans in the Darfur region are Christian, which is another reason why there is conflict between their tribes and the nomadic Arabs.
",False,False,True,,
2605,"When the fighting in Darfur began in 2003, the locals moved into IDP (Internationally Displaced Persons) camps to avoid the fighting and seek aid. According to the registration taken, about how many people received aid in Darfurâ€™s largest camp in from 2003 to 2005?
","150,000","150,000","35,000","1,000,000","60,000"
2606,"If there is a crowd of children in a Darfur camp screaming Kawaja, kawaja! what is there in the center of the crowd?
",A white person,A white person,A dog,A water hole,A football/soccerball
2607,"The two buildings of Marina City, one of the first complexes referred to as the city within a city, are often compared to this food item.
",Corn,Corn,Bean,Bamboo,Sausage
2608,"This building, designed by Louis H. Sullivan, is one of the most famous early skyscrapers housing a flagship department store. This store appears in Theodore Dreisers novel Sister Carrie. It was named a National Historic Landmark in 1975. Name the store.
",Carson Pirie Scott,Carson Pirie Scott,Montgomery Ward,Marshall Field  Company Store,Sears
2609,"Designed by Skidmore, Owings  Merrill LLP, this building consists of 9 bundled square tubes, each 75 feet wide with no columns between the core and the perimeter.
",Sears Tower,Water Tower Place,Aon Center,One Magnificent Mile,Sears Tower
2610,"What does Maundy Thursday, also known as Holy Thursday, commemorate?
",The Last Supper of Jesus Christ with the Apostles,The crucifixion of Jesus Christ,Christs death at Calvary,The Last Supper of Jesus Christ with the Apostles,The resurrection of Christ
2611,"What is another name for Golgotha, the site where Jesus was crucified?
",Calvary,Calvary,Gethsemane,Sinai,Egeria
2612,"Name the Roman governor of Judaea who, according to the gospels, authorized the Crucifixion of Jesus.
",Pontius Pilate,Herod Agrippa,Lucius Vitellius,Valerius Gratus,Pontius Pilate
2613,"What nocturnal omnivorous animal is an Australian alternative to the Easter Bunny?
",Bilby,Opossum,Bilby,Koala,Kangaroo
2614,"What Easter television special, released in 1971, was based on the novel The Easter Bunny That Overslept?
",Here Comes Peter Cottontail,"Its the Easter Beagle, Charlie Brown",Here Comes Seymour Sassafrass,Here Comes the Mad March Hare,Here Comes Peter Cottontail
2615,"What jewellery company is famous for designing exquisite jewel-encrusted eggs for the Russian Imperial Court?
",FabergÃ©,FabergÃ©,Cartier,Boucheron,Tiffany
2616,"According to a tradition among followers of Eastern Christianity, this disciple of Jesus Christ brought cooked eggs at his tomb and they miraculously turned red.
",Mary Magdalene,Priscilla,Junia,Mary Magdalene,Susanna
2617,"What feast celebrated 50 days after Easter Sunday commemorates the descent of the Holy Spirit upon Christs disciples?
",Pentecost,Ascension Day,Palm Sunday,Pentecost,Paschal Day
2618,"What feast commemorating Jesus triumphal entry into Jerusalem marks the beginning of the Holy Week?
",Palm Sunday,Maundy Thursday,Palm Sunday,Ash Wednesday,Good Friday
2619,"Who directed the 2004 movie The Passion of the Christ, which covers the final twelve hours of Jesus life?
",Mel Gibson,Nicolas Cage,Martin Scorsese,Oliver Stone,Mel Gibson
2620,"The name of this Iranian grand palace means high gate.
",Ali Qapu,Nasir al-Din,None of these,Ali Qapu,Gamzigrad
2621,"Gamzigrad is an ancient Roman complex of palaces located in this European country.
",Serbia,Bulgaria,France,Austria,Serbia
2622,"Mustafa Kemal AtatÃ¼rk, the first president of the Republic of Turkey, used this palace as a presidential residence.
",DolmabahÃ§e Palace,DolmabahÃ§e Palace,The Winter Palace,Gamzigrad,Chehel Sotoun
2623,"The name of this Palace means â€œForty Columnsâ€ in Persian.
",Chehel Sotoun,DolmabahÃ§e Palace,None of these,Sanssouci,Chehel Sotoun
2624,"The Potala Palace was a chief residence of the Dalai Lama until the 14th Dalai Lama fled to India.
",True,False,True,,
2625,"What palace is known as the official residence of the President of Brazil?
",Palacio da Alvorada,The Winter Palace,Potala Palace,Palacio da Alvorada,Palacio do Planalto
2626,"The space between windows in the facade of the Stroganov Palace in Saint Petersburg, Russia features a mans profile.
",True,True,False,,
2627,"The Imperial harem of Topkapi Palace in Istanbul contained more than 400 rooms.
",True,True,False,,
2628,"The Winter Palace, the official residence of Russian Tsars, is located in this Russian city.
",Saint Petersburg,Saint Petersburg,Smolensk,None of these,Moscow
2629,"Sanssouci, the former summer palace of Frederick the Great, was built in this style.
",Rococo,Baroque,None of these,Rococo,Surrealism
2630,"What day and year did the famous Battle of Culloden near Culloden, Scotland occur?
","April 16, 1746","January 16, 1754","April 16, 1746","May 7, 1743","February 5, 1823"
2631,"The Culloden Moor, Scotland, the site of the Battle of Culloden, was once known by another name, Drummoisse Moor.
",True,False,True,,
2632,"The term used to describe the head of family/village in Scotland is laird.
",True,True,False,,
2633,"The name of the exiled Scottish Jacobite claimant to the thrones of England, Scotland, and Ireland was James Francis Edward Stuart.
",False,True,False,,
2634,"Who smuggled the Scottish Bonnie Prince Charlie out of Scotland?
",Flora MacDonald,Elsie Lamond,Flora MacDonald,James Graham,Robert the Bruce
2635,"Which is the patron saint of Scotland?
",Andrew,Columba,Matthew,Andrew,George
2636,"Construction of the Alaska Railroad began in 1914.
",False,True,False,,
2637,"President Warren Harding  drove the final spike in the Alaska Railroad.
",True,False,True,,
2638,"What happened in 1964 in south-central Alaska?
",tsunamis and earthquake,None of these,tsunamis and earthquake,oil discovery,tsunamis
2639,"What is the common name for Prudhoe Bay?
",The North Slope,The North Slope,South central Alaska,The Outside,The Oil Fields
2640,"The Trans-Alaska pipeline provided what percent of domestic oil for the US when completed?
",25%,33%,25%,15%,50%
2641,"Who was vice president of the US  when Congress gave final approval to begin construction of the Alaska pipeline?
",Spiro Agnew,Lyndon Johnson,Spiro Agnew,None of these,Hubert Humphrey
2642,"Czar Alexander II of Russia agreed to sell Alaska to the U.S. for two cents an acre.
",True,True,False,,
2643,"What musher and his dog relayed diphtheria vaccine via the Iditarod Trail to fight an epidemic in Nome in 1925 and became national heroes?
",Leonhard Seppala and Balto,Robert Service and White Fang,John Muir and Rin Tin Tin,Chilkoot Bill and Wolf II,Leonhard Seppala and Balto
2644,"Vitus Bering and naturalist George Stellar were the first white people to set foot in Alaska in 1735 .
",False,False,True,,
2645,"On November 7th, 2006, Sarah Palin, became the first female governor of the State of Alaska.
",True,False,True,,
2646,"When individuals file for bankruptcy in the USA they file under this section of the Uniform Commercial Code.
",Chapter 13,Chapter 19,Chapter 7,Chapter 13,Chapter 11
2647,"Although he never filed for bankruptcy, this very smart and very great American President left a $107,000 debt for his heirs.
",Thomas Jefferson,Abraham Lincoln,Thomas Jefferson,George Washington,Woodrow Wilson
2648,"What is the real first name of Screech Diamond of Saved by the Bell fame, who was forced to declare bankruptcy due to the loss of hundreds of thousands of dollars?
",Dustin,Derek,Dustin,Drake,Danny
2649,"This blond beauty, born in  Athens, Georgia in 1953, made millions as a movie star but went bankrupt  due, in part, to her purchase of the entire town of Baselton, Georgia.
",Kim Bassinger,Kay Douglas,Kim Bassinger,Anita Bryant,Stella Stevens
2650,"She was a very popular singer with many corporate sponserships. Her open antagonism to  homosexuals led to the loss of these sponsorships and singing success.
",Anita Bryant,Anita Bryant,Amy Winehouse,Vanessa Williams,Cyndi Lauper
2651,"Two Out of Three [one might say ] Aint Bad, but this singer/actor had a $1,600,000 debt in 1983.
",MeatLoaf,MeatLoaf,Gene Simmons,Eugene Whitfield,David Crosby
2652,"This man (along with his half-brother) tried to corner the worlds silver market. His failure led to his bankruptcy.
",Nelson Bunker Hunt,George Bannister,William C. Durant,Nelson Bunker Hunt,Sam Walton
2653,"She was an actress famous for her role in Moulin Rouge. She is even more famous for her marriages, her sisters, and for being arrested for battery. Who is this actress who was forced into bankruptcy in 1994?
",Zsa Zsa Gabor,Magda Gabor,Lil Kim,Eva Gabor,Zsa Zsa Gabor
2654,"In 1936 this founder of General Motors had a debt of $914,231 forcing bankruptcy.
",William C. Durant,David L. Buick,R.E.Olds,William C. Durant,Raymond Devond
2655,"All of these great athletes declared bankruptcy: Billy Sims, Leon Spinks, Lawrence Taylor, Johnny Unitas, Sheryl Swoopes.
",True,False,True,,
2656,"DÃ­a de los Muertos, or Day of the Dead, is celebrated in what country on November 1st and 2nd?
",Mexico,Argentina,Mexico,Spain,Italy
2657,"In the United States, elections are held on the Tuesday after the 1st Monday in November.
",True,False,True,,
2658,"What famous television host deemed Americas Oldest Teenager celebrates his birthday in November?
",Dick Clark,Dick Clark,Ed McMahon,Frankie Vallie,Johnny Carson
2659,"What major annual thoroughbred horse race is held in Australia during the first week of November?
",Melbourne Cup,Kingston Town Classic,W.S. Cox Plate,Perth Cup,Melbourne Cup
2660,"McDonalds is the worlds largest user of toys.
",False,False,True,,
2661,"Wheaties is the Breakfast of Champions. At 18 appearances, which of these sports figures has graced the cover of the Wheaties box more than any other sports figure?
",Michael Jordan,Sarah Huges,Michael Jordan,Babe Ruth,Tiger Woods
2662,"Coppertone was born in the kitchen of Miami pharmacist, Benjamin Green. It became one of Americas leading sun care products through the strength of its advertising campaign featuring the Coppertone Girl. What actress got her start as the 1965 Coppertone Girl?
",Jodie Foster,Laura Dern,Jodie Foster,Tatum ONeal,Brooke Shields
2663,"What famous basketball players father was murdered on July 23, 1993?
",Michael Jordan,Magic Johnson,David Robinson,Michael Jordan,Shaq
2664,"Which member of the RB group Destinys Child was born on July 23,1980?
",Michelle Williams,Michelle Williams,Beyonce Knowles,Farrah Franklin,Kelly Rowland
2665,"This Filipino-American serial killer went on a murder spree, killing five people, that ended with his suicide on July 23, 1997.
",Andrew Cunanan,Thug Behram,Ted Bundy,Andrew Cunanan,Michel Husson
2666,"A series of riots, among the worst in US history, were started on July 23, 1967. Where did this event take place?
","Detroit, Michigan","Los Angeles, California","New York City, New York","Chicago, Illinois","Detroit, Michigan"
2667,"This famous royal couple were married on July 23, 1986. The marriage ended some years later in a highly publicized divorce.
",Prince Andrew and Sarah Ferguson,Diana and Charles,James Ogilvy and Julia Rawlinson,Prince Andrew and Sarah Ferguson,Prince Philip and Queen Elizabeth
2668,"Which eclectic pro marijuana actor was born on July 23, 1961?
",Woody Harrelson,Luke Wilson,Matthew McConaughey,Woody Harrelson,Owen Wilson
2669,"Niles Beach is one of Cape Cods popular beaches.
",False,False,True,,
2670,"Andrew Faneuil, a wealthy merchant, built Faneuil Hall and gave it to Boston on its completion in 1742.
",False,False,True,,
2671,"What year was the first Boston Marathon run?
",1897,1910,1920,1898,1897
2672,"Rocky Marciano is from which city in Massachusetts?
",Brockton,Boston,New Bedford,Rockland,Brockton
2673,"The ship that can be seen in Plymouth, Massachusetts is called the Mayflower.
",False,True,False,,
2674,"On May 5, 1920 two Italian-Americans, Nicola Sacco and Bartolomeo Vanzetti, were arrested, tried, and executed for the April 15, 1920 murders of a South Braintree paymaster and security guard and theft of the payroll. 
",at did Sacco give as his alibi?,He was at the Italian consulate in Boston.,He was at the Italian consulate in Boston.,He was visiting friends in West Bridgewater.,He was at work and had a time-card to prove it.
2675,"One of Nathaniel Hawthornes stories is called The Old Manse (Mosses from an Old Manse). The Old Manse was Nathaniel and his wife Sofias first home and is located in Concord, Massachusetts.
",True,True,False,,
2676,"Nathaniel Hawthorne is said to have changed the spelling of his name for what reason?
","He was a descendant of John Hathorne, a judge in the Salem witch trials.","He was a descendant of Nathan Hawthorne, accused of an Indian massacre.","He was a descendant of John Hathorne, a judge in the Salem witch trials.",It was the one he chose to write under.,"He was a descendant of Nathaniel Hathorne, a judge in the Salem witch trials."
2677,"What do Chinese kids have for lunch on their birthday?
",noodles,hoisin,siomai,noodles,siopao
2678,"Kids from Russia celebrate their birthday with a chocolate birthday cake.
",False,False,True,,
2679,"In Scotland, kids celebrating their birthday are given â‚¤1 for every year of their age.
",True,False,True,,
2680,"Birthday celebrants in Mexico gets blindfolded and have to hit a ____________.
",paper animal (piÃ±ata),jar,clay pot (palayok),paper animal (piÃ±ata),pet dog
2681,"In Hungary, kids celebrating their birthday give out what to their classmates?
",a candy,a chocolate bar,a delicious dish for lunch,a cake,a candy
2682,"On their birthday, Canadian kids get their nose greased with a margarine or butter for good luck.
",True,False,True,,
2683,"Danish kids mark their birthdays by which of the following activities?
",putting a flag outside their house,not wearing their school uniform,giving their classmates chocolates one day before their birthday,putting a scarf around the neck,putting a flag outside their house
2684,"Japanese kids always look beautiful on their birthday because they get a brand new set of clothes.
",True,False,True,,
2685,"Everyone in Vietnam celebrates their birthdays during what holiday?
",New Years Day,Fathers Day,Christmas Day,Mothers Day,New Years Day
2686,"In Italy, kids celebrating their birthday get tapped on the arm.
",False,False,True,,
2687,"The Taj Mahal is generally considered one of the seven wonders of the modern world.
",True,False,True,,
2688,"Where is the Taj Mahal located?
",Agra,Agra,New Delhi,Singapore,Bombay
2689,"What was the Taj Mahal mainly made of?
",white granite,white granite,black granite,clay,limestone
2690,"How many workers were recruited to build the Taj Mahal?
","about 20,000 workers","about 20,000 workers","about 10,000 workers",about 4 million workers,about 1 million workers
2691,"Does the Taj Mahal comprise four minarets?
",Yes,No,Yes,,
2692,"Did the Taj Mahal tomb have any jewels in it?
",Yes,No,Yes,,
2693,"Do visitors of the Taj Mahal have to take off their shoes before entering the building?
",Yes,Yes,No,,
2694,"About what percentage of Israels land of approximately 20,300 kmÂ² (7,849 miÂ²) is arable?
",17%,46 %,39%,17%,24%
2695,"This is one of the leading industries in Israel, as well as the most rapidly developing one.
",High technologies,Diamond processing,Tourism,Agriculture,High technologies
2696,"In which form of Israeli cooperative agricultural system, several farms agree to buy and use large machinery commonly?
",Moshav,Shandah,Shtetl,Kibbutz,Moshav
2697,"What is the political system of Israel?
",Parliamentary democracy,Majoritarian democracy,Plutocracy,Theocracy,Parliamentary democracy
2698,"Which group of countries includes Israelâ€™s major international trading partners?
","USA, Belgium, Hong Kong, Germany","USA, UK., Japan, France","USA, UK, Spain, Netherlands","USA, Belgium, Switzerland, Russia","USA, Belgium, Hong Kong, Germany"
2699,"This is the year of the termination of the British mandate of Palestine and the signing of the Declaration of the Establishment of the State of Israel.
",1948,1920,1947,1946,1948
2700,"In 1991, Israel was attacked and for the first time did not retaliate. Which country was the attacker?
",Iraq,USA,Palestine,UK,Iraq
2701,"In 1977, this Arab nation leader signed a peace agreement, known as the Camp David Accords with  Israeli Prime Minister Menachem Begin.
",Anwar Sadat,Yitzhak Rabin,Anwar Sadat,Gamal Abdel Nasser,Saddam Hussein
2702,"What happened to the Arabs living in Israel, after the Declaration of the Establishment of the State of Israel was signed?
","Some stayed in Israel, some sold their land and moved.",All of them remained in the country.,They all left because of Israeli threats.,"Some stayed in Israel, some sold their land and moved.",They all moved to the Gaza Strip.
2703,"Which was the second country after Egypt to normalize its relations with Israel with a peace treaty of 1994?
",Jordan,Syria,Jordan,Lebanon,Kuwait
2704,"El Al, which is of major importance in Israel, is actually what kind of organization?
",The national airline company of Israel,The government security organization,An international Jewish student organization,The national airline company of Israel,A religious movement  in Israel
2705,"Julius and Ethel Rosenberg were found guilty of treason and electrocuted on June 19, 1953.
",False,True,False,,
2706,"It was on a hot summer day that the outside world descended on the small town of Dayton, Tennessee to see famed defense lawyer Clarence Darrow take on The Great Commoner William Jennings Bryan in what was known as The Monkey Trial. Who was the defendant?
",John Thomas Scopes,Arthur Garfield Hayes,John Thomas Scopes,John T Raulston,Dudley Field Malone
2707,"The kidnapping and rape of a theater attendant on the night of March 3, 1963, while a very horrible deed, was to have far reaching consequence outside of the town of Phoenix, AZ.  In a case that went all the way to the Supreme Court of the U. S., this ruling was made to protect the ignorant and indigent but it applies to everyone when they are arrested. Who was the defendant in this landmark case in American Jurisprudence?
",Ernesto Miranda,John Henry Faulk,C;aremce Earl Gideon,Dred Scott,Ernesto Miranda
2708,"John Gotti, head of the Gambino crime family in New York, was known as The Teflon Don because three times he was brought to trial and three times he walked. But in 1992 The Dapper Don was found guilty of violating the RICO law. Who was Gottis second in command that turned states witness and helped, with his testimony, bring down Gotti?
",Sammy the Bull Gravano,Luca Brasi,Sammy the Bull Gravano,James McElroy,Carmine The Snake Persico
2709,"Only the little people pay taxes, declared the Queen of Mean. What lady faced charges of tax evasion, mail fraud, extortion and filing false tax returns for over 4 million dollars?
",Leona Helmsley,Carolyn Warmus,Leona Helmsley,Jean Harris,Martha Stewart
2710,"What Gothic building, regarded as a haunted place, is the burial site of Karl Marx?
",Highgate Cemetery,Highgate Cemetery,Bunhill Fields,Kensal Green Cemetery,Oak Hill Cemetery
2711,"This extraordinary church in Whitby, North Yorkshire inspired Bram Stoker to write his famous book Drakula.
",St Marys,Greyfriars Kirk,St James,St Marys,St Giles
2712,"This simple farm house at the seaside was transformed into a palace for King George IV.
",Royal Pavilion,Hampton Court Palace,Kensington Palace,Althorp,Royal Pavilion
2713,"This house, situated in Westerham, Kent was bought by Winston Churchill in 1922.
",Chartwell,Bowood House,Longleat House,Hatfield House,Chartwell
2714,"What is the birth place of Queen Victoria?
",Kensington Palace,Kensington Palace,Paxton House,Blenheim Palace,Windsor Castle
2715,"These Victorian gardens in Staffordshire represent China, Egypt and a Scottish glen.
",Biddulph Grange Garden,Sissinghurst Castle Garden,Bodnant,Hidcote Manor,Biddulph Grange Garden
2716,"What fountain, sculpted by Thomas Waldo Story, features female figures and cherubs dancing next to a giant shell?
",Ð¢he Fountain of Love in Cliveden,Sea Nymphs in London,"Artemis Fountain in Hyde Park, London",Ð¢he Fountain of Love in Cliveden,"The Victoria Fountain in Old Steine, Brighton"
2717,"This coastal defence site was built on the Isle of Wight to protect Great Britain from French invasion.
",The Needles Old Battery,Spithead Forts,The Palmerston Fort,Fort Gilkicker,The Needles Old Battery
2718,"Where did the Tour de France start in 2007?
",Trafalgar Square,Covent Garden,Leicester Square,Trafalgar Square,Parliament Square
2719,"A Gothic-styled memorial, which opened in 1872, included allegorical figures of Europe, Asia, Africa, and America and was made of granite and marble. It was erected in memory of this Royal person.
","Prince Albert, husband of Queen Victoria",James I,"Prince Albert, husband of Queen Victoria",Elisabeth I,William III of England
2720,"Out of the four original counties of East Jersey, which countys seat is Hackensack?
",Bergen County,Monmouth County,Middlesex County,Bergen County,Essex County
2721,"Located in South Jersey, this county seat has a name related to a Hebrew word meaning peace.
",Salem,Salem,Cape May Court House,Mays Landing,Mount Holly
2722,"This county seat is known as The Military Capital of the Revolution, and contains sites like Fords Mansion and Jockey Hollow.  It was where George Washington encamped in the brutal winter of 1777.
",Morristown,Morristown,Trenton,Elizabeth,New Brunswick
2723,"Mays Landing is the county seat of Monmouth County.
",False,False,True,,
2724,"This county, formed in 1714, has Flemington as its county seat.
",Hunterdon County,Somerset County,Hunterdon County,Hudson County,Sussex County
2725,"This county seat, known as the Silk City, is the home city to famous American actor and comedian Lou Costello.
",Paterson,Newark,Somerville,Paterson,Jersey City
2726,"Newton is the county seat of Sussex County.
",True,False,True,,
2727,"Bridgeton, which has the largest historic district of any incorporated town in New Jersey, is the seat of which county?
",Cumberland County,Bergen County,Cumberland County,Camden County,Burlington County
2728,"The unincorporated area of Toms River is the county seat of Warren County.
",False,False,True,,
2729,"What modern-day country includes most of ancient Mesopotamia?
",Iraq,Saudi Arabia,Iraq,Iran,Pakistan
2730,"Of the following 4 civilizations which occupied Mesopotamia, which came first?
",Akkadians,Akkadians,Greeks,Assyrians,Persians
2731,"The Behistun Inscription was carved into a cliff wall. It was deciphered by Henry Rawlinson. It contains the same text in 3 different languages.  All 3 of the texts, however, are written in the same script. What is this script called?
",Cuneiform,Hieroglyphs,Cyrillic,Cuneiform,Hangul
2732,"Which of the following pairings of ancient civilization and modern-day country is NOT CORRECT?
",Phoenicians -- Egypt,Harappans -- Pakistan,Phoenicians -- Egypt,Hittites -- Turkey,Babylonians -- Iraq
2733,"Zoroastrianism is a religion which originated with which ancient civilization?
",Persians,Babylonians,Persians,Greeks,Sumerians
2734,"During the reigns of which 2 Persian kings were invasions of Greece attempted?
",Darius and Xerxes,Darius and Xerxes,Ashurbanipal and Cyrus,Cyrus and Darius,Darius and Ashurbanipal
2735,"What does the Greek word mesopotamia mean?
",Between two rivers,Cradle of civilization,Fertile crescent,Gods land,Between two rivers
2736,"What two foods were the staples of the diet of the Sumerians?
",Beer and Bread,Wheat and Barley,Beer and Bread,Falafel and Hummus,Rice and Olives
2737,"How many meals a day did ancient Mesopotamians customarily eat?
",2,4,1,3,2
2738,"Which king of the Akkadians conquered Sumeria to unite Mesopotamia under one ruler for the first time?
",Sargon,Rimush,Manishtushu,Sargon,Naram-Sin
2739,"This Babylonian ruler established written laws. His laws were one of the first written codes of law in recorded history.
",Hammurabi,Xerxes,Hammurabi,Naram-Sin,Alexander
2740,"This mountain contains the highest peak on the African continent.
",Kilimanjaro,Mount Baker,Mount Stanley,Kilimanjaro,Mount Karisimbi
2741,"This mountain contains the highest peak in Antarctica, and is located about 750 miles (1,200 km) from the South Pole.
",Vinson Massif,Mount Jackson,Vinson Massif,Mount Terror,Craddock Massif
2742,"This mountain range is located in Asia, its name means abode of snow, and it lies across the territory of six countries.
",Himalayas,Hindu Kush,Mount Fuji,Karakoram,Himalayas
2743,"This mountain range is located in Eurasia between the Black Sea and the Caspian Sea.
",Caucasus Mountains,Carpathian Mountains,Balkan Mountains,Caucasus Mountains,Alps
2744,"This mountain range is the longest on the planet, and is located in South America.
",Andes,Alps,Andes,Appalachians,Apennines
2745,"The highest peak in North America is located in this mountain range.
",Alaska Range,Mount Saint Elias,Mount Logan,Mount Mitchell,Alaska Range
2746,"This mountain range is located in Europe and its highest peak is Mont Blanc.
",Alps,Apennines,Carpathian Mountains,Alps,Balkan Mountains
2747,"This mountain range is located in North America and its highest peak is Mount Mitchell.
",Appalachians,Mammoth Mountain,Glass Mountain,Appalachians,White Mountains
2748,"What is the highest mountain on the Australian mainland?
",Mount Kosciuszko,Mount Keira,Mount Buffalo,Mount Dandenong,Mount Kosciuszko
2749,"In what mountain are the peaks Manaslu and Lhotse located?
",Himalayas,Andes,Himalayas,Alps,Caucasus Mountains
2750,"The Japanese multinational corporation Toyota Motor Corporation is the second largest automobile maker in the world for 2006 losing the first place to which company?
",General Motors,Damlier-Chrysler,Ford Motor Corporation,General Motors,Rolls-Royce
2751,"Although it is a leading automobile maker, what else does Toyota Motor Corporation produce beside automobiles?
",Looms and sewing machines,Furniture and mother-in-laws,Television sets and medical X-ray equipment,Looms and sewing machines,Textbooks and school supplies
2752,"Early Toyotas looked like a Dodge Powerwagon or a Chevrolet.
",True,False,True,,
2753,"In the 1970s what caused U.S. customers to become interested in companies like Toyota, Honda and Datsun (Nissan)?
",The 1973 oil crisis,The end of the Vietnam War,The 1973 oil crisis,The Ford Pinto,The distrust of Richard M. Nixon
2754,"Toyotaâ€™s T100, which was introduced in the 1990s, is what type of car?
",Ð full-size pickup,Ð convertible,Ð hybrid electric automobile,Ð four wheel drive suv,Ð full-size pickup
2755,"Where is the headquarters of the Toyota Motor Corporation located?
","Aichi, Japan","Tokyo, Japan","Aichi, Japan","Kansas City, Missouri","New York, New York"
2756,"What is Toyotas luxury car line called?
",Lexus,Nissan,Lexus,Mercedes,Volvo
2757,"The top selling hybrid car for the U.S. of 2006 was produced by Toyota. Which one is it?
",Toyota Prius,Toyota Prius,Toyota Sienna,Toyota Cressida,Toyota Scion
2758,"As the second largest automobile producer of 2006 for the United States, Toyota surpassed which company in the third place?
",Ford Motor Corporation,Chrysler Motor Corporation,American Motor Company,Honda Motor Corporation,Ford Motor Corporation
2759,"Which Emmy Award winner invented CBS news magazine 60 Minutes in 1968?
",Don Hewitt,Walter Cronkite,Edward R. Murrow,Don Hewitt,Fred W. Friendly
2760,"Which famous U.S. magazine chose Albert Einstein as Person of the Century in 1999?
",TIME,WORLD,TIME,Der Spiegel,Newsweek
2761,"In 1959, this journalist, author of the acclaimed book Black Like Me, darkened his skin in an attempt to experience the segregation in the American South.
",John Howard Griffin,Emama Maxime,Carl Gordon,Paul Foot,John Howard Griffin
2762,"Which American newspaper won the 2002 Pulitzer Award for the coverage of the September 11 terrorist attacks on New York City?
",Wall Street Journal,Miami Herald,Wall Street Journal,New York Times,Los Angeles Times
2763,"This American journalist, awarded the 2003 Gerald R. Ford Prize for Distinguished Reporting on the Presidency, took part in the uncovering of the Watergate scandal.
",Robert Woodward,George F. Will,Harry Rosenfeld,Robert Woodward,Bob Schieffer
2764,"This period, in which some newspapers and magazines built their reputations thanks to their use of photography, is known as the Golden Age of Photojournalism.
",1930s-1950s,1930s-1950s,1900-1915,1980s-1990s,1950s-1980s
2765,"Which CBS news show was the first to feature live simultaneous transmissions both from the East  Coast and the West  Coast?
",See It Now,See It Now,Camel News Caravan,48 Hours,Huntley-Brinkley
2766,"Which is the United Kingdoms official newspaper first published on November 7, 1665?
",The London Gazette,The Guardian,The Times,The London Gazette,Daily Telegraph
2767,"Which weekly magazine, established in 1828 in London, had the same owner as The Daily Telegraph?
",The Spectator,The New York Times,The Argos,The Spectator,The Guardian
2768,"Which journalist received the Pulitzer Prize in 1964 for his brilliant coverage of President John F. Kennedys assassination?
",Merriman Smith,Merriman Smith,Richard Harnett,Brit Hume,Vernin Scott
2769,"What does the term outside mean in Alaskan jargon?
",Anywhere that is not Alaska,Anywhere that is not Alaska,Out of the house,The Outhouse,The wilderness
2770,"In Alaska, what term is used to refer to the contiguous states below Canada?
",The Lower 48,The Lower 48,None of these,The Outside,The South
2771,"What does the Alaskan term break up mean?
","End of winter, beginning of summer",Termination of an engagement,Breaking up a dog fight,An iceberg breaking into two pieces,"End of winter, beginning of summer"
2772,"In Alaskan terms, what is a snowbird?
",A person who lives in Alaska in summer only,Any native fowl in winter,A ptarmigan in winter,A person who lives in Alaska in summer only,A spruce hen
2773,"The term bush refers to less populated areas of Alaska, not always accessible by roads.
",True,False,True,,
2774,"What do Alaskan people call bunny boots?
",Superinsulated boots,Lucky charms,Native boots crafted of rabbit fur,Superinsulated boots,Rabbit hunting boots
