,Questions,Correct,A,B,C,D
1559,"He has played Col. William A. McNamara, Harry S. Stamper and Lieutenant A.K. Waters.
",Bruce Willis,Mel Gibson,Bruce Willis,Keanu Reeves,Samuel Jackson
1560,"We have seen him on the big screen as Pascal Sauvage, Humma Kavula and General Thomas Timms.
",John Malkovich,Bill Bailey,John Malkovich,Mos Def,Javier Bardem
1561,"He has played Miles Massey, Danny Ocean and Captain Charles Bosche.
",George Clooney,George Clooney,Jeremy Davies,Brad Pitt,Matt Damon
1562,"On the big screen, we have seen her as Joanna Eberhart, Grace Margaret Mulligan and Virginia Woolf.
",Nicole Kidman,Meg Ryan,Nicole Kidman,Caroline OConnor,Elisha Curtbert
1563,"This actor has played Sam Dawson, Jimmy Markum and Emmet Ray.
",Sean Penn,Sean Penn,Brad Pitt,Bruce Willis,Kevin Bacon
1564,"We have seen her on the big screen as Erin Brockovich, Maggie Carpenter and Samantha Barzel.
",Julia Roberts,Halle Berry,Tisha Campbell,Vivica A. Fox,Julia Roberts
1565,"One the big screen, he has been known as Lewis Bartholomew, Dave Boyle and Andy Dufresne.
",Tim Robbins,Tim Robbins,Kevin Chapman,Danny Huston,John Rubinstein
1566,"We seen her as Jane Bordeaux, Grace Needham and Mette Gauguin on the big screen.
",Nastassja Kinski,Katie Holmes,Catherine Kwong,Nastassja Kinski,Angelina Jolie
1567,"We know him as  Roger Verbal Kint, Lt. Chris Sabian and Michael Lynch from the big screen.
",Kevin Spacey,Stephen Dillane,Kevin Spacey,Tim Robbins,David Hayman
1568,"He has played Monroe Hutchens, Max Carlyle and Dean Cage.
",Wesley Snipes,Wesley Snipes,David Caruso,Sylvester Stallone,Bob Gunton
1569,"Paris Hilton, one of the four heirs to the Hilton Hotel fortune, is a socialite, fashion model, actor and singer. What is the name of her 19-year-old sister who shares her fame and interests in social life and fashion?
",Nicky Hilton,Nicky Hilton,Samantha Hilton,Sue Hilton,Lily Hilton
1570,"Teen star Hilary Duff, one of the best known pop singers and teen actresses, has what less famous sibling who shares her musical and screen career?
",An older sister,A younger sister,A twin sister,A younger brother,An older sister
1571,"Brothers Liam and Noel Gallagher are the original members of what world-famous British rock band?
",Oasis,The Rolling Stones,Pink Floyd,The Eagles,Oasis
1572,"Which of these popular girl pop groups has siblings for two of its band members?
",All Saints,Spice Girls,M2M,All Saints,Girls Aloud
1573,"Kelly and Jack Osbourne, who rose to fame through the reality TV series The Osbournes, have a sibling named Aimee.
",True,True,False,,
1574,"British pop singers Natasha Bedingfield and Daniel Bedingfield, who entered the Guinness World Record as the only brother and sister to have solo number-ones in UK chart history, started their music careers in their duo called The DNA Algorithm.
",False,True,False,,
1575,"Which of these Academy Award-winning American actors has a little brother that followed his acting career?
",Ben Affleck,Nicolas Cage,Michael Douglas,Ben Affleck,Tom Hanks
1576,"Oklahoma Pop Rock band Hanson, known for the hit song MMMBop, was formed by how many brothers?
",3,3,7,5,1
1577,"Twin sisters Monica and Gabriela Irimia that make up the disco pop duo The Cheeky Girls originally come from which Balkan country?
",Romania,Croatia,Bulgaria,Greece,Romania
1578,"This beauty was often compared to Marilyn Monroe. Her daughter plays Olivia Benson on Law and Order SVU.
",Jayne Mansfield,Rita Hayworth,Mae West,Jayne Mansfield,Kim Novak
1579,"She has a twin whose name starts with an M. They have their own series and starred in many shows such as So little time.
",Ashley,Madison,Ashley,Julia,Candy
1580,"She stars in the MTV show Chaotic.
",Britney Spears,Jessica Simpson,Cher,Kelly Osborne,Britney Spears
1581,"He sang Cry Me A River and his initials are JK.
",False,False,True,,
1582,"What is the name of the celebrity who starred in a hit show on Disney channel?
",Hilary,Ashley,Lindsay,Hilary,Lizze Mcguire
1583,"Originally in Dream Street, he has since had a platinum album called Beautiful Soul.
",Jesse,John,Jesse,Joey,Justin
1584,"See You in Hell
",Grim Reaper,Slayer,Grim Reaper,Overkill,King Diamond
1585,"Surprise--Youre Dead!
",Faith No More,Meshuggah,Sepultura,Faith No More,Twisted Sister
1586,"Cult of Personality
",Living Colour,Enuff Znuff,Faster Pussycat,The Cult,Living Colour
1587,"God Hates Us All
",Slayer,Malevolent Creation,Slayer,King Diamond,Ministry
1588,"Psalm 69
",Ministry,Ministry,Judas Priest,Exodus,Testament
1589,"Close My Eyes Forever
",Both,Both,Ozzy Osbourne,Lita Ford,Neither
1590,"Blood-red Skies; Hellbent for Leather
",Judas Priest,Judas Priest,Pantera,Iron Maiden,Savatage
1591,"Vulgar Display of Power
",Pantera,Sepultura,Pantera,Death,Prong
1592,"The Flight of Icarus; Stranger in a Strange Land; The Rime of the Ancient Mariner; Hallowed be Thy Name
",Iron Maiden,Love/Hate,Bio-Hazard,Iron Maiden,Bang Tango
1593,"Blackout in the Red Room
",Love/Hate,Tesla,Love/Hate,Stone Temple Pilots,Bang Tango
1594,"Adam Sandler took part in what MTV game show?
",Remote Control,Real World/Road Rules Challenge,Remote Control,Singled Out,Lip Service
1595,"Adam Sandler was a cast member on which of these sketch comedy shows?
",Saturday Night Live,MAD TV,Hee Haw,Saturday Night Live,In Living Color
1596,"When Adam Sandler got married in 2003, his beloved bulldog was at the wedding.
",True,False,True,,
1597,"In what movie did Adam Sandler play Paul Wrecking Crewe?
",The Longest Yard,Big Daddy,The Longest Yard,Punch Drunk Love,The Wedding Singer
1598,"In The Wedding Singer, Adam Sandlers character told his ex-fiancee Linda to take off what bands T-shirt before she jinxed it and broke up the band?
",Van Halen,Twisted Sister,Night Ranger,Van Halen,Blue Oyster Cult
1599,"Adam Sandler wrote a song about this popular hot sandwich.
",Sloppy joes,Pizza,Hot ham and cheese,Sloppy joes,Burritos
1600,"What is the name of the production company, founded by Adam Sandler?
",Happy Madison,Meat and Matzo,Billy Gilmore,Forever Farley,Happy Madison
1601,"Which of the following is not mentioned in Adam Sandlers seasonal favorite The Hanukkah Song?
",Burt Reynolds,O.J. Simpson,Captain Kirk,Dinah Shore,Burt Reynolds
1602,"What are the names of Adam Sandlers parents?
",Stan and Judy,Stan and Judy,Simon and Jackie,Sam and Janet,Stuart and Julia
1603,"I played a writer named Jack Torrance, who moves into the Overlook Hotel with his wife (Wendy) and son (Danny). Who am I?
",Jack Nicholson,Michael Douglas,Jack Nicholson,Robert De Niro,Robert Duvall
1604,"I played Monica E. Gellar (a chef) on the sitcom Friends. Who am I?
",Courteney Cox-Arquette,Jennifer Aniston,Courteney Cox-Arquette,None of these,Lisa Kudrow
1605,"I played Rose Nylund from St. Olaf, Minnesota on the sitcom The Golden Girls. I was the quietest one of the four roommates. Who am I?
",Betty White,Betty White,Estelle Getty,Rue McClanahan,Beatrice Arthur
1606,"I played Tootie on the Facts of Life. I was often seen on roller skates. Who am I?
",Kim Fields,Sherrie Krenn,Kim Fields,Mindy Cohn,Nancy McKeon
1607,"I played Chachi (Fonzies cousin) on the sitcom Happy Days. Who am I?
",Scott Baio,Tom Bosley,Scott Baio,Ron Howard,Donny Most
1608,"Gary Coleman played Willis on the sitcom Different Strokes.
",False,True,False,,
1609,"I played Arnie Grape, a handicapped boy in Whats Eating Gilbert Grape? Who am I?
",Leonardo DiCaprio,None of these,Leonardo DiCaprio,Johnny Depp,Matthew Broderick
1610,"Actor Nicolas Cage is a high school drop-out.
",True,True,False,,
1611,"Did Nicolas Cage appear in Fast Times At Ridgemont High?
",Yes,Yes,No,,
1612,"In what time-travel film did Nicolas Cage play Charlie Bodell, lead singer of a high school band?
",Peggy Sue Got Married,Honeymoon In Vegas,Peggy Sue Got Married,The Weather Man,Fast Times At Ridgemont High
1613,"In what movie did Nicolas Cage portray Ben Sanderson, a depressed alcoholic screenwriter?
",Leaving Las Vegas,Honeymoon In Vegas,Viva Las Vegas,Fear and Loathing In Las Vegas,Leaving Las Vegas
1614,"What is the name of Nicolas Cages son born on December 26, 1990?
",Weston,Kal-El,David,Waren,Weston
1615,"Nicolas Cage co-starred in a movie opposite his then-wife, Patricia Arquette.
",True,False,True,,
1616,"What was the name of the character, portrayed by Nicolas cage in The Rock?
",Stanley Goodspeed,Stanley Goodheart,Stanley Godspeed,Stanley Goodspeed,Stanley Godsent
1617,"What was the name Nicolas Cages character in City Of Angels?
",Seth,Gabriel,Michael,Messenger,Seth
1618,"I was born February 28, 1961 in Edmonton, Alberta. My father is Chinese and Scotch-Irish while my mother is African American and Cherokee. My 2nd husband was actor C. Thomas Howell and we divorced in 1990.  Who am I?
",Rae Dawn Chong,Rosario Dawson,Tonya Pinkins,Demi Moore,Rae Dawn Chong
1619,"I was born in 1956 on the island of Cuba and my family immigrated to the United States in 1961. Some of my co-stars on the big screen have been Meg Ryan, George Clooney and Ray Liotta. Who am I?
",Andy Garcia,Benicio Del Toro,Andy Garcia,Freddie Prince Jr.,Antonio Banderas
1620,"I was born in April of 1900 and died just 17 days after the filming of my last movie was completed. Some of my co-stars included Katharine Hepburn, Elizabeth Taylor, Mickey Rooney and Gene Kelly. Who am I?
",Spencer Tracy,Paul Harvey,Humphrey Bogart,Spencer Tracy,Maury Povich
1621,"I was born in 1976 and got my first break in a movie called The Man in The Moon in 1991. Who am I?
",Reese Witherspoon,Blu Cantrell,Reese Witherspoon,Keri Russell,Naomi Watts
1622,"Who are Hilarys Parents?
",Bob and Susan,Bill and Susan,Bill and Sally,Bob and Susan,Bob nad Sally
1623,"Hilary Duffs real hair color is blonde
",False,False,True,,
1624,"Success came to Hilary Duff as she took the role of the starring title character in this  #1 Disney Channel Hit Series.
",Lizzie McGuire,7th Heaven,One Tree Hill,Lizzie McGuire,Even Stevens
1625,"Was Joel Madden, lead singer for Good Charlotte ever Hilary Duffs boyfriend?
",Yes,Yes,No,,
1626,"Which of the following movies did Hilary Duff not play in?
",Undiscovered,The Perfect Man,Undiscovered,Raise Your Voice,The Lizzie McGuire Movie
1627,"Hilary Duff has done charity work for Kids With a Cause.
",True,False,True,,
1628,"In 2005 Hilary Duff starred in a sequel to which 2003 movie of hers?
",Cheaper by the Dozen,The Perfect Man,Raise Your Voice,The Lizzie McGuuire Movie,Cheaper by the Dozen
1629,"Which one of these movies did Zac Efron star in?
",High School Musical,Mean Girls,High School Musical,Take the Lead,Step Up
1630,"Lindsay Lohan starred in Mean Girls.
",True,False,True,,
1631,"Which one of these stars appeared in all of the following movies: Hide and Seek, Dreamer, Nine Lives, The Cat in the Hat, and Uptown Girls?
",Dakota Fanning,Dakota Fanning,Vanessa Ann Hudgens,Lindsay Lohan,Brittany Murphy
1632,"In which of these films did Hilary Duff star?
",All of the Above,Cheaper by the Dozen,All of the Above,Raise your Voice,Material Girls
1633,"Which of the following songs was performed by Paris Hilton?
",Stars Are Blind,Men Are a Bind,Men Are Blind,Stars Are Blind,Stars Go Blue
1634,"Who sang the song Come Back to Me, released in 2006?
",Vanessa Anne Hudgens,Paris Hilton,Hilary Duff,Ashley Tisdale,Vanessa Anne Hudgens
1635,"Tinkerbell is the famous pet of which celebrity?
",Paris Hilton,Lindsay Lohan,Hilary Duff,Fergie,Paris Hilton
1636,"Daniel Radcliffe is the star of what popular movie(s)?
",Harry Potter,Lord of the Rings,Pirates of the Caribbean,Harry Potter,The Hobbit
1637,"Will Smith starred in the sitcom The Fresh Prince of Bel Air.
",True,True,False,,
1638,"What fantasy/adventure movie, starring Edward Speleers, was released in December 2006?
",Eragon,Eragon,Dragon boy,Jurassic Park 4,Quest for Camelot
1639,"Max Born, a German mathematician and physicist who won a Nobel Prize in 1954, was the grandfather of  what pop vocalist?
",Olivia Newton-John,Cyndi Lauper,Billy Joel,Jimmy Buffet,Olivia Newton-John
1640,"TV actor and director Anson Potsie Williams is the nephew of this medical doctor who developed a procedure for drowning rescue and for treating asthma.
",Henry Heimlich,Jack Kevorkian,Benjamin Spock,Henry Heimlich,C. Everett Koop
1641,"D. H. Lawrence, the British author  of  Sons and Lovers,  was married to Frieda Weekley whose cousin gained fame for his heroism during World War I. What was his name?
",Red Baron von Richthofen,Ernest Hemingway,Alvin York,Winthrop Roosevelt,Red Baron von Richthofen
1642,"Her grandfather Frank was not only a high-ranking amateur tennis player who made it to the finals of Wimbledon, but he also co-starred with Mickey Rooney in a 1937 movie.
",Brooke Shields,Brooke Astor,Brooke Shields,Brooke Adams,Brooke Smith
1643,"In 1964, when this celebrity was just a 6-year-old boy, his famous father appeared on the cover of Time magazine because of his renown as a city  planner.
",Kevin Bacon,Kevin Kline,Kevin Rooney,Kevin Smith,Kevin Bacon
1644,"Oscar-winning screenwriter Budd Schulberg, who penned both On the Waterfront  and A Face in the Crowd, is the son of B.P. Schulberg, who ran which Hollywood studio during the 1930s?
",Paramount Pictures,Warner Brothers,Columbia Pictures,Paramount Pictures,RKO
1645,"This American filmmaker was well poised to lampoon British characters since his own father Baron Saling of Essex was a British royal.
",Christopher Guest,Harold Lloyd,Christopher Guest,Charlie Chaplin,Christopher  Lloyd
1646,"This darling of the American TV sitcom world, famous for her role in Seinfeld, is unlikely to have pursued success purely for monetary reasons, since her father was reported to be a billionaire.
",Julia Louis-Dreyfus,Jeanna Elfman,Julia Louis-Dreyfus,Barbara Eden,Audrey Meadows
1647,"Name the American TV and movie comedy star whose father was a prominent New York book editor and whose mother was descended from the Crane plumbing-fixture family.
",Chevy Chase,Chevy Chase,Goldie Hawn,Gilda Radner,Dan Ackroyd
1648,"After hitting 58 home runs for the Detroit Tigers in 1938, slugger Hank Greenberg made a huge hit with a major department-store owner in 1946 when he married his daughter, Caral. What was the name of the department-store chain?
",Gimbels,Macys,Filenes,Wal-Mart,Gimbels
1649,"Stiller played a record company owner  named Jay Rose . Can you name this Ben Stiller movie?
",The Suburbans,The Suburbans,Pauly Shore Is Dead,Run Ronnie Run,The Independent
1650,"Which one of these friendly actresses once held a job as a telemarketer?
",Jennifer Aniston,Lisa Kudrow,Jennifer Aniston,Courtney Cox - Arquette,Maggie Wheeler
1651,"Which of these occupations did Caryn Elaine Johnson fill, prior to becoming famous as the ubiquitous Whoopi Goldberg?
",All of these,Funeral Parlor Employee,"Actress in short lived TV series, entitled Baghdad Cafe.",All of these,Brick Mason
1652,"Which famous actor got fired from his job as a waiter in a restaurant, after consuming 6 steaks in one night for his dinner?
",Dustin Hoffman,Tom Hanks,Jon Voight,Clint Eastwood,Dustin Hoffman
1653,"Which of the following actors is also a lawyer, and was once a U.S. Senator?
",Fred Thompson,Martin Sheen,Martin Short,Fred Thompson,Ronald Reagan
1654,"Prior to becoming a well known actress,  what was one of the ways Camryn Mannheim, of  The Practice  earned a living?
",As a Babysitter,As a Meter Maid,As a Food Technician,As a Landscape Designer,As a Babysitter
1655,"You need a home Exterminator, so you call a service, and a guy shows up to do the job.  What famous actor do you suppose was in your basement, hunting up pests and rodents?
",Warren Beatty,Tom Cruise,Russell Crowe,Gene Hackman,Warren Beatty
1656,"Actress Calista Flockhart once worked as an Aerobics Instructor.
",True,True,False,,
1657,"Which famous actor once considered a career as a Roman Catholic priest, prior to following the acting muse?
",Tom Cruise,Ice T,Daniel Day - Lewis,Kiefer Sutherland,Tom Cruise
1658,"What job did Madonna hold, soon after her arrival in New York City?
",Cashier at Dunkin Donuts,Cashier at Dunkin Donuts,Transit Worker,Theater Usher,Bookkeeper
1659,"Tom adopted Isabella and Connor while married to this actress.
",Nicole Kidman,Nicole Kidman,Penélope Cruz,Katie Holmes,Mimi Rogers
1660,"This is where Tom proposed to Katie Holmes in June 2005.
",The Eiffel Tower,The Chinese Wall,The Eiffel Tower,Empire State Building,Bali
1661,"In this 1986  movie Tom Cruise performed all his billiards shots except one, where he had to jump two balls to sink another. The director wanted him to learn this trick but it would have taken a couple of days, thus costing thousands of dollars extra.
",The Color of Money,The Color of Money,Far and Away,Mission: Impossible,Collateral
1662,"This is the number of schools he attended while a  teenager.
",15,15,25,20,10
1663,"This is Tom Cruises film with the greatest number of errors, 109.
",Top Gun,Top Gun,Vanilla Sky,Eyes Wide Shut,Mission: Impossible
1664,"The original title of this movie was a translation of its Spanish version, namely Open Your Eyes. The director, Cameron Crowe, wanted to give this films name to another movie of his - Almost Famous.
",Vanilla Sky,Jerry Maguire,Cocktail,Days of Thunder,Vanilla Sky
1665,"In this movie a real sword was used as the fake one broke in the sequence. In one scene the sword came within an inch of Toms neck.
",The Last Samurai,The Last Samurai,Jerry Maguire,Far and Away,Risky Business
1666,"Tom caused a big stir among the medical society when he declared that his dyslexia was cured with the help of this new religion.
",Scientology,Buddhism,Scientology,Shintoism,Kabbalah
1667,"In 1996, he became the first actor in history to star in five consecutive films that grossed $100 million in USA.  The films were A Few Good Men (1992), The Firm (1993), Interview with the Vampire (1994), Mission: Impossible (1996) and this 1996 movie.
",Jerry Maguire,Born on the Fourth of July,Eyes Wide Shut,Vanilla Sky,Jerry Maguire
1668,"Arnold Alois Schwarzenegger was born in Thal, Austria on 30 July in the same year Carlos Santana was born. Which year?
",1947,1960,1957,1945,1947
1669,"The parents of Arnold - Gustav Schwarzenegger and Aurelia Jadrny, were persecuted by the Nazi party.
",False,False,True,,
1670,"Schwarzenegger first became famous as a bodybuilder. He won the titles of Junior Mr. Europe, Mr. World, IFBB Mr. Universe, NABBA Mr. Universe (four times), and Mr. Olympia (seven times). What was the moniker that he earned?
",The Austrian Oak,The Aryan Oak,The Winner,The European Bull,The Austrian Oak
1671,"In 1986, Arnold Schwarzenegger married the actress Brigitte Nielsen.
",False,True,False,,
1672,"Arnold Schwarzenegger worked in the United Kingdom for a while, before he moved to the US in this year. He had only $20 in his pocket and could not speak English very well.
",1968,1968,1975,1960,1983
1673,"The fact that Arnold Schwarzenegger used anabolic steroids is well-known. He admitted and clarified that he used them for this purpose.
",Muscle maintenance,Muscle maintenance,Losing weight,Muscle growth,Curing his heart problems
1674,"After a long career as a professional bodybuilder, Arnold began to pursue a career as an actor. His first movie appearance was in Conan the Barbarian.
",False,False,True,,
1675,"Arnold Schwarzenegger and Danny De Vito played together in this movie. Their characters were brothers, raised separately at different locations, not knowing about each other.
",Twins (1988),Red Heat (1988),Twins (1988),The Running Man (1987),Junior (1994)
1676,"Schwarzenegger has been a Republican ever since he came to the US. In 2003 he became the Governor of California, serving the remainder of this mans term.
",Gray Davis,Peter Pilz,Gray Davis,Pete Wilson,Cruz Bustamante
1677,"In 1992, Arnold Schwarzenegger became the first owner of a Hummer vehicle manufactured for civilian use (this is true). The original Hummer was so large, that it was classified as a large truck.
",True,False,True,,
1678,"When was actor Tom Hanks born?
","July 9, 1956","June 14, 1948","July 9, 1956","December 8, 1951","August 4, 1960"
1679,"Where was Tom Hanks born?
","Concord, California USA","Toronto, Canada","Kiev, Ukraine","Sacramento, California USA","Concord, California USA"
1680,"What city did Tom Hanks move to in 1978?
","New York City, New York","Boston, Massachusetts","New York City, New York","Minneapolis, Minnesota","Seattle, Washington"
1681,"What real life detective did Tom Hanks portray in the 2002 film Catch Me If You Can?
",Carl Hanratty,Carl Hanratty,Frank Bignale Sr.,Jack Barnes,Roger Strong
1682,"In the movie Forrest Gump, how many presidents does Forrest meet?
",3,4,3,1,5
1683,"In which of these movie pairs did Gart Sinise co-star with Tom Hanks?
",Forrest Gump and Apollo 13,Forrest Gump and Apollo 13,Philadelphia and Big,Apollo 13 and Splash,Big and Forrest Gump
1684,"When did Tom Hanks win back-to-back Academy Awards for best actor?
",1993 and 1994,1993 and 1994,1994 and 1995,1992 and 1993,1990 and 1991
1685,"Who was Tom Hanks running partner for The Bad Haircut Party?
",Conan OBrien,Conan OBrien,David Letterman,Craig Ferguson,Jay Leno
1686,"How is actor Tom Hanks probably related to Abraham Lincoln?
","third cousin, four times removed","third cousin, four times removed","cousin, twice removed",great nephew,great great grandson
1687,"Who did Tom Hanks portray in the 1995 film Apollo 13?
",Jim Lovell,Gene Kranz,Buzz Aldrin,Jim Lovell,Pete Conrad
1688,"American comedian, actor and writer, Steve Martin was born in Waco, Texas in what year?
",1945,1935,1945,1947,1955
1689,"Actor and comedian Steve Martin attended which two educational institutions?
","Santa Ana College and California State University, Long Beach","Santa Ana College and California State University, Long Beach",Santa Ana College and UCLA,USC and Santa Ana College,Santa Ana College and USC
1690,"In 1969, Steve Martin received an Emmy Award in what category?
",Writing,Best Supporting Actor in a Comedy Special,Best Supporting Actor in a Comedy Series,Producing,Writing
1691,"Steve Martins film debut, in the short movie The Absent-Minded Waiter was in what year?
",1977,1987,1967,1980,1977
1692,"In 1979, Steve Martin wrote and starred in his first full-length movie, named what?
",The Jerk,Bringing Down the House,The Spanish Prisoner,The Jerk,Shopgirl
1693,"Steve Martin made his first appearance on The Tonight Show, hosted by Johny Carson, in what year?
",1972,1972,1970,1968,1971
1694,"This album, which in 1977 won the Grammy Award for Best Comedy Album, was Steve Martins first.
",Lets Get Small,Lets Get Small,Introducing Steve Martin,A Wild and Crazy Guy,Excuse Me!
1695,"This 1986 comedy western file was written by Steve Martin and Lorne Michaels.
",Three Amigos!,The Jerk,Dead Men Dont Wear Plaid,Three Amigos!,All of Me
1696,"This 1991 movie, directed by Mick Jackson, tells the story of weatherman Harris K. Telemacher, portrayed by Steve Martin.
",L.A. Story,L.A. Story,Grand Canyon,Pennies From Heaven,The Out of Towners
1697,"This play, set on October 8, 1904, was written by Steve Martin in 1994.
",Picasso at the Lapin Agile,Picasso at the Lapin Agile,The Tempest,The Sleeping Prince,Saved
1698,"Jack Nicholsons first academy award nomination came for portraying a southern lawyer in the film Easy Rider.
",True,True,False,,
1699,"Jack Nicholson holds the record for number of acting academy award nominations received in the history of cinema.
",False,False,True,,
1700,"Which actress did not appear with Jack Nicholson in the film The Witches of Eastwick?
",Jessica Lange,Michelle Phiffer,Jessica Lange,Susan Sarandon,Cher
1701,"Which of the following is not an academy award winning character portrayed by Jack Nicholson?
",Jack Torrance,Melvin Udall,Garrett Breedlove,Randle P. McMurphy,Jack Torrance
1702,"What kind of character did Jack Nicholson portray in the movie Terms of Endearment?
",A retired astronaut,A fired C.E.O. of an Electronics company,A retired astronaut,A fired cattle rancher,A retired banker
1703,"In the film The Last Detail Jack Nicholsons character works in the oil fields, but is really an accomplished pianist.
",False,True,False,,
1704,"With 3 of Jack Nicholson Oscar wins, his female costar in the respective movie has also won an Oscar.
",True,False,True,,
1705,"Which of these performers has Jack Nicholson not appeared in a movie with?
",Paul Newman,Marlon Brando,Barbara Streisand,Robert DeNiro,Paul Newman
1706,"You cant handle the truth. is a famous Jack Nicholson quote from what movie?
",A Few Good Men,A Few Good Men,The Last Detail,Ironweed,The King of Marvin Gardens
1707,"Which of these movies did Jack Nicholson not appear in?
",The Score,Broadcast News,The Score,The Fortune,Tommy
1708,"Where does he get all those wonderful toys? is a quote from what Jack Nicholson film?
",Batman,Anger Management,The Shinning,Batman,The King of Marvin Gardens
1709,"In The Raven, Jack Nicholson gets to perform with Boris Karloff and Vincent Price, and Peter Lorre.
",True,True,False,,
1710,"What 1958 movie marked Jack Nicholsons debut as an actor?
",The Cry Baby Killer,Little Shop of Horrors,Psych Out,The Shooting,The Cry Baby Killer
1711,"On July 2nd 1986, Lindsay Morgan Lohan was born to  Dina and Michael Lohan in New York City, New York. She was then raised in this town.
","Cold Spring Harbor, New York","Saginaw City, Michigan","Elbridge, New York","Newburgh, New York","Cold Spring Harbor, New York"
1712,"Lindsay began her career at this age, as a model of Ford Academy. Finding work as a child model was rather difficult at first, because her auburn hair and freckled face werent very popular.
",3,2,3,5,4
1713,"In a 2004 movie, Lindsay Lohan played a girl who lived in Africa for her first 15 years. Suddenly, she has to learn what high school in the U.S. means and how to survive it (this is true). The movie was a Disney production.
",False,False,True,,
1714,"In this non-musical MTV show, a practical joke was played on Lindsay Lohan- the show crew made her believe that a vehicle had been stolen. Can you remember the name of the show?
",Punkd,Punkd,Boiling Point,Diary,Direct Effect
1715,"Lindsay entered the world of pop music when she signed a five-album production deal with Emilio Estefan in 2002. In 2003, she performed this song for the Freaky Friday soundtrack.
",Ultimate,Happy Together,Ultimate,I Wonder,Backstage
1716,"In 2004 Lindsay Lohan dated the actor Wilmer Valderrama.
",True,False,True,,
1717,"Lohan signed a recording contract with Casablanca Records in 2004, and her debut album was released on 7th of December of the same year.  What was the name of the album?
",Speak,Speak,Over,First,Rumors
1718,"Lindsay Lohan has played in one of the movies in the Herbie series- Herbie: Fully Loaded. What was the name of her character in the movie?
",Maggie Peyton,Charisma,Maggie Peyton,Sally,Mary Elizabeth Cep/Lola
1719,"Lindsay is involved in many charity organisations and projects, such as The Carol M. Baldwin Breast Cancer Foundation, Save the Children and The United Cerebral Palsy Association. She also has her own charity organisation, called this.
",Dream Come True,Dream Come True,For The Children,Abolish Slavery - Soon,Distressed Celebrities
1720,"Lindsay has three younger siblings- Michael, Dakota and this girl.
",Aliana,Aliana,Kate,Dina,Allison
1721,"They called her this, because her body shape bears resemblance to it.
",La Guitarra,La Guitarra,The Pear,Coca Cola,La Piovra
1722,"She started taking dancing and singing lessons at this age.
",5,12,2,5,15
1723,"Before becoming a star Jennifer did work with this celebrity.
",Janet Jackson,Latoya Jackson,Madonna,Janet Jackson,Aretha Franklyn
1724,"For her part in Selena Jennifer was paid this sum.
",$1 million,$1 million,$2 million,$3 million,$4 million
1725,"Jennifer Lopez was born there.
","Bronx, New York","Bronx, New York","Rio De Janeiro, Brazil","Mexico City, Mexico","Los Angeles, California"
1726,"This is the name of Jennifers own line of perfume.
",Glow,Sparkle,Flash,Twinkle,Glow
1727,"She does not drink this.
",Alcohol,Soda pop,Coca Cola,Alcohol,Natural juices
1728,"For her role in Gigli Jennifer won Razie for this.
",Worst actress,Best kiss,Best actress,Worst actress,Best debut
1729,"Lopez attended this kind of high-school.
",All-girl high school,Minorities-only high school,Catholic high school,Mixed high school,All-girl high school
1730,"In 2001 Jennifer Lopez was ranked this in FHMs 100 Sexiest Women list.
",# 1,# 4,# 1,# 2,# 3
1731,"What is the name of Tom Hanks character in the movie The Green Mile?
",Paul Edgecomb,Paul Edgecomb,Rick Gasko,Ray Petersen,Chuck Noland
1732,"What is the name of Tom Hanks character is the movie The Burbs?
",Ray Petersen,Sam Baldwin,Ray Petersen,Allen Bauer,Joe Banks
1733,"What is the name of the character played by Tom Hanks in the movie Castaway?
",Chuck Noland,Carl Hanratty,Jimmy Dugan,Chuck Noland,Paul Edgecomb
1734,"What is the name of Tom Hanks character in the movie Sleepless in Seattle?
",Sam Baldwin,Walter Fielding Jr.,Sam Baldwin,Allen Bauer,Rick Gasko
1735,"What is the name of the character portrayed by Tom Hanks in the movie Splash?
",Allen Bauer,Allen Bauer,Joe Banks,Rick Gasko,Walter Fielding Jr.
1736,"What is the name of Tom Hanks character in the movie A League of Their Own?
",Jimmy Dugan,Carl Hanratty,Ray Petersen,Chuck Noland,Jimmy Dugan
1737,"What is the name of the character played by Tom Hanks in the movie Bachelor Party?
",Rick Gasko,Allen Bauer,Paul Edgecomb,Sam Baldwin,Rick Gasko
1738,"What is the name of Tom Hanks character in the movie The Money Pit?
",Walter Fielding Jr.,Joe Banks,Carl Hanratty,Sam Baldwin,Walter Fielding Jr.
1739,"What is the name of Tom Hanks character in the movie Catch Me If You Can?
",Carl Hanratty,Allen Bauer,Carl Hanratty,Jimmy Dugan,Paul Edgecomb
1740,"What is the name of the character played by Tom Hanks in the movie Joe Versus the Volcano?
",Joe Banks,Joe Banks,Walter Fielding Jr.,Allen Bauer,Sam Baldwin
1741,"Which American actress was banned from The Philippines in September 1998?
",Claire Danes,Claire Danes,Kirsten Dunst,Maggie Gyllenhaal,Sarah Jessica Parker
1742,"Which actress played the younger sister in 1999s 10 Things I Hate About You?
",Larisa  Oleynik,Gabrielle Union,Julia Stiles,Larisa  Oleynik,Michelle Williams
1743,"Which actress was the first choice for â€œRose from the 1997 hit â€œTitanic?
",Claire Danes,Kate Winslet,Claire Danes,Cate Blanchett,Rose McGowan
