,Questions,Correct,A,B,C,D
1792,"This great inventor loved the number three and would only stay in hotel rooms with a number divisible by three.
",N. Tesla,T .A. Edison,E. Howe,N. Tesla,M. E. Knight
1793,"In terms of ratings, this was the top TV show in the USA for the summer of 2008.
",Americas Got Talent,Fringe,Dancing With the Stars,Americas Got Talent,Monk
1794,"In 1856 the US Army formed the U.S. Army Camel Corps.
",True,False,True,,
1795,"In September 2008 a new, very large prime number was found. Approximately how many digits does it have?
","Over 10,000","Between 6,00 and 8,000","Over 10,000",Between 5000 and 6000,"Between 8,00 and 10,000"
1796,"What was invented by Levi Spear Parmly?
",Dental floss,The jet engine,Dental floss,Blue Ray discs,The QWERTYU keyboard
1797,"The Olivieri brothers, Pat and Harry, are given credit  for inventing this in 1933.
",The Philly cheesesteak,The Philly cheesesteak,Dental floss,The jet engine,The McDonald quarter-pounder
1798,"This town in Illinois became the site of the first Dairy Queen in 1940. It is the hometown of singer Lionel Richie, basketball star George Mikan, and actors Mercedes McCambridge and Anthony Rapp. It is also home to a famous federal prison.
",Joliet,Joliet,Ganamorra,Chicago,Springfield
1799,"Eight years before George Washington was elected  President of the USA, this politician was appointed President of the United States by the Continental Congress.
",Thomas McKean,Thomas McKean,Harry Lightfoot Lee,Samuel Adams,John Hancock
1800,"This European country is divided into three districts, 12 cantons, and 116 communes.
",Luxembourg,Belgium,Andorra,Luxembourg,Switzerland
1801,"Which of these came first?
",Knotts Berry Farm,Busch Gardens,Freedomland,Disneyland,Knotts Berry Farm
1802,"This day in April is celebrated as Earth Day in many countries.
",22,31,22,12,2
1803,"What character attacked nurse Ratched, the main antagonist of the novel One Flew Over the Cuckoos Nest, and nearly choked her to death?
",Randle McMurphy,Billy Bibbitt,Randle McMurphy,Chief Bromden,Charles Cheswick
1804,"In this novel, set during WWII, Sue Ann Duckett is one of the ward nurses in the hospital where Yossarian gets treated, and later starts a relationship with him.
",Catch-22,Slaughterhouse-Five,Catch-22,One Flew Over the Cuckoos Nest,Cats Cradle
1805,"What actress portrayed Hana, the French-Canadian nurse who looked after a critically burned man in the Oscar-winning movie The English Patient?
",Juliette Binoche,Kristin Scott Thomas,Catherine Deneuve,Juliette Binoche,Audrey Tautou
1806,"What song by The Beatles, recorded during the Sgt. Pepper sessions, contains the lyrics: 
",hind the shelter in the middle of a roundabout ,e pretty nurse is selling poppies from a tray?,Penny Lane,Help!,Strawberry Fields Forever
1807,"In this drama film, Penelope Cruz character, Mia, trains to be a nurse and is anxious to join the anti-fascist forces during the Spanish Civil War.
",Head in the Clouds,All About My Mother,Vicky Cristina Barcelona,Head in the Clouds,Vanilla Sky
1808,"In the 2001 movie Pearl Harbor, Kate Beckinsales character, Nurse Lt. Evelyn Johnson, is pregnant with a child whose father, Danny (Josh Hartnett) did not survive what event of WWII?
",the Doolittle Raid,the attack on Pearl Harbor,D-Day,Operation Barbarossa,the Doolittle Raid
1809,"Who did Allie Hamilton meet while working as a nurse in the 2004 romance film The Notebook?
",her future fiance Lon Hammond,her old flame Noah Calhoun,her future fiance Lon Hammond,none of these,her future fiance and eventual husband Lon Hammond
1810,"What is the name of the nurse in the 2000 comedy film Meet the Parents and its 2004 sequel Meet the Fockers?
",Gaylord Focker,Rozalin Focker,Pam Byrnes,Gaylord Focker,Dina Byrnes
1811,"This novel by Ernest Hemingway, set during World War I, is told through the point of view of Lieutenant Frederic Henry who falls in love with nurse Catherine Barkley.
",A Farewell to Arms,The Sun Also Rises,The Snows of Kilimanjaro,For Whom the Bell Tolls,A Farewell to Arms
1812,"What was the name of the nurse, portrayed by Julianna Margulies, who attempted suicide in the first season of ER?
",Carol Hathaway,Malik McGrath,Wendy Goldman,Lily Jarvik,Carol Hathaway
1813,"This duo was formed by Roland Orzabel and Curt Smith in the early 1980s. Their songs Shout and Everybody Wants to Rule the World both hit #1on the US Pop Charts.
",Tears for Fears,Tears for Fears,Dire Straits,Graduate,Air Supply
1814,"What is true about President Bill Clintons official portrait?
",It is the first official Presidential portrait painted by an African-American.,He is portrayed as being right-handed instead of left-handed.,It is the first official Presidential portrait painted by an African-American.,It is the first official Presidential portrait  not painted by an American citizen.,It is the first official Presidential portrait that had to be redone because of mistakes.
1815,"This great American literary work was intended to be both a novella and a play. It has been made into a full-length movie at least three times. It hits on themes of mental illness, prejudice, loneliness and brutality. It revolves around two friends named  George and Lennie. What is its title?
",Of Mice and Men,Of Mice and Men,To Kill a Mockingbird,In Cold Blood,The Grapes of Wrath
1816,"In 1995 this person addressed the UN General Assembly in English, French, Spanish, Arabic, Chinese  and Russian.
",Pope John Paul II,Mother Teresa,Yuri Andropov,Fidel Castro,Pope John Paul II
1817,"Audrey Hepburn, Jean-Claude Van Damme, Django Reinhardt, Toots Thielemans, and Adolphe Sax were all born in this country.
",Belgium,Luxembourg,Belgium,France,The Netherlands
1818,"In what year did the first brown supermarket grocery bag appear?
",1871,1903,1915,1911,1871
1819,"This astronaut claimed he was the first man to wet his pants on the moon.
",Buzz Aldrin,Buzz Aldrin,Gus Grissom,Neil Armstrong,Chuck Rollands
1820,"Which of these was invented by O. Mumford Scott?
",Inexpensive weed-free grass seed,Disposable razors,The electric car,Vaseline,Inexpensive weed-free grass seed
1821,"When was the first stick antiperspirant patented?
",1888,1942,1919,1951,1888
1822,"The first painting to sell for more than $100,000,00 was painted by this artist.
",Picasso,Degas,Picasso,Velasquez,Van Gough
1823,"Which one of these people was nicknamed The Iron Butterfly?
",Imelda Marcos,Indira Gandhi,Margaret Thatcher,Imelda Marcos,Bella Abzug
1824,"Which of these women was nicknamed The Iron Lady?
",Margaret Thatcher,Margaret Thatcher,Indira Gandhi,Imelda Marcos,Mother Teresa
1825,"She was called The Swedish Nightingale.
",Jenny Lind,Ingrid Bergmann,Jenny Lind,Bjork,Agnetha Faltskog
1826,"Which of these magazines came first?
",Boys Life,Highlights for Children,Playboy,Discover,Boys Life
1827,"What was MKULTRA?
",The code name for a secret CIA mind control project,The code name for a secret CIA mind control project,"The code name for Germanys invasion of Poland, setting off World War II",The code name for the secret USA/British coding/decoding device used in Operation Overlord,The code name for the first American action in Operation Iraqi Freedom
1828,"This novel told the story of two families, the Hamiltons and the Trasks, living in the Salinas Valley in California.  It is loosely based on Biblical stories.
",East of Eden,East of Eden,My Brothers Keeper,The Tree of Life,The Caine Mutiny
1829,"William McCord has a star on the Hollywood Walk of Fame. He appeared in the movie The Adventures of Buckaroo Banzai and the soap opera Days of Our Lives. With which singing group did he have his biggest hit?
",Billy Vera and the Beaters,Billy Vera and the Beaters,The Remains,Dion and the Belmonts,The Hollies
1830,"What was the first childrens book to be number one on the New York Times Best Seller list?
",Harry Potter and the Goblet of Fire,Madeline,Green Eggs and Ham,Goodnight Moon,Harry Potter and the Goblet of Fire
1831,"My source of income is from an inheritance and the Defense industry. Im worth $6.5 billion and first appeared in comic books in 1939.
",Bruce Wayne,Bruce Wayne,Lex Luther,Tony Starks,Peter Parker
1832,"Coming in at #7 on the Forbes List, worth an estimated $7.2 billion, this 70-year-old fictional character got his money from an inheritance and invested it in media and steel. One of his children is married to the hapless Peter Griffin.
",Carter Pewterschmidt,Steven Jobs,Carter Pewterschmidt,Ted Turner,Montgomery Burns
1833,"This unit of length, used mostly for maritime and aviation purposes, measures exactly 1.852 km (1.150779 miles).
",Nautical mile,Furlong,Parsec,Angstrom,Nautical mile
1834,"What do these five countries have in common: Nicaragua, the Philippines, Bolivia, Liechtenstein, Saudi Arabia?
",They are all named after historic personalities,They are all located at an altitude above 1400 km.,They are the only producers of zirconium,They are all named after historic personalities,They all use the US dollar as their unit of currency
1835,"This American writer and teacher became the first woman US Senator, although she occupied the position for only one day.
",Rebecca Latimer Felton,Jeanne  Rankin,Hatie Caraway,Rebecca Latimer Felton,Nellie  Taylor Rose
1836,"Which collective noun denotes a group of storks?
",a mustering,a rafter,a mustering,a smack,a flight
1837,"This is an uncommon English word deriving from the Yiddish word for to drag and means to move something from one place to another with difficulties.
",Schlep,Kibbitz,Glitch,Schlep,Maven
1838,"What is the next number in the following sequence, having in mind that it is related to positive integers: 1, 0.5, 0.333, 0.25, 0.2, 0.166, 0.142?
",0.125,0.190,0.125,0.314,0.100
1839,"The English language has quite a variety of words for the babies of different animals. What is the proper word for a baby swan?
",Sygnet,Weaner,Keet,Sygnet,Chick
1840,"Which of these characters created by French writer Alexandre Dumas is not correctly matched with the novel?
",GÃ©rard de Villefort - Twenty Years After,GÃ©rard de Villefort - Twenty Years After,Milady de Winter - The Three Musketeers,DArtagnan - Twenty Years After,La Mole - Queen Margot
1841,"Alexander Graham Bell, known as the inventor of the telephone, is also credited with the invention of this device, which was first used after the assassination of President James Garfield.
",metal detector,metal detector,phonograph,audiometer,air conditioning
1842,"Which statement is not true about political philosopher and economist Alexander Hamilton.
",He was United States Secretary of the Treasury under Abraham Lincoln.,He died in a duel.,He served in the American Revolutionary War.,He was United States Secretary of the Treasury under Abraham Lincoln.,He was one of the Founding Fathers.
1843,"Fashion designer Alexander McQueen, known as the hooligan of English fashion, succeeded John Galliano as head designer at this French fashion house.
",Givenchy,Chanel,Christian Lacroix,Dolce  Gabbana,Givenchy
1844,"What famous Greek philosopher tutored Alexander the Great and stimulated his interest in science, medicine, philosophy and literature?
",Aristotle,Plato,Socrates,Aristotle,Epicurus
1845,"Which of these characters portrayed by actor Alec Baldwin was not a real life person?
",Jack Ryan (The Hunt for Red October),Jimmy Swaggart (Great Balls of Fire!),James Doolittle (Pearl Harbor),Juan Trippe (The Aviator),Jack Ryan (The Hunt for Red October)
1846,"In 1986, Sir Alex Ferguson became manager of this English Premier League soccer club, nicknamed The Red Devils.
",Manchester United,Chelsea,Aston Villa,Manchester United,Blackburn Rovers
1847,"What author is not correctly matched with the literary work he created?
",Alan Alexander Milne - The Wonderful Wizard of Oz,Alexander Pushkin - Eugene Onegin,Alan Alexander Milne - The Wonderful Wizard of Oz,Alexander Pope - The Rape of the Lock,"Alexandre Dumas, pÃ¨re - The Count of Monte Cristo"
1848,"For which of these achievements did Sir Alexander Flemming win the Nobel Prize in Physiology or Medicine in 1945?
",the discovery of penicillin,the discovery of penicillin,the discovery of the enzyme lysozyme,the introduction of the smallpox vaccine,developing a process which slows microbial growth in foods
1849,"Baseball player Alexander Rodriguez, who became the youngest player ever to hit 500 home runs, started his professional career with this team.
",Seattle Mariners,Seattle Mariners,New York Yankees,Detroit Tigers,Texas Rangers
1850,"In the context of construction, how long is a 2d nail?
",1 inch,1 foot,20 cm,1 cm,1 inch
1851,"Which statement below, concerning even numbers, is true?
",There are no even irrational numbers,There are no even irrational numbers,There are no even cardinal numbers,There are no even prime numbers,There are no even perfect numbers
1852,"What do we call a horizontal beam used usually for support and walling over a window?
",Lintel,Purlin,Lintel,Screed,Kerf
1853,"Who did Time magazine name as â€œPerson of the Year for 2006?
",The Internet user,Nancy Pelosi,Jong Il Kim,Bill Gates,The Internet user
1854,"His brother was boxing heavyweight champ. He fought Tyson for the heavyweight title, but lost in an early round KO.  Who was he?
",Michal Spinks,Michal Spinks,Steve Norton,Johnny Fullmer,Danny Lewis
1855,"This President was accused of fathering a child in a cloak room of the White House.
",Harding,Harding,Grant,Jefferson,Van Buren
1856,"Which of these words means someone who believes the self is the most important thing ?
",Egoist,Egoist,Narcissist,A person with OCD,Egotist
1857,"This composer hired cliquers to boo his sons early works at their premier. Eventually, the popularity of his sons works overcame the insults of the father and his stooges. Name the father.
",Johann  Strauss,Johann  Strauss,Johannes Brahms,Johan Sebastian Bach,Franz Lizst
1858,"What is the street in New York City, famous for jewels and jewelry?
",47th street,Madison Avenue,47th street,51st street,Park Avenue
1859,"In the world of design and construction, what is Zodiaq?
",A material used for countertops,A material for improving safety glass,An underlayer for granite,A product for wall insulation,A material used for countertops
1860,"In what century was the word pink used for the first time?
",17th century,18th century,16th century,19th century,17th century
1861,"When is the expression seeing pink elephants most often used?
",when people are drunk,when you are dizzy,when you see a ghost,when people are drunk,when going to sleep
1862,"Pink is a song by Guns N Roses.
",False,True,False,,
1863,"Is the Pink Cadillac the trademark of Mary Kay beauty products?
",Yes,Yes,No,,
1864,"Pink is the color of what ribbon?
",Breast Cancer Awareness ribbon,AIDS Awareness ribbon,Ovarian Cancer Awareness ribbon,Breast Cancer Awareness ribbon,Tuberculosis Awareness ribbon
1865,"Pink is a line of lingerie by Victorias Secret.
",False,False,True,,
1866,"Which of the following is the Latin word for pink?
",Roseus,Pinkueta,Rosa,Roseus,Pinky
1867,"Which city has a Pink Line rail service?
",Chicago,Chicago,Denver,Atlanta,Washington DC
1868,"What fashion designer popularized the color known as shocking pink?
",Elsa Schiaparelli,CoCo Chanel,Elsa Schiaparelli,Issey Miyake,Vivienne Westwood
1869,"In Thailand, pink is associated with what day of the week?
",Tuesday,Wednesday,Tuesday,Saturday,Friday
1870,"Finish this line from the pirate freecreditreport.com commercial: They say a man should always. . .
",dress for the job he wants,bless corn on the cob he wants,make a mess in the mob he haunts,dress for the job he wins,dress for the job he wants
1871,"In the pirate freecreditreport.com ad, who stole the mans identity?
",a hacker,a hacker,the Packers,a Quaker,a slacker
1872,"Which two kinds of vehicles does the singer want to buy in the new car freecreditreport.com commercial?
",a convertible and an SUV,a Hummer and a scooter,a Tesla and a Versa,a convertible and an SUV,a Lexus and a Harley
1873,"In the new car freecreditreport.com commercial, instead of looking fly and rolling phat, what happens when the boys drive their new car?
",legs are sticking to the vinyl and the posses getting laughed at,legs are sticking to the vinyl and the posses getting laughed at,Megs slicker than vinyl and my boss is getting laid back,pegs are stickin to a rhino and the boss is getting flat,legs are feelin like a rhino and the mosss betting last
1874,"Where do the lead singer and his wife live in one of the freecreditreport.com ads?
",in the basement of her mom and dads,at a traveling Renaissance Faire,a pleasant suburb,in the back of a fish n chips restaurant,in the basement of her mom and dads
1875,"Why couldnt the couple get a loan for a respectable home in one of the freecreditreport.com commercials?
",She defaulted on some old credit card.,She defaulted on some old credit card.,Some punk opened a credit card in her name.,He had a poor credit score.,His credit was whack.
1876,"In one of the freecreditreport.com commercials the boys are at the Renaissance Faire. How was the lead singer feeling at the beginning of the song?
",depressed,impressed,incensed,depressed,regressed
1877,"What color are the tights the lead singer is wearing in one of the freecreditreport.com commercials?
",green,yellow,brown,blue,green
1878,"In one of the freecreditreport.com commercials, the singers relegated to riding a bicycle for transportation. How is the singer rolling in this ad?
",eco-friendly,eco-friendly,loaded,life friendly,phat
1879,"What three things do rock stars get to have according to a freecreditreport.com commercial?
","champagne, caviar, exotic cars","champagn, credit cards, exotic cards","cramping, Viagra, little scars","champagne, caviar, exotic cars","campaigns, caviar, cattle cars"
1880,"Who was the first player selected by the Dallas Cowboys in the football draft?
",Bob Lilly,Bedford Wynne,Bob Lilly,Abner Haynes,Don Meredith
1881,"This famous song was written about a love letter to a girl named Wendy. The writer loves her, but just has to get out of town.  What is the name of the song?
",Born to Run,Born to Run,The Letter,Love on the Rocks,The Streets of This Town
1882,"Which of these countries does not border Georgia?
",Belarus,Armenia,Belarus,Azerbaijain,Turkey
1883,"He is a very popular American entertainer.  His wife, Compton Maalak, operates a full service non-profit salon giving free services to women trying to get off welfare and going into jobs.  He was in Beverly Hills Cop IIâ€ and voiced a role in Madagascar. Who is he?
",Chris Rock,Will Smith,Tommy  Tiny  LIster,Eddie Murphy,Chris Rock
1884,"The 1927 movie Wings was the first winner of the Best Picture Oscar. Which of these actors was in it?
",Gary Cooper,Ray Milland,Gary Cooper,Brian Donleavy,Charlie Chaplin
1885,"What is the common between the years 1914, 1918, 1935, 1940, 1941, 1942 and 1943?
",In these years no received a Nobel Prize in Literature.,"In these years, there was no Dali Lama.",In these years no received a Nobel Prize in Literature.,"In these years there, Republican and Democratic Parties each had exactly 50 votes in the US Senate.",In those years an extra 1second was added to the year to make the solar year correct.
1886,"It is generally accepted that paper money was invented in this nation.
",China,India,The Netherlands,Japan,China
1887,"He was the first Major League Baseball manager to win a World Series in both the National and American Leagues.
",Sparky Anderson,Sparky Anderson,John McGraw,Jim Leyland,Joe Torre
1888,"Windows runs most computers. When the first version of the Windows Operating System released?
",1981,1981,1961,1991,1971
1889,"Almost everyone knows of Hank Aaron, Babe Ruth, Sandy Koufax, Bob Gibson, and Ichiro Suzuki but who was Bill Klem?
",The Father of Modern Umpires,The first professional baseball player,The Father of Modern Umpires,The man who replaced Lou Gehrig at first base for the Yankees.,The man who sold Babe Ruth to the Yankees
1890,"This person was recognized as the first billionaire.
",John D. Rockefeller,Hassan Ibn Ganeff,John D. Rockefeller,Andrew Carnegie,Bill Gates
1891,"Who is the creator of the first steam locomotive?
",Richard Trevithick,Richard Trevithick,Ronald Von Heldenberger,Robert Fulton,Robert Watts
1892,"Sancho Panza was the squire to and the best friend of Don Quixote. What does panzaâ€ mean in Spanish?
",Belly,Fool,Belly,Jester,Compatriot
1893,"Finnish, the language spoken by over 94 % of the people of Finland is most closely related to this language.
",Estonian,Danish,Estonian,Russian,Swedish
1894,"Which is the author of The Scarlatti Inheritance, The Matarese Cycle, The Osterman Weekend, and The Scorpio Illusion.?
",Robert Ludlum,John Grisham,John Tanner,Robert Ludlum,Eric Van Lustbader
1895,"The first motion picture that was longer than one hour was made in this country.
",Australia,Australia,England,France,The USA
1896,"When was the first ostrich farm built in the USA?
",1886,1906,1956,1926,1886
1897,"The first shoes made on separate lasts for left and right shoes were made in this city.
",Boston,Milan,Rochester,Southhampton,Boston
1898,"Who is considered the worlds first photojournalist?
",Jacob Riis,Eadweard Muybridge,Jacob Riis,Matthew  Brady,Minor White
1899,"In which line the food is not matched with its place of origin?
",Peach - Peru,Spinach - Iran,Peach - Peru,Grapefruit - Barbados,Blueberry - North America
1900,"Who is listed as the richest person in the world on the 2009 Forbes list?
",Bill Gates,Carlos Slim Helu,Lawrence Ellison,Warren  Buffett,Bill Gates
1901,"In square miles, what is the largest country in the world?
",Russia,Peoples Republic of China,United States,Russia,Canada
1902,"Measured from base to peak, what is the worlds highest mountain?
",Mauna Kea,Chimborazo,Mauna Kea,K2,Mt. Everest
1903,"Which country has the highest population density according to 2009 estimates?
",Peoples Republic of China,Indonesia,India,United States,Peoples Republic of China
1904,"What is the deepest spot in the oceans?
",Mariana Trench,Kuril-Kamchatka Trench,Philippine Trench,Mariana Trench,Tonga Trench
1905,"This city in the United States claims to house the largest ball of twine which was built by millionaire J. C. Payne.
","Branson, MO","Branson, MO","Lake Nebagamon, WI","Darwin, MN","Cawker City, KS"
1906,"What is the longest running primetime television show in the period 1950-2009?
",Hallmark Hall of Fame,Monday Night Football,The Simpsons,Hallmark Hall of Fame,60 Minutes
1907,"What is the fastest ocean animal?
",Sailfish,Swordfish,Sailfish,Marlin,Wahoo
1908,"This person, who died in 1997, was verified by Guiness World Records as the shortest man on earth?
",Gul Mohammed,Younis Edwan,He Pingping,Gul Mohammed,Lin Yu-chih
1909,"According to the August 2008 issue of Travel  Leisure, what is the scariest road in the world?
","N. Yungas Road, Bolivia","Karakoram Hwy., Pakistan to China","Guoliang Tunnel Road, China","N. Yungas Road, Bolivia","Halsena Hwy., Luzon, Philippines"
1910,"What does quinunc mean?
",A busybody,A necessary thing,A five-cornered star,A prime example,A busybody
1911,"Traditionally the people of the country of Georgia believe that they are descendants of this Biblical personality.
",Japheth,Jonah,Japheth,Jesus,Jeremiah
1912,"The Barbary Wars were  fought between the USA and pirates from this part of the world.
",The Mediterranean Coast of Africa,The Gulf of Mexico,Somalia and its coast,The Persian Gulf,The Mediterranean Coast of Africa
1913,"Under  which US President were the Barbary Wars fought?
",Thomas Jefferson,James K. Polk,Thomas Jefferson,William McKinley,Teddy Roosevelt
1914,"Which two countries are connected  by the Simplon Pass?
",Switzerland and Italy,Switzerland and Italy,Northern Ireland and Ireland,Canada and The USA,Bulgaria and Romania
1915,"What does a la crecy  mean?
",Served with carrots,Served with butter,Served with sauce,Served with carrots,Served with cheese
1916,"On his third voyage to the Western hemisphere, Columbus wrote that he found where the Garden of Eden was. What do we now call the area which Columbus felt was the Garden of Eden ?
",Venezuela,Costa Rica,Nassau,Venezuela,Haiti
1917,"The exchange of letters between these two people was published in 1933 under the title Why War?.
",Einstein and Freud,Hitler and Mussolini,Einstein and Freud,Stalin and Lenin,Franklin and Eleanor Roosevelt
1918,"What is the approximate distance between the Moon and the Earth?
","384,000 kilometers","384,000 miles","93,000,000 miles","384,000 kilometers","384,000 meters"
1919,"In terms of A.U. (Astronomical Units), how far is the Sun from the Earth?
",1,.92,93 million,1,93
1920,"The S.O.S. on SOS cleaning pads stands for Save Our Saucepans.
",True,True,False,,
1921,"The first bridge in what would become the USA was built in this state.
",Massachusetts,New Jersey,Massachusetts,Pennsylvania,Virginia
1922,"Who was the first female Attorney General of the United States?
",Janet Reno,Janet Reno,Joanne Pierce,Susan Roley,Clarisa Starling
1923,"Clark Gable was in the Army  Air Corps during World War II. Who signed his discharge  papers?
",Ronald Reagan,Hap Arnold,John Marshall,Ronald Reagan,George Patton
1924,"During World War II, Paul Newman applied to become a fighter  pilot. Why was he rejected?
",He was color blind.,He did not pass the written test.,He was color blind.,He had an inner ear problem that affected his sense of balance.,He was too short.
1925,"How big is a firkin?
",9 gallons,9 pounds,9 square miles,9 gallons,9 yards
1926,"Which statement is true about Mrs. P.F.E. Albee?
",She was the first Avon lady.,She was the first Mary Kay salesperson.,She was the first woman to practice law in the USA.,She was the first Avon lady.,She was the first woman to legally vote in a US Presidential election.
1927,"Where were the first windmills built?
",Iran,Peru,Laos,Tunisia,Iran
1928,"In 64 AD there were terrible fires in Rome. Which Roman Emperor was busy playing his fiddle while the fires were burning?
",None of the Emperors,Caligula,Nero,None of the Emperors,Vespasian
1929,"She  was the first woman to wear high-heeled shoes.
",Catherine DeMedici,Cleopatra,Joan of Arc,Catherine DeMedici,Queen Elizabeth I
1930,"Who was the first Tzar of Russia?
",Ivan the Terrible,Nicolai Terravinasonoff,Ivan the Terrible,Boris Godenoff,Michael Romanoff
1931,"What was the first credit card?
",Diners Club,Kresges Green Card,Diners Club,Carte Blanc,American Express
1932,"She was Johnny Carsons first guest on The Tonight Show with Johnny Carson.
",Joan Crawford,Bette Midler,Joan Rivers,Judy Garland,Joan Crawford
1933,"When was the Earths second highest mountain, K2, first climbed?
","July 29, 1954","July 29, 1934","July 29, 1894","July 29, 1944","July 29, 1954"
1934,"Which statement about fast food restaurants in the USA is not  true?
",The first Ben and Jerrys was opened on the campus of Dartmouth University.,The first Burger King was opened in Miami.,"The first Wendys was opened in Columbus, Ohio.",The first KFC was opened in Salt Lake City.,The first Ben and Jerrys was opened on the campus of Dartmouth University.
1935,"Who was given the first numbered patent in the USA?
",Samuel Hopkins,Henry Clinton,Samuel Hopkins,Ben Franklin,Paul Revere
1936,"Who was the first person to parachute?
",Andres-Jacques Garnerin,Leonardo Da Vinci,Andres-Jacques Garnerin,Lino LaCedelli,David Gaithier
1937,"Which distinction does Annie Moore hold?
",She was the first immigrant  to the USA to pass through Ellis Island.,She was the first American woman to win a Nobel Prize.,She was the first immigrant  to the USA to pass through Ellis Island.,She was the first American woman to be a dentist.,She was the first American woman to graduate from college.
1938,"Which was the first womens college in the USA?
",Mt. Holyoke,Radcliffe,Mt. Holyoke,Douglas,Bryn Mawr
1939,"What distinction does Sir Timothy Berners-Lee hold?
",He is the inventor of the World Wide Web.,He was the first RAF pilot to shoot down a plane.,He is the inventor of the World Wide Web.,He made  the first cell phone call.,He was the first non-American to hold a US patent.
1940,"Which was the first TV sitcom?
",Mary Kay and Johnny,The Goldbergs,Mary Kay and Johnny,I Love Lucy,The Dobkins
1941,"Which of the following actors did not appear in the 1996 film Trees Lounge?
",Mark Ruffalo,Steve Buscemi,Mark Ruffalo,Rockets Redglare,Elizabeth Bracco
1942,"Complete the title to this 1989 Wayne Wang comedy:  Life is Cheap...
",... But Toilet Paper is Expensive.,... Dont Spend It All in One Place.,... Tivo the Good Parts.,... And There Are No Refunds!,... But Toilet Paper is Expensive.
1943,"This 1980 film by French director Alan Resnais features Gerard Depardieu in a starring role.  The translation of the title in English is loosely:  My Uncle is....
",... An American.,... My Uncle.,... An American.,... Most Avuncular.,... Living Upstairs from Me.
1944,"Complete the title of this 1993 comedy, directed by Eric Schaffer:  My Lifes...
",... in Turnaround.,... in a Mess.,... in Arrears.,...in Couplets.,... in Turnaround.
1945,"In what city was the popular TV series EastEnders set?
",London,San Francisco,Los Angeles,London,New York
1946,"Which use of  the term Wild West is incorrect?
",Wild West was a common name for territories west of the Rio Grande river,Wild West is the title of several Western movies,Wild West is a Nintendo game,Wild West was a common name for territories west of the Rio Grande river,Wild West is an album of Dottie West
1947,"During the Cold War, which city was the capital of West Germany?
",Bonn,Bonn,Munich,West Berlin,Frankfurt
1948,"Which is a major US airline and a subsidiary of Delta Air Lines?
",Northwest Airlines,Northeast Airlines,Northwest Airlines,Southwest Airlines,Southeast Airlines
1949,"Which part of the world is commonly described as Far East?
",East and Southeast Asia,All Asia,East and Southeast Asia,Oceania,East Siberia
1950,"The plot of the famous Brodway musical West Side Story is based on which source?
",Shakespears Romeo and Juliet,The musical is a classical western,The Bible,A true story of two Los Angeles teenage gangs,Shakespears Romeo and Juliet
1951,"Which is an existing country, recognized by United Nations?
",East Timor,East Cyprus,West African Republic,East Timor,West Virginia
1952,"Who is the author of the novel East of Eden?
",John Steinbeck,Steven Spielberg,Elia Kazan,John Steinbeck,Eugene ONeill
1953,"Where is Western University located?
","Baku, Azerbaijan","Gunninson, Colorado","Washington, DC","Holland, Michigan","Baku, Azerbaijan"
1954,"Which cities were the original endpoints of the Orient Express railway?
",Paris and Istanbul,Moscow and Vladivostok,Chicago and Los Angeles,Paris and Istanbul,Tokyo and Kyoto
1955,"In the summer of 2006, environmental consultant Mark Diacono planted the first olive grove in England. He claimed that olives can already grow in England for what reason?
",Global warming,Global warming,Acid rain increase,The extension of the European Union,Acid rain decrease
1956,"Which one of these is among the Top Ten Inventions of 2005 according to the US Army?
",Fido Explosives Detector,Fido Explosives Detector,Achilles Anti-Aircraft Missile,The G.A.D.G.E.T. Deployable armored personnel vehicle,The R.E.X. anti-spyware computer software
1957,"In the music fields Frenchman Francois Tourte is famous for what?
",He standardized the size of the violin bow.,He invented the saxophone in collaboration with Adolphe Sax.,He standardized the size of the violin bow.,He won the first Gorbachov International Music Award,He was one of the first prominent saxophonists of the 19th century.
1958,"Which US city is nicknamed The Venice of  America?
","Fort Lauderdale, Florida","Fort Lauderdale, Florida","Punta Gorda, Florida","Key West, Florida","Biloxi, Mississippi"
1959,"In which one of these sciences is the TOE theory studied?
",Physics,Paleontology,Philosophy,Physics,Biophysics
1960,"Which word refers to self-discipline and refraining from worldly pleasures?
",Asceticism,Asceticism,Aneurysm,Ableism,Atavism
1961,"Which part of the Earth is made up of iron mixed with nickel?
",The outer core,The asthenosphere,The outer core,The inner core,The mantle
1962,"This invention that forever altered the development of the American West was patented in 1874 by American farmer Joseph Glidden.
",Barbed wire,The scanning disk for future TV sets,The toothbrush,Barbed wire,Reinforced concrete
1963,"The Hall-HÃ©roult chemical process is used for the production of what?
",Aluminum,Zirconium,Aluminum,Titanium,Methane
1964,"If the world were a village of 100 people, how many would be female?
",52,60,40,52,46
1965,"If the world were a village of 100 people, how many would be white?
",18,18,37,32,25
1966,"If the world were a village of 100 people, how many would have a college education?
",1,1,5,14,20
1967,"If the world were a village of 100 people, how many would own a computer?
",1,1,5,15,11
1968,"If the world were a village of 100 people, how many would be homosexual?
",11,1,31,21,11
1969,"If the world were a village of 100 people, how many would be illiterate?
",70,70,50,40,60
1970,"If the world were a village of 100 people, how many would suffer from malnutrition?
",50,50,30,20,40
1971,"If the world were a village of 100 people, how many would live in substandard housing?
",80,80,20,40,60
1972,"If the world were a village of 100 people, how many people would possess 59% of the worlds wealth?
",6,20,2,60,6
