,Questions,Correct,A,B,C,D
2618,"Which That 70s Show character had a regular job at the Foto Hut with Leo?
",Steven Hyde,Steven Hyde,Michael Kelso,Jackie Burkhart,Eric Forman
2619,"Name the two SNL characters played by Cheri Oteri and Will Ferrell who seemed to have a lot of extra spirit.
",Arianna and Craig,David and Carole,Logan and Nadine,Arianna and Craig,Megan and Shawn
2620,"Adam Sandler did the character named The Richmeister on SNL.
",False,False,True,,
2621,"This SNL on screen couple, often referred to as The Lovers, made everyone uncomfortable with a strange affection for meat and their equally strange love life.
",The Klarvins,Nuni  Nuni,The Zimmermans,The Herkimans,The Klarvins
2622,"Who was the winner of Survivor: The Amazon, which was filmed in 2002?
",Jenna Morasca,Rob Cesternino,Alex Bell,Jenna Morasca,Christy Smith
2623,"Who was the winner of Survivor: Pearl Islands, the seventh installment of the reality show Survivor?
",Sandra Diaz-Twine,Lillian Morris,Shawn Cohen,Sandra Diaz-Twine,Ryan Opray
2624,"Who won Survivor: Borneo in 2000?
",Richard Hatch,Sue Hawk,Jenna Lewis,Rudy Boesch,Richard Hatch
2625,"Who was the winner of  Survivor: Cook Islands, the thirteenth season of the reality show Survivor?
",Yul Kwon,Oscar Lusth,Yul Kwon,Becky Lee,Jonathan Penner
2626,"Who was the winner of Survivor: Palau, which was broadcast in 2005?
",Tom Westman,Tom Westman,Jeff Wilson,Jennifer Lyon,Gregg Carey
2627,"Name the winner of Survivor: Marquesas, the fourth installment of the reality series Survivor.
",Vecepia Towery,Neleh Dennis,Hunter Ellis,Sarah Jones,Vecepia Towery
2628,"Who was the winner of Survivor: All-Stars, that was set on the Pearl Islands of Panama?
",Amber Brkich,Amber Brkich,Alicia Calaway,Rob Mariano,Rupert Boneham
2629,"Who was the winner of Survivor: The Australian Outback, which was aired in 2001?
",Tina Wesson,Colby Donaldson,Tina Wesson,Keith Famie,Jeff Varner
2630,"Who won Survivor: Africa, which was filmed in Kenya?
",Ethan Zohn,Kim Powers,Tom Buchanan,Kim Johnson,Ethan Zohn
2631,"What color hat does Timmy, the main character of The Fairly OddParents, wear?
",Pink,Purple,Pink,Blue,White
2632,"Who is Timmys evil babysitter in the animated series The Fairly OddParents?
",Vicky,Cindy,Tuti,Vicky,Wendy
2633,"In The Fairly OddParents, what is the name of Timmys fair-obsessed teacher?
",Mr. Crocker,Mr. Hathaway,Mr. Gunning,Mr. Stoffer,Mr. Crocker
2634,"Cartoon character Timmy Turner has a crush on a girl named Tuti.
",False,False,True,,
2635,"In the cartoon series The Fairly OddParents, which of Timmys friends wears braces?
",Chester,A.J.,Chester,Francis,Daltin
2636,"What are the names of Timmy Turners fairy godparents in the popular animated series?
",Cosmo and Wanda,Cosmo and Glenda,Cosmo and Wanda,Cosmo and Pixie,Wanda and Winslow
2637,"What is the occupation of Timys mom in the animated series The Fairly OddParents?
",real estate agent,dentist,real estate agent,legal secretary,substitute teacher
2638,"Timmy Turners fictional fairy god parents live as goldfish in Timmys room.
",True,True,False,,
2639,"What color tie does Timmys dad wear in the cartoon series The Fairly OddParents?
",Black,Red,Green,Black,Blue
2640,"What is the most distinctive feature of cartoon character Timmy Turner?
",his big teeth,his orange hair,his big hair,he is very tall,his big teeth
2641,"Flavor of Love, season 2 premiered in September 2006 and was watched by over 3 million viewers.
",True,True,False,,
2642,"Which of these people was not a contestant in Flavor of Love, season 2?
",Eyez,Eyez,Nibblz,Bamma,Hood
2643,"Which list contains the names of the five women eliminated at the end of episode one of Flavor of Love, season 2?
","Saaphyri, Bamma, Chocolate, Hood, H-Town","Nibblz, Bootz, Krazy, Bamma, Buckwild","H-Town, Hood, Deelishis, Nibblz, Somethin","Saaphyri, Bamma, Chocolate, Hood, H-Town","Saaphyri, Krazy, Buckeey, Tiger, Beatuful"
2644,"Was dancing to hip-hop a task from episode 4 of Flavor of Love, season 2?
",Yes,Yes,No,,
2645,"The participants in Flavor of Love, season 2 threw a party for some of Flavs friends. Which of the following celebrities were guests of the party?
",Ying Yang Twins  G-Unit,Public Enemy  Fat Joe,Steve Tyler  Madonna,Fat Joe  Vanilla Ice,Ying Yang Twins  G-Unit
2646,"The reality game show Flavor of Love has spin-offs.
",True,True,False,,
2647,"Where was the final episode of Flavor of Love, season 2 filmed?
",Belize,Hawaii,Mexico,Belize,Jamaica
2648,"I am a Greys Anatomy character. Im in love with one of the surgical residents of Seattle Grace. Im very ambitious when it comes to surgery. I think of it like candy, but with blood which is so much cooler. Ive been known to be a slob. My best friend almost died. Who am I?
",Cristina,Izzie,Addison,Cristina,Meredith
2649,"I am a character from the TV show Greys Anatomy. I am the resident bad ass of the bunch. Ive been in trouble several times for my bedside manner, as I like to be honest with my patients. Ive slept with one of my fellow interns and also with one of the nurses here at Seattle Grace. Ive had Syphilis. Who am I?
",Alex,Alex,Preston,Derek,George
2650,"I was not supposed to stay in Seattle, but I am now a permanent fixture at the hospital on the show Greys Anatomy. I came here from New York to try and rekindle and old relationship. I am one of five people up for the Chiefs job. Im also a very big flirt, and have slept with two of my co-workers. Who am I?
",Mark,Preston,Addison,Derek,Mark
2651,"I am a Greys Anatomy character. I live in a big house with two other interns. I have been known to walk around in my underwear. I love to bake. I once posed for a lingerie ad to help pay my way through medical school. I fell in love with a heart transplant patient who left me millions of dollars when he died. Who am I?
",Izzie,Cristina,Meredith,Addison,Izzie
2652,"I am a surgical resident on the medical drama Greys Anatomy. I love having the power of authority. Ive earned the nickname the Nazi from fellow doctors and my interns. My son is named after one of my interns, and ever since he was born, Ive been told Ive become more lenient with my interns. Who am I?
",Dr. Bailey,Mark,Dr. Bailey,Chief Webber,Addison
2653,"I am a character from the TV series Greys Anatomy. Im fairly new to Seattle Grace. When I first came here, I didnt have a place to live, so I set up shelter in the hospital basement. Once I got caught by the Chief, I was forced to move into a hotel. My family is very wealthy, but I kept it a secret and it almost cost me the love of my life. Who am I?
",Callie,Meredith,Addison,Izzie,Callie
2654,"I am a Greys Anatomy character. I am one of the more popular interns at Seattle Grace, because everyone seems to know me even if I dont know them. I live in a house with two of my fellow interns. Im in love with one of our surgical residents. My mother was a well known surgeon at Seattle Grace. I almost died. Who am I?
",Meredith,Izzie,Callie,Meredith,Cristina
2655,"I am a surgical attending on Greys Anatomy who is dating one of the interns. I am very good at my job. I love listening to jazz music. I was shot once by a crazed gunman outside the hospital. Who am I?
",Preston,Preston,Derek,Chief Webber,Mark
2656,"I am a Greys Anatomy character. I am the least spoken of the group of interns here at Seattle Grace. I was secretly in love with one of my fellow interns for a long time. I was part of the Syphilis outbreak at the hospital. I used to live with two women. I once performed a life-saving surgery in an elevator. Who am I?
",George,Derek,Preston,George,Alex
2657,"I am a character from the popular show Greys Anatomy. Im a surgical attending from New York. I have earned a reputation at Seattle Grace for being good-looking. Although I am a doctor, I prefer to live in my trailer as I have too much land and do not yet know what I want to do with it. I once saved the person I love from certain death. Who am I?
",Derek,Preston,Mark,Addison,Derek
2658,"What is Mariska Hargitays middle name?
",Magdolina,Magdolina,Motiva,Madeline,Maureen
2659,"Mariska Hargitays father died of cancer in 2006 at the age of 80. Mariska has said her greatest sadness is that she never got to thank him for all that he had done for her in his life.
",False,True,False,,
2660,"Who was Mariska Hargitays mother?
",Jayne Mansfield,Lana Turner,Dorothy Stratton,Jayne Mansfield,Olympia Dukakis
2661,"What character did Mariska Hargitay play on Falcon Crest?
",Carly Fixx,Carly Fixx,Donna Douglas,Cynthia Hooper,Candy Apple
2662,"Where was Mariska Hargitay born?
","Santa Monica, California","Sacramento, California","Paris, France","Santa Monica, California","Mexico City, Mexico"
2663,"Mariska Hargitay has two half-sisters.
",True,True,False,,
2664,"In what year did Yogi Bear make his screen debut?
",1958,1956,1954,1958,1960
2665,"Yogi Bear appeared in an animated musical.
",True,True,False,,
2666,"In what year did Yogi Bear get his own animated series?
",1961,1960,1961,1958,1959
2667,"How many episodes of The Yogi Bear Show were made?
",35,22,27,35,30
2668,"Yogi Bear was the mascot for Yogis Pancake House, a chain of breakfast restaurants that popped up all over rural America in the 60s.
",False,False,True,,
2669,"In what year did the animated series Yo Yogi first hit the airwaves?
",1991,1995,1984,1991,1989
2670,"Which of these voice actors once provided the voice for Yogi Bear?
",Daws Butler,Corey Burton,Mel Blanc,Don Messick,Daws Butler
2671,"Who played Daniel Boone in the self-titled TV series?
",Fess Parker,Michael Ansara,Chuck Connors,Fess Parker,Ed Ames
2672,"Who portrayed the Chiricahua Apache chief in the TV series Broken Arrow?
",Michael Ansara,Eddie Little Sky,Jay Silverheels,Michael Ansara,Ed Ames
2673,"Did Fess Parker play frontiersman Davy Crockett?
",Yes,Yes,No,,
2674,"Is it true that Grandpa in The Real McCoys and Will Sonnett in The Guns of Will Sonnett were played by the same actor?
",Yes,No,Yes,,
2675,"Walter Brennan played Roy Bean, an eccentric saloon-keeper and Justice of the Peace in the TV series The Westerner.
",False,False,True,,
2676,"Did Henry Fonda play the Marshall in the TV series The Deputy?
",Yes,No,Yes,,
2677,"Who played Lieutenant Colonel Custer?
",Wayne Maunder,Dale Robertson,Ronald Reagan,Wayne Maunder,John Wayne
2678,"This 1950s soap opera actually started on the radio in 1937. It finally ended its run in September of 2009.
",Guiding Light,Ryans Hope,Passions,General Hospital,Guiding Light
2679,"This show made its debut on the radio in 1949 and moved to television in 1954. The pilot show was called Keep It in the Family.
",Father Knows Best,Double Trouble,Bonanza,Father Knows Best,Leave it to Beaver
2680,"This 1950s Western series starred Amanda Blake and James Arness.
",Gunsmoke,Little Texas,Rawhide,Bonanza,Gunsmoke
2681,"The 1950s series Dragnet did not debut on the radio.
",False,False,True,,
2682,"This daytime talk show premiered on January 14th, 1952.
",Today,Oprah,The View,Good Morning America,Today
2683,"This soap opera first aired in 1956 on CBS. Some of its main characters are Kim Hughes, Margo Hughes and Lily Snyder.
",As the World Turns,Edge of Night,As the World Turns,General Hospital,Search for Tomorrow
2684,"This 1950s show starred Barbara Billingsley, Hugh Beaumont and Ken Osmond.
",Leave it to Beaver,The Donna Reed Show,Father Knows Best,Make Room For Daddy,Leave it to Beaver
2685,"This daytime soap opera debuted in January of 1970. One of its most popular stars is Susan Lucci.
",AMC,DOL,YNR,GH,AMC
2686,"This 1970s television had the first never-married, independent career woman as the central character.
",The Mary Tyler Moore Show,Taxi,Rhoda,The Mary Tyler Moore Show,Mary Hartman
2687,"The Partridge Family was not based on a real life family.
",False,True,False,,
2688,"What 1970s show, starring Peter Falk, popularized the inverted detective story format?
",Columbo,Columbo,The Rockford Files,Reno 911,Chips
2689,"The 1970s show The Six Million Dollar Man was based on a novel.
",True,True,False,,
2690,"In what 1970s detective series did Buddy Ebsen star?
",Barnaby Jones,Barnaby Jones,Columbo,Rockford Files,Reno 911
2691,"The theme song of this 1970s sitcom was performed by Bill Haley  His Comets. The show itself depicted an idealistic view of 1950s-1960s life.
",Happy Days,Mork and Mindy,Laverne and Shirley,The Kid,Happy Days
2692,"I Love Lucy began on TV in this year.
",1951,1953,1951,1954,1952
2693,"In what year did Leave It To Beaver hit the airways?
",1957,1960,1959,1957,1958
2694,"In what year did The Brady Bunch become a TV family?
",1969,1971,1969,1970,1972
2695,"In what year did The Andy Griffith Show start airing?
",1960,1960,1961,1963,1964
2696,"In what year was Threes Company began on the ABC network?
",1977,1979,1978,1980,1977
2697,"The Beverly Hillbillies ended their run of shows in 1971. When did they start their show?
",1962,1964,1965,1963,1962
2698,"J. J. Evans was a character on the TV show Good Times which started airing in this year.
",1974,1976,1974,1977,1975
2699,"F Troop was a wacky show starring Ken Berry and Forrest Tucker amongst others. What year did F Troop start on our TV sets?
",1965,1967,1968,1966,1965
2700,"In what year was Gomer Pyle U.S.M.C. first aired?
",1964,1967,1965,1966,1964
2701,"Barbara Eden starred as Genie in the sitcom I Dream of Genie which started in what year?
",1965,1968,1966,1967,1965
2702,"What year was the TV series Wanted: Dead or Alive first aired?
",1958,1968,1958,1800,1960
2703,"On the show Wanted: Dead or Alive Steve McQueen played a horse wrangler.
",False,False,True,,
2704,"The TV show Wanted: Dead or Alive was filmed in black and white.
",True,True,False,,
2705,"Why did Steve McQueens character catch the men/women that were wanted on the western show Wanted: Dead or Alive?
",He wanted justice,He wanted the money,He wanted justice,He had nothing else to do,He thought it was fun
2706,"When didnt Steve McQueens character wear his gun and gun belt on the show Wanted: Dead or Alive?
",When he didnt want people to recognize him.,When he gave it to someone else,When he slept,When he drank,When he didnt want people to recognize him.
2707,"What is the premise of the show Flavor of Love?
",Dating,Job,Theres no point,Marriage,Dating
2708,"Who were the two contestants in the finals during Season 1 of Flavor of love?
",Hoopz  New York,Goldie  Miss Latin,Hoopz  New York,Red Oyster  Hoopz,Sweetie  Pumkin
2709,"In episode 5 of Flavor of Love, which contestant decided to leave the competition?
",Red Oyster,Rain,Red Oyster,Cherry,Smokey
2710,"Brigitte Nielsen appeared on the show Flavor of Love.
",True,False,True,,
2711,"The reality TV show Flavor of Love is a spin off of the Surreal Life, Season 2.
",False,False,True,,
2712,"What did Pumkin do at the end of her elimination night on Flavor of Love?
",Spit on someone,Punched someone,Curse,Stole something,Spit on someone
2713,"On the reunion Flavor of Love show Hoopz declares that she intends to marry Flava Flav.
",False,False,True,,
2714,"Who was the first in the group to get their license in the TV series Saved by the Bell?
",Slater,Zack,Lisa,Slater,Jesse
2715,"When Screech becomes hall monitor in Saved by the Bell, what popular hero did he picture himself as in his daydream?
",Robocop,Superman,Robocop,Terminator,Batman
2716,"In the Saved by the Bell episode The Gift, Screech is struck by lightning in a freak accident and as a result can see into the future. Zack uses Screechs ability to place bets with Slater, but in the end it all backfires on Zack. What price does he have to pay to Slater?
",He must be Slaters slave for a week.,He has to give Slater his cellphone.,He must be Slaters slave for a week.,He must give up chasing after Kelly.,He has to give Slater $100.
2717,"Kelly from Saved by the Bell needs Screech to tutor her so that she can pass her science test. They become close and she then invites him to go with her to a concert. Whose concert is it?
",George Michael,Michael Jackson,U2,George Michael,MC Hammer
2718,"What is the name of the substitute teacher in Saved by the Bell who takes over for Ms. Simpsons class when she injures her back?
",Tony Crane,Mr. Alonzo,Rod Belding,Tony Crane,Mr. Dewy
2719,"In an episode of Saved by the Bell, Zack comes up with the idea of making up a secret admirer for Screech so that he will concentrate on their science project, but when Screech wants to meet this fantasy girl, Zack must dress up and pretend to be her. What name does he use?
",Bambi,Candy,Bambi,Mandy,Tiffany
2720,"In saved by the Bell, why does Zack run against Jesse for Class President?
",He wants to go to Washington D.C.,He wants to be remembered as a good guy.,He wants to go to Washington D.C.,He thinks it will help him get Kelly.,He thinks it will look good on his college applications.
2721,"On the TV show Saved by the Bell, Zack had a cardboard cut out of Kelly in his room. What is she holding in the picture?
",Volleyball,Volleyball,Lollipop,Tennis Racket,Pom Poms
2722,"In an episode of Saved by the Bell, Mr. Belding tells Zack he wants him to take his niece out on a date but Zack already had plans and told Screech to dress up like him and take the girl out. What was her name?
",Penny,Cammy,Peggy,Kimmy,Penny
2723,"In Saved by the Bell, when the school held a dating auction for a dance, Zack is bid on by many girls but in the end Lisa buys him for $100.
",False,False,True,,
2724,"Who did Violet date before she dated Screech in Saved by the Bell?
",Nerdstrom,Nerdstrom,Poindexter,Crater face,Geekman
2725,"In the TV series Saved by the Bell, when Johnny Dakota comes to town to shoot the anit-drug commercial, which Bayside babe does he fall for?
",Kelly,Jesse,Violet,Lisa,Kelly
2726,"In the episode of Saved by the Bell in which Jesse gets addicted to caffeine pills, what test is she studying for?
",Geometry,Geometry,History,Chemistry,Biology
2727,"What is Violets last name in the Saved by the Bell series?
",Bickerstaff,Swartzenheimer,Lieberman,Bickerstaff,Flannigan
2728,"In a Saved by the Bell episode, Zack runs a hot line out of his room for the troubled teens of Bayside. He takes a call from Kelly and her little sister at the same time, mixing up the calls and giving wrong advice to the girls. What is Kellys sisters name?
",Nicki,Nicki,Samantha,Danielle,Tiffany
2729,"In the episode of Saved by the Bell that focuses on career day, Slater takes a look into his future and has an image of himself coming to a Bayside reunion as an old, overweight wrestler while everyone else has done something successful in their lives. What does he imagine Zack as?
",Gameshow Host,Owner of the Max,Lawyer,Gameshow Host,Principal of Bayside
2730,"At the costume ball in Saved by the Bell, when Kelly has fallen for her boss Jeff, Slater and Jesse are siging this song as Kelly and Zack break up.
",All Im Living for is Gone,Tonight I Celebrate My Love,I Will Always Love you,Endless Love,All Im Living for is Gone
2731,"Barbara (Hall) Feldon portrayed Agent 99, Smartâ€™s love interest in the â€œGet Smartâ€ series.  She was already famous for at least two reasons with this one being one of them.
","She won $64,000 on The $64,000 Question.",She was a top model for Tiffany jewelry.,She already had won two Emmys for her work on Gunsmoke.,She was a James Bond girl.,"She won $64,000 on The $64,000 Question."
2732,"A reason for Barbara Feldonâ€™s fame before she took the role of agent 99 in â€œGet Smartâ€ was a  commercial she made on a tigerskin rug from which she touted the greatness of what product?
",Top Brass,Jockey Brand underwear,Tangaray,Skilogs,Top Brass
2733,"Actress Barbara Feldon, agent 99 from the â€œGet Smartâ€ series, had her portrait done by which famous artist?
",Warhol,Warhol,Neiman,Dali,Pollack
2734,"In the popular TV series â€œGet Smart,â€ what was Siegfrieds exact position in the organization he was part of?
",Vice President of Public Relations and Terror,Admiral of All Land Operations,Fearless Leader,Chief Operating Terror Operator,Vice President of Public Relations and Terror
2735,"In the â€œGet Smartâ€ show when someone said Rubber baby buggy bumpersbumping before baron Brumswellby bus, what was Maxwells reply?
",Thats easy for you to say!,Thats easy for you to say!,So you say Hoop-sing.,And loving it.,As if I didnt know that!
2736,"What type of car does Max drive in the â€œGet Smartâ€ show?
",1965 Sunbeam,1965 Pinto,1965 Astin-Martin,1965 Shelby,1965 Sunbeam
2737,"Don Adams, popular for his role in the Get Smart series, won The Ted Mack Amateur Hour.
",True,True,False,,
2738,"Don Adams won on Arthur Godfreys Talent Scouts.
",True,False,True,,
2739,"On which comedians popular TV show did Don Adams become a regular?
",Perry Comos,Dean Martins,Perry Comos,Jack Paars,Johnny Carsons
2740,"Name the theme song for Whos the Boss.
",Brand New life,Brand New life,As Long As Weve Got Each Other,None of these,Brand New Day
2741,"On the sitcom Whos the Boss, why was Tony forced to retire from the St. Louis Cardinals?
",shoulder injury,leg injury,head injury,shoulder injury,foot injury
2742,"Who was Mona Robinson on the show Whos the Boss?
",Angelas mother,Jonathans teacher,Angelas mother,The next door neighbor,Samanthas grandmother
2743,"On the sitcom Whos the Boss, Tony and Angela were romantically involved.
",True,True,False,,
2744,"Who was Bonnie on the TV show Whos the Boss?
",Samanthas best friend,Jonathans girlfriend,Monas friend,There was no Bonnie on the show.,Samanthas best friend
2745,"On Whos the Boss, Tony accidentally sees Angela naked.
",True,True,False,,
2746,"Which of these was NOT characteristic of family Matters character Urkel?
",Pocket Protector,Pocket Protector,Glasses,Snorting Laugh,Suspenders
2747,"Which of these was NOT one of Urkels inventions on Family Matters?
",A solar powered laptop,Exploding vegetables,Urkel Bot,Ice in a can,A solar powered laptop
2748,"Urkel from Family Matters became so popular that he got his own cereal brand.
",True,True,False,,
2749,"On the sitcom Family Matters, Urkel was left to live with the Winslows when his parents ran off to this country, leaving him behind.
",Russia,Canada,China,India,Russia
2750,"Urkel did NOT appear on which of these television shows?
",Perfect Strangers,Full House,Meego,Perfect Strangers,Step by Step
2751,"Klingons have appeared in every incarnation of Star Trek?
",True,False,True,,
2752,"In the Star Trek series, Klingons are much more tolerant of cold weather than their human counterparts.
",False,True,False,,
2753,"Which of these Klingons founded the Klingon Empire in the Star Trek series?
",Kahless,Gowron,Kahless,Kahless II,Martok
2754,"The Klingon race in the Star Trek series was named after a police officer.
",True,False,True,,
2755,"What was the original air date of the M*A*S*H episode Blood Brothers?
","April 6, 1981","May 6, 1980","May 6, 1981","April 6, 1981","June 6, 1980"
2756,"Who was the guest star on the M*A*S*H episode Blood Brothers?
",Patrick Swayze,Laurence Fishburne,Ned Beatty,Patrick Swayze,John Ritter
2757,"At the beginning of the M*A*S*H episode Blood Brothers, Col. Potter tells Father Mulcahy that someone will visit the Father in two days. Who does Potter say is coming?
",Cardinal Reardon,Cardinal Reardon,Gwen Verdon,General MacArthur,Marilyn Monroe
2758,"Why is Father Mulcahy upset about the impending visit in the M*A*S*H episode Blood Brothers?
",He doesnt have enough time to prepare a sermon.,He doesnt like the visitor.,Hes mad at Klinger.,He doesnt have enough time to prepare a sermon.,The visit is an imposition.
2759,"In the M*A*S*H episode Blood Brothers, in the midst of all the tumult concerning the impending visit, M*A*S*H 4077 receives two new patients, Pvt. Gary Sturgis and Pvt. Dennis Lowry. Which two actors played these parts?
",Dennis Troy and Patrick Swazye,Alex Karras and Gregory Harrison,Dennis Troy and Patrick Swazye,Tom Sullivan and Joe Pantoliano,George Lindsey and Bruno Kirby
2760,"What wound did Pvt. Sturgis have in the M*A*S*H episode Blood Brothers?
",broken arm,gunshot wound,stepped on a land mine,broken leg,broken arm
2761,"In the M*A*S*H episode Blood Brothers, what does Pvt. Sturgis offer so that the doctors can treat Pvt. Lowry, who has a high fever, infection, and internal bleeding?
",his blood,his blood,part of his liver,a kidney,a bone marrow transplant
2762,"In the M*A*S*H episode Blood Brothers, why wont the doctors use Pvt. Sturgis blood in a transfusion for his friend Lowry?
",Sturgis has leukemia.,Lowry has leukemia.,Sturgis has leukemia.,Lowry has hepatitis.,Sturgis has hepatitis.
2763,"In the M*A*S*H episode Blood Brothers, Sturgis receives awful news on the eve Father Mulcahys visitor is expected to come. What does the good Father decide to do?
",Nothing. He stays and talks with Sturgis.,Nothing. He stays and talks with Sturgis.,"He spends the night in prayer, asking for inspiration.",He writes an extraordinary sermon.,He goes around camp breaking up poker games and drinking.
2764,"Father Mulcahy does not give a sermon in the M*A*S*H episode Blood Brothers.
",False,True,False,,
2765,"Who provides the voice of Lucky, a recurring character on King of the Hill?
",Tom Petty,Mike Judge,Tom Petty,Seven Tyler,Ben Stiller
2766,"Who does the voice of Rev. Karen Stroup on King of the Hill?
",Mary Tyler Moore,Valerie Harper,Ellen Barkin,Mary Tyler Moore,Kathleen Turner
2767,"Who is Lenore on King of the Hill?
",Bills ex-wife,Bills ex-wife,Leannes mother,Peggys sister,Hanks mother
2768,"What is the name of Bobbys school on the show King of the Hill?
",Tom Landry Middle School,LBJ Middle School,Tom Landry Middle School,Sam Milton Middle School,Arlen Middle School
2769,"In the early episodes of King of the Hill, Luanne was a promiscuous character. What did she do to change her way of life?
",She became a born-again virgin.,She joined the Mormon Church.,She became a born-again virgin.,She became an evangelist.,She started doing puppet shows.
2770,"Is Arlen a real town in Texas?
",No,Yes,No,,
2771,"What is the Hills address on the animated show King of the Hill?
","84 Rainey Street, Arlen, Texas","84 Rainey Street, Arlen, Texas",120 Cherry Lane,"120 Meadow Lane, Arlen, Texas","84 Craney Street, Arlen, Texas"
2772,"What is Peggy Hills maiden name on King of the Hill?
",Platter,Platter,Harris,Kelp,Donnelly
2773,"This man, who appeared in the British film noir The Third man, said, I hate television. I hate it almost as much as I hate peanuts. But I cant stop eating peanuts.
",Orson Welles,Ernie Kovacs,Steve Allen,Orson Welles,Newton P. Minow
2774,"Who do these words belong to: Television is  an invention that permits you to be entertained by people you wouldnt have in your home.?
",David Frost,Orson Welles,David Edwards,David Frost,Orson Bean
2775,"Who made this remark: Its difficult to produce a television documentary that is both incisive and probing when every 12 minutes one is interrupted by twelve dancing rabbits singing about toilet paper.?
",Rod Serling,Rod Serling,Dave Barry,Ernie Kovacs,Steve Allen
2776,"This man, who could have been a contender, said, If theres anything unsettling to the stomach its watching actors on television talk about their personal lives.
",Marlon Brando,Jack  Paar,Sylvester Stallone,Gore Vidal,Marlon Brando
2777,"Who delivered the following words: All television is  educational television. The question is what is it that it teaches.?
",Nicholas Johnson,Richard M. Nixon,Dwight David Eisenhower,Nicholas Johnson,Newton Minow
2778,"All television is  childrens television. are words uttered by this man.
",Richard P. Adler,Jon Stewart,Jackie Gleason,Newton Minow,Richard P. Adler
2779,"What successful novelist remarked, Television is now so desperately hungry for material that theyre scraping the top of the barrel.?
",Gore Vidal,Gary Sheffield,Gore Vidal,William F. Buckley,Richard Adler
2780,"This writer from Florida stated, Another possible source of guidance for teenagers is television, but televisions message has always been that the need for truth, wisdom, and  world peace pales in comparison to the need for toothpaste that offers white teeth and fresher breath.
",Dave Barry,Dave Barry,Larry David,Halle Berry,Halle Selasie
2781,"Who said, When television is  good, nothing is better. When television is bad, nothing is worse. I invite you to sit down in front of your TV set and keep your eyes glued to that set until the station signs off. I can assure you that you will observe a vast wasteland.?
",Newton Minow,William F. Buckley,Newton Minow,Ernie Kovacs,Steve Allen
2782,"Stop-motion is an animation technique which uses these.
",Real static objects,Drawings,Computer graphics,Real static objects,Paper cuts
2783,"Which of the following is not a production of Walt Disney?
",Popeye the Sailor,Mickey Mouse,Popeye the Sailor,Flowers and Trees,Tree Little Pigs
2784,"Which was the first cartoon with a fully synchronized soundtrack?
",Steamboat Willie,Steamboat Willie,Fantasia,Betty Boop,Looney Tunes
2785,"Which was the first feature-length animated movie?
",Snow White,Gullivers Travels,Snow White,Bambi,Pinocchio
2786,"Tom  Jerry is a production of this company.
",MGM (Metro Goldwyn Mayer),Warner Bros,Paramount Pictures,MGM (Metro Goldwyn Mayer),Disney
2787,"Japanese animation is referred to as what?
",Anime,Animus,Anime,Anima,Aenima
2788,"Onion skinning is closely related to animation.
",True,True,False,,
2789,"Which was Pixars first short animated film?
",Luxo Jr.,Luxo Jr.,For the Birds,Knick Knack,Geris Game
2790,"Which of these stop-motion features was not made with film cameras?
",Corpse Bride,Nightmare Before Christmas,Gumby,Corpse Bride,Chicken Run
2791,"Who performed the voice of Roger in the film Who Framed Roger Rabbit?
",Charles Fleischer,Charles Fleischer,Justin Walker,Matthew Lawrence,Christian Payne
2792,"The executive producer of the PBS show The Electric Company also came up with the concept of this show. It ran from 1980-1988 and featured The Bloodhound Gang.
",3-2-1 Contact,Sesame Street,Hi-Lite,The Science Hour,3-2-1 Contact
2793,"This American music video show debuted in 1983 and had its roots in a show called The Midnight Special.
",Friday Night Videos,MTV,Source,VH1,Friday Night Videos
2794,"In 1981 this daily tabloid show debuted on CBS. Nancy ODell and Mark Steines are among the shows hosts.
",Entertainment Tonight,The Today Show,Good Morning America,Maury,Entertainment Tonight
2795,"In what comedy television series did Michael J. Fox star in 1982?
",Family Ties,Whos The Boss,Family Matters,Family Ties,Growing Pains
2796,"In what year did the cartoon series The Simpsons debut?
",1989,1988,1980,1989,1981
2797,"In 1980 this American cable television network started broadcasting and in 1991 it became the first black-controlled company on the New York Stock Exchange.
",BET,TV One,BET,Centric,VH1
2798,"This show, which debuted in 1986, focused on the relationship of characters played by actors Bronson Pinchot and Mark Linn-Baker.
",Perfect Strangers,The Odd Couple,Growing Pains,Perfect Strangers,Family Matters
2799,"In 1980 Tom Hanks dressed like a woman in this American TV sitcom.
",Bosom Buddies,Bosom Buddies,Growing Pains,Press Your Luck,Too Close For Comfort
2800,"What legal drama debuted in 1984, ran for 8 years and starred the likes of Harry Hamlin and Blair Underwood?
",LA Law,LA Law,Hill Street Blues,Law And Order,Moonlighting
2801,"Roseanne debuted in 1985 starring Ed ONeil and Katy Sagal.
",False,True,False,,
2802,"This ABC soap opera premiered in 1983 and centered around the blue collar Donovans and the blue-blood Aldens. It was set in the fictional town of Corinth Pennsylvania.
",Loving,General Hospital,Santa Barbara,Loving,All My Children
2803,"In what year was Lorelai from Gilmore Girls born?
",1968,1963,1965,1968,1969
2804,"On Gilmore Girls, at her wedding, Sookie walks down the aisle to this song.
",I Cant Get Started,"Sadie, Sadie, Married Lady",The Way You Look Tonight,I Only Have Eyes For You,I Cant Get Started
2805,"On the TV show Gilmore Girls, what book does Rory make Jess read, after he asked what that crazy woman was rambling about?
",The Fountainhead,The Owl,The Clan of the Cave Bear,Atlas Shrugged,The Fountainhead
