,Questions,Correct,A,B,C,D
480,"The hara, located approximately three inches below the navel, also know as this chakra.
",Orange,Orange,Green,Indigo,Pink
481,"The heart center located at the center of the chest is this color and controls the circulatory system, heart, lungs and entire chest area.
",Emerald Green,Blue,Emerald Green,Brown,Yellow
482,"The brow center is associated with a persons extra-sensory perception and inner vision.  It is represented by this color.
",Indigo,Green,Indigo,Amber,Pink
483,"This color is used to heal the solar-plexus, also known as the power center.
",Yellow,Red,Pink,Yellow,Violet
484,"How many major chakras are there?
",7,7,9,8,6
485,"Chakras are centers for this intangible quality.
",Energy,Emotion,Soul,Energy,Spirit
486,"Which German word means knowledge in English?
",Kenntniss,Kuchen,Kenntniss,Trinken,Antwort
487,"The German noun Frage means question in English.
",True,False,True,,
488,"How is the German word Arztin translated into English?
",Doctor,Doctor,Kitchen,Art show,Bathroom
489,"What is the English equivalent of the German phrase Woher kommen Sie?
",Where do you come from?,Where is that?,Where do you come from?,What is that?,What did she say?
490,"German and English have a lot in common, because they both belong to the group of Germanic languages. How is the question Wie alt sind Sie? translated into English?
",How old are you?,Where do you live?,How do you get there?,How do you do?,How old are you?
491,"What is the word for table in French?
",table,table,escritoire,chaise,armoire
492,"How do you say cat in French?
",chat,oiseau,chat,chien,cheval
493,"If I wanted to say the word pencil in French, what would I say?
",crayon,craie,gomme,stylo,crayon
494,"Count to five in French: un, deux, trois, quatre, ____. What is the missing number?
",cinq,huit,dix,cinq,cinquante
495,"What is the French word for snow?
",neige,pluie,soleil,neige,vent
496,"Which of these is the French word for peace?
",paix,confiance,bonheur,paix,amour
497,"What is the word for egg in French?
",oeuf,oeuf,quiche,jambon,crÃªpe
498,"How does one say cup in French?
",tasse,fourchette,assiette,tasse,cuillÃ¨re
499,"Youâ€™re in France and you want to tell someone that he has a nice tie. What is the word for â€œtie?â€
",cravate,cravate,chaussette,chaussure,chapeau
500,"What is the French word for sea?
",mer,chÃ¢teau,montagne,maison,mer
501,"Watch out! The road is under _____________.
",Construction,Construction,Water,Pressure,Age
502,"What does the Latin phrase Quidquid latine dictum sit, altum videtur mean?
",Anything said in Latin sounds profound,Latin is the mother of all languages,Every wise man should speak Latin,Anything said in Latin sounds profound,"You cannot see the truth, until you learn Latin"
503,"What does Ad astra per aspera mean in English?
",To the stars through hardships,Humankind aspires to reach the stars,One cannot reach a star,Rich people never smile,To the stars through hardships
504,"Julius Caesar once said veni, vidi, vici. What did he mean?
","I came, I saw, I conquered",To win is to see yourself winning,A good enemy is a dead enemy,A friend in need is a friend indeed,"I came, I saw, I conquered"
505,"What is vir in Latin?
",A man,A man,A virus,A human,An enemy
506,"What does Vae Victis mean?
",Woe to the conquered,Glory to the winners,Woe to the conquered,"If you win, you loose",Beware of the conqueror
507,"If your business partner says pacta sunt servanda, what does he/she mean?
",Agreements must be honoured.,Your business is finished.,Agreements must be honoured.,You are my slave now.,How can I serve you?
508,"To whom can you say Cura te ipsum!?
","To a doctor, when you do not agree with his/her diagnosis",To a policeman who arrests you,"To your partner, expressing your love","To a beggar, when you dont have any money","To a doctor, when you do not agree with his/her diagnosis"
509,"When they refer to future events in writing, some people use DV which stands for Deo volente. What does it mean?
",By Gods will,"While life is, hope is",God is (my) protector,God wills it,By Gods will
510,"When is it proper to say Nunc est bibendum?
",At a party,When you want to smoke,At a party,In court,At a catholic mass
511,"What does Roma locuta, causa finita est mean?
","Rome has spoken, the discussion is finished.",Rome wasnt built in a day.,"Rome has spoken, the discussion is finished.","When in Rome, do as the Romans do.",All ways lead to Rome.
512,"What is the meaning of sapiens?
","wise, reasonable",a mammal,"wise, reasonable",walking on two legs,human
513,"How can Nemo sine vitio est be translated into English?
",No one is without fault,No one is without fault,To sin is human,No-one is a judge in his own case,Fish dont have voice
514,"What is the missing part of the proverb Hatred is as blind as ...?
",Love,A mole,None of these,Love,Darkness
515,"Finish the proverb: Blood is thicker than ...
",Water,Sweat,Tears,Wine,Water
516,"What is the missing word in the popular proverb A stitch in time saves ...?
",Nine,Nine,Everybody,A dime,Thousands
517,"Complete the popular proverb: Tall oaks grow from ...
",Little acorns,Small saplings,Nutritious soil,Strong earth,Little acorns
518,"What is the missing part of the proverb, The ... wounds more than a lance?
",Tongue,Evil eye,Tongue,Hand,Word
519,"What is the end of the proverb Two wrongs dont make ...?
",A right,It easier,The world a better place,A right,A fight
520,"What is the missing part of the saying Make a silk purse out of a ...?
",Sows ear,Cows ear,Silk dress,Sows ear,Woolen sock
521,"What is the missing word of the proverb: A loaded ... makes no noise?
",Wagon,Train,Wagon,Gun,Horse
522,"What is the missing word from the popular saying A burnt child dreads the ...?
",Fire,Stove,Fire,Air conditioner,Match
523,"Complete the following proverb: Learn to walk before you ...
",Run,Run,Crawl,Speak,Leap
524,"Which word refers to the ancient Greek songs, performed by a chorus in honor of the Greek god, Dionysus?
",dithyramb,thriambos,dithyramb,thyrsus,tirsu
525,"Within the Olympian tradition, Dionysos was said to be the son of Zeus and which mortal woman?
",Semele,Semele,Medea,Metis,Leda
526,"In both Greek and Roman mythology Dionysus is known by what other name?
",Bacchus,Bacchus,Ares,Cadmus,None of these
527,"Which word refers to the ecstatic female worshippers of god Dionysos?
",maenads,maenads,satyrs,herms,sileni
528,"Dendrites is one of the epithets used for god Dionysus.
",True,False,True,,
529,"God Dionysus is viewed as the promoter of civilization, a lawgiver, and lover of peace.
",True,True,False,,
530,"Which word refers to the eating of raw flesh, a common practice in Dionysian worship?
",omophagia,ekstasis,sparagmos,enthousiasmos,omophagia
531,"These mythological half-man and half-goat creatures, which roamed the woods and mountains, were companions of Dionysus.
",satyrs,satyrs,centaurs,bacchaents,silenis
532,"Worshippers of god Dionysus often wore what type of attire over their shoulders?
",fawn skin,goat-skin,lions head,fawn skin,sheep-skin
533,"Anthesteria, a festival in honour of Dionysus, celebrated the maturing of the wine stored at the previous vintage, and the beginning of spring.
",True,False,True,,
534,"Which one of these goddesses is NOT similar to Aphrodite in some way?
",Saraswati,Saraswati,Turan,Inanna,Ishtar
535,"Was the lime tree goddess Aphrodites sacred tree?
",Yes,No,Yes,,
536,"Which one of these animals was NOT sacred for Aphrodite?
",Peacock,Dolphin,Swan,Sparrow,Peacock
537,"Which one of these names is not one of goddess Aphrodites surnames?
",Telaia,Dionaea,Anandymene,Acraea,Telaia
538,"According to Greek mythology, who was Adonia?
",The name of a festival to celebrate Adonis and Aphrodite,Adonis and Aphrodites daughter,Aphrodites servant,The name of a festival to celebrate Adonis and Aphrodite,Adonis and Aphrodites son
539,"Born in Barrow, Suffolk she studied to become one of the most important portrait painters in the 17th century.
",Mary Beale,Antoinette Bouzonnet-Stella,Mary Beale,Lucrina Fetti,Artemesia Gentileschi
540,"In her twenties, this Dutch painter became the only female member of the Haarlem painters guild and quickly adopted students of her own.
",Judith Leyster,Anne Killigrew,Judith Leyster,Giovanna Garzoni,Maria Sibylla Merian
541,"She is the only Flemish woman to have specialized in still-life painting as early as the beginning of the 17th century.
",Clara Peeters,Teresa Del Po,Maria Sibylla Merian,Louise Moillon,Clara Peeters
542,"She was arguably the most educated and most famous woman of the 17th century. She spoke Latin, modern European languages, Greek, Hebrew, Arabic, Syriac, Aramaic, and Ethiopian.  She also excelled in art, music and literature.
",Anna Maria van Schurman,Luisa Ignacia Roldan,Rachel Ruysch,Anna Maria van Schurman,Teresa Del Po
543,"This Swiss Neoclassicist painter was chosen to paint the portrait of Monsignor Nevroni, bishop of Como, before she turned 12.  Later, she became a distinguished portrait painter.
",Angelica Kauffmann,Elizabeth Blackwell,Angelica Kauffmann,Ann Bateman,Hester Bateman
544,"Born in London, she became the most important woman in the silver trade.  She and her husband made their reputation with silver in the popular French rococo style.
",Louisa Courtauld,Louisa Courtauld,Amelia Farnborough,Mary Ann Croswell,Marie Nicole Dumont
545,"This woman is referred to as the the most outstanding woman goldsmith of her generation . But this was not by chance - she was the daughter of the famous English silversmith Simon Pantin.
",Elizabeth Godfrey,Angelica Kauffman,Elizabeth Godfrey,Rebecca Emes,Anne Seymour Damer
546,"She was the predecessor of Madame Tussaud. She modelled wax figures of famous people.
",Patience Wright,Luisa Roldan,Frances Scott,Patience Wright,Caroline Watson
547,"Although she was very young in 1876,  she had great success painting the portrait of Sarah Bernhardt.
",Louise Abbema,Charlotte Bonaparte,Maria Bashkirtseff,Louise Abbema,Anna Bilinska
548,"The themes of this artist are feminist and political, depicting literary-historical figure groups and decorative female heads.
",Marie Spartali Stillman,Marie Spartali Stillman,Suzanne Valadon,Annie Swynnerton,Lilly Martin Spencer
549,"In Greek mythology the Cyclopes were the so called Olympians masons. They built the marvellous palace of the gods at the top of the highest mountain in Greece - Mount Olympus.
",True,False,True,,
550,"Why did Phaethon take Apollos chariot and ride off across the sky?
","He was taunted about his origin by Epaphus, a son of Zeus.",He wanted to take the place of his father Helios.,His mother Clymene drove him to take his fathers chariot.,He wanted to impress the Greek goddess Aphrodite because he was in love with her.,"He was taunted about his origin by Epaphus, a son of Zeus."
551,"What was the name of the mythological statue in which Pygmalion fell in love and eventually the statue became a woman?
",Galatea,Lachesis,Galatea,Echo,Leda
552,"What was the name of the Lithuanian god of the sky, earth, sea and all living creatures who decided to punish mankind and sent to the Earth the Spirit of water and the Spirit of wind?
",Praamzius,Praamzius,Jurate,Patrimpas,Perkunas
553,"What was the name of the Lithuanian god that can be compared to the Creek god of underworld, Hades?
",Pikulas,Saule,Pikulas,Menulis,Zemepatis
554,"According to Greek myths, this was the first robot which was made by Hephaestus to protect Crete.
",Talos,Rhadamanthys,Talos,Sarpedon,Minos
555,"In Finnish myths the Sampo was a magic artifact made by the blacksmith IImarinen for the sorceress Louhi of Pohjola. What kind of object was this artifact?
",a mill,a medallion,a mill,a sword,a ring
556,"According to Scandinavian mythology, the chaos will defeat the guardians of good and this catastrophe will bring the world to an end. What is the name of this final battle between evil and good, in which the gods will be outnumbered?
",Ragnarok,Heimdall,Ragnarok,Einherjar,Asgard
557,"This is the goddess of eternal youth, the guardian of the golden apples of youth in the Scandinavian mythology.
",Idun,Volla,Idun,Freya,Bragi
558,"According to a Polish legend, which city in Poland was named after a hero who defeated a fearful dragon?
",Cracow,Warsaw,Pornan,Torun,Cracow
559,"What state in the U.S. is commonly believed to have Spanish as an official language?
",New Mexico,New Mexico,Oregon,Nevada,Hawaii
560,"In what country in Africa is Spanish the official language?
",Equatorial Guinea,Libya,Angola,Nigeria,Equatorial Guinea
561,"What language is regarded as the biggest contributor to the Spanish language after English and Latin?
",Arabic,Persian,Turkish,Arabic,Hungarian
562,"Besides Espanol, Spanish language is also called Castellano.
",True,True,False,,
563,"This language, spoken by the Sephardic Jews, is a combination of Hebrew and Spanish.
",Ladino,Galician,Ladino,Basque,Catalan
564,"Spanish is one of the six official languages of the U.N.
",True,False,True,,
565,"What is the name of the institution responsible for regulating the Spanish language?
",Royal Spanish Academy,Department of Spanish,Royal Spanish Academy,Castillian association,Ministry of Spanish
566,"What did the Royal Spanish Academy rule in 1994?
",The consonants CH and LL would not be considered separate letters.,English words would not be accepted into the Spanish language.,The consonants CH and LL would not be considered separate letters.,Spanish should be the official language of Spain.,The term Castilian would not be used.
567,"The official languages of Haiti are Spanish and French.
",False,False,True,,
568,"In how many countries is Spanish the official language?
",21,21,15,32,12
569,"In the movie Rent which 4 of the 8 main characters have AIDS?
","Roger, Mimi, Collins, Angel","Roger, Maureen, Mark, Collins","Angel, Roger, Bennie, Maureen","Joanne, Mark, Bennie, Maureen","Roger, Mimi, Collins, Angel"
570,"What drug is Rent character Mimi addicted to?
",Heroin,Marijuana,Meth,Heroin,Cocaine
571,"What is the name of this song, featured in the movie Rent: Compassion, to fashion, to passion when its new.  To Sontag.  To Sondheim. To anything taboo. Ginsberg, Dylan, Cunningham and Cage. Lenny Bruce. Langston Hughes. To the stage. To Uta. To Buddha. Pablo Neruda, too. Why Dorothy and Toto went over the rainbow To blow off Auntie Em...?
",La Vie Boheme,Over The Rainbow,Auntie Em,La Vie Boheme,Famous People
572,"What is the name of the song that Maureen and Joanne sing to each other at their commitment ceremony in the film Rent?
",Take Me or Leave Me,Like It or Not,Take Me or Leave Me,Walk Away,Lesbian Love
573,"In the movie Rent, what is Marks relation to Maureen?
",They used to date.,They used to date.,They are cousins.,They are siblings.,They used to be married.
574,"What actor gained 55 pounds and learned how to box to bring the real-life story of boxer Jake La Motta to the screen?
",Robert De Niro,Robert De Niro,James Dean,Paul Newman,Marlon Brando
575,"In order to play insomniac Trevor Reznik in The Machinist, this actor lost 60 pounds in just a few months. Later he went from 130 pounds to 230 pounds in six months to play Bruce Wayne.
",Christian Bale,Christian Bale,Jake Gyllenhaal,Toby Mcquire,Matt Damon
576,"This actress gave you goose pimples when her character, Annie Wilkes, told writer Paul Sheldon, Im your number one fan. There is nothing to worry about. You are going to be just fine. Im your number one fan.
",Kathy Bates,Glen Close,Sharon Stone,Kathy Bates,Charlize Theron
577,"Paul Newman has starred in Cat on a Hot Tin Roof, Butch Cassidy and the Sundance Kid, Cool Hand Luke and The Sting. In what movie did Newmans character praise Fat Man, you shoot a great game of pool.?
",The Hustler,The Hustler,Slap Shot,The Color of Money,Hud
578,"What is grammaticalization?
",The conversion of a substantive word into an auxiliary word,The conversion of a pidgin language into a creole language,The gradual addition of grammar rules to a language,The process of learning the grammar of a language,The conversion of a substantive word into an auxiliary word
579,"Approximately how many spoken languages are there in the world today?
",6000,150,6000,10000,300
580,"What does the linguistics term creole mean?
","A language which is adopted from a pidgin language, but is more complex, with its own grammatical rules.",A dialect of French,"A language which is adopted from a pidgin language, but is more complex, with its own grammatical rules.",A person who speaks a pidgin,A person descended from slaves who lives in Louisiana
581,"What is Ebonics (also known as African American Vernacular and Black English)?
",A dialect of English,A dialect of English,Neither a language nor a dialect,A separate language in its own right,An artificial construct to satisfy some politicians ambitions
582,"Of all the languages in the world today, how many are written languages?
",200,1000,3000,500,200
583,"Which statement about English is true?
","It is a language related to German in structure, but with a great deal of French vocabulary.","It is a language related to German in structure, but with a great deal of French vocabulary.",It is descended primarily from the ancient Viking language.,It is In the same language family as Hungarian.,It is in the same language family as Chinese.
584,"Which one of the following languages is not in the same language family as the others?
",Finnish,Russian,English,Farsi (the language spoken in Iran),Finnish
585,"Which of the following languages is a highly inflected language?
",Russian,Mandarin,Japanese,English,Russian
586,"Sentence structure can be described in the following way: S=Subject. O=Object. V=Verb. There are 6 possible sentence structures: SVO (as English is), SOV (as German is), OSV, OVS, VSO, and VOS. Of these 6 possible sentence structures, which one has never been found to exist?
",None of these. All 6 have been found.,OVS,None of these. All 6 have been found.,OSV,VOS
587,"The word gargantuan is an eponym derived from a character, depicted by this 16th century French author.
",FranÃ§ois Rabelais,"Alexander Dumas, pÃ¨re",HonorÃ© de Balzac,Victor Hugo,FranÃ§ois Rabelais
588,"The term Quizling, which means a traitor, is derived from the name of Vidkun Quisling, who assisted Nazi Germany while serving as Minister-President of this country.
",Norway,Poland,Norway,Finland,Austria
589,"The name of the famous womanizer Giacomo Casanova has become synonymous with the art of seduction. Who wrote the book Histoire de ma vie which covers part of Casanovas life?
",Giacomo Casanova,Alexandre Dumas,Gustave Flaubert,Tirso de Molina,Giacomo Casanova
590,"Which of these musical instruments was named after a person?
",saxophone,saxophone,All of these,piano,clarinet
591,"What Ancient Greek lyric poet was born on the island of Lesbos from which the term lesbian is derived?
",Sappho,Herodas,Sappho,Euripides,Homer
592,"The word shylock, which refers to a ruthless moneylender, is derived from the name of a character appearing in what Shakespearean play?
",The Merchant of Venice,The Two Gentlemen of Verona,Measure for Measure,King Lear,The Merchant of Venice
593,"The phrase Herculean task, meaning a difficult task that requires great effort, originates from the stories of the Twelve Labors of the divine hero Hercules. Which of these is not one of the labors Hercules had to perform?
",Take fire from Mount Olympus,Clean the Augean stables in a single day,Take fire from Mount Olympus,Capture Cerberus,Slay the 9-headed Hydra
594,"The modern sandwich is possibly named after the 4th Earl of Sandwich, who allegedly ordered his servant to bring him meat tucked between two pieces of bread, as he was unwilling to leave this activity.
",gambling,playing chess,gambling,shooting birds,reading
595,"What is the origin of the word maverick, which refers for a person of independent views?
","It is derived from the name of Samuel Maverick, a Texan who lived in the 19th century.","It is derived from the name of a guitar, called Fender Maverick.","It is derived from the name of The Mavericks, a country music band.","It is derived from the name of Samuel Maverick, a Texan who lived in the 19th century.",It is derived from the western TV series Maverick.
596,"Which of these weapons, named after people, is colloquially known as The Gun That Won the West?
",Winchester rifle,Shrapnel shell,Kalashnikov,Gatling gun,Winchester rifle
597,"Yogic postures are know as this.
",Asanas,Mantra,Tantra,Asanas,Mudra
598,"Yoga originates from this country.
",India,India,Russia,Egypt,China
599,"The breathing exercises, pranayama help with this.
",All of the above,Calming you down,Refreshing you,Revitalizing your body,All of the above
600,"Yoga literally means this.
",Union,Lifting,Union,Exercise,Creation
601,"Each Yoga path is suited to a different temperament or approach to life.  How many different main paths are there in Yoga?
",4,1,3,4,2
602,"Bhakti Yoga is the path of this.
",Devotion or Divine Love,Action,Physical Control,Devotion or Divine Love,Wisdom
603,"That which enters the body is called Prana and that which leaves it is called Apana.  What does Prana mean?
",Life force,Light,Life force,Air,Body
604,"Which of these is a principle of Yoga
",All of the above,All of the above,Positive Thinking and  Meditation,"Proper Diet, Proper Relaxation",Proper Exercise
605,"Although in western culture she is known for the Dance of the Seven Veils, the Bible only says she danced for Herod. Her dancing pleased Herod so much that he promised her anything she wanted. What famous dancer asked for the head of John the Baptist?
",Salome,Salome,Judith,Jezebel,Bathsheba
606,"Considered by many to be one of the greatest American dancers, this Kirov Ballet dancer defected while touring in Canada in 1974. He became the Principle Dancer for the American Ballet Theatre. Which dancer played Carrie Bradshaws Russian boyfriend in Sex in the City?
",Mikhail Baryshnikov,Nijinsky,Alexander Gudunov,Rudolf Nureyev,Mikhail Baryshnikov
607,"Blue jean baby, LA lady, seamstress for the band is the beginning line in this Elton John song. Who is the Ballerina, you must have seen dancing in the sand?
",Tiny Dancer,Tiny Dancer,Suszanne,Billie Jean,Dancing Queen
608,"This American woman is often called the Mother of Modern Dance. She was a hit in Europe but many Americans disapproved of her life style and politics. Whose last words were reported to be Goodbye my friends, I am off to glory.
",Isadora Duncan,Ruth Page,Twyla Tharp,Ruth St. Denis,Isadora Duncan
609,"What is the name of the dancer described in the following lyrics?
", would dance for you , worn out shoes,"th silver hair, a ragged shirt, and baggy pants",e old soft shoe," jumped so high, jumped so high"
610,"She was the prima ballerina for the New York City Ballet from 1947 to 1960. She was married to George Balanchine, one of the greatest ballet choreographers of the 20th century, who wrote some of his most famous works for her. What famous ballerina danced Balanchines The Firebird and originated the role of the Sugar Plum Fairy in Balanchines The Nutcracker?
",Marie Tallchief,Heather Watts,Marie Tallchief,Agnes de Millie,Suzzane Farrell
611,"She came out strutting wearing only a button and a bow. But it was the grand finale that got the audience every time. She did a triple somersault and when she hit the ground, she winked at the audience and then she turned around. Who had a tattoo of a cowboy pictured on her spine that said Phoenix,  Arizona 1949?
",Little Egypt,Gypsy Rose Lee,Sally Rand,Little Miss Firecracker,Little Egypt
612,"What is the name of the dwelling place of the Norse gods?
",Asgard,Olympia,Atlantis,Asgard,Valhalla
613,"In Norse mythology, what kind of animals are Odins two companions that kept him informed of various events?
",ravens,eagles,wolves,ravens,bears
614,"What is Bifrost in North mythology?
",the rainbow bridge that leads to Asgard,the rainbow bridge that leads to Asgard,the serpent that kills Thor at Ragnarok,Odins great hall for fallen warriors,the wolf that kills Odin at Ragnarok
615,"The word Friday is derived from Frigg, the Norse goddess who was wife of Odin.
",True,True,False,,
616,"The main difference between Norse gods and gods of other cultures is that Norse gods are not immortal.
",True,True,False,,
617,"What does the Latin word spiro mean?
",Breathe,"Ghost, soul",Set on fire,Alcohol,Breathe
618,"What is the translation of the Latin saying Finis vitae sed non amoris?
",The end of life is not the end of love.,The end of life is not the end of love.,There is no life without love.,There is life even after there is no more love.,There is no love at the end of life.
619,"What does the Latin word bellum mean?
",War,Chime,Stomach,War,Beauty
620,"What is the meaning of the proverb Aquila non captat muscas?
",The eagle doesnt capture flies.,The wolf doesnt capture mouses.,The eagle doesnt capture flies.,The eagle gathers no moss.,Mouses are hard to catch even for a strong man.
621,"What does the word lupus mean?
",Wolf,Monster,Eagle,Bear,Wolf
622,"What does the Latin word felicitas mean?
",Happiness,Happiness,Oral,Emotion,Cat
623,"What is the translation of the saying Cui peccare licet peccat minus?
","One who is allowed to sin, sins less.",If you dont watch out you wont go far.,"One who is allowed to sin, sins less.","When one tries to harm others, he harms himself.","The less one knows, the better off they are."
624,"What does the Latin word copia mean?
",Abundance,Abundance,Copper,Spear,Replicate
625,"What does the Latin word nemo mean?
",Nobody,Nobody,Him,Man,Name
626,"What does the Latin phrase Dum spiro spero mean?
","While I breathe, I hope.",This is the spirit of hope.,Hope comes when you take a breath.,"While I breathe, I hope.",I hope my soul will live on.
627,"According to the legends, how many dogs did Artemis take with her while hunting?
",7,9,2,8,7
628,"The palm tree was sacred for Artemis because it is connected with her and her twin brother Apollos birth.
",True,False,True,,
629,"According to legends why did Artemis transform the hunter Actaeon into a stag?
",Because he spied her when she bathed and saw her naked.,Because he stole her bow.,Because he killed Artemis stag.,Because he refused to build her a temple.,Because he spied her when she bathed and saw her naked.
630,"The Temple of Artemis is one of Worlds Seven Wonders. Where is it located?
",Ephesus,Ephesus,Turkey,Sparta,Athens
631,"What is the meaning of goddess Artemis title Elaphebolus?
",Deer shooting,The virgin,Deer shooting,Queen of the beasts,The hunter
632,"Was Aeginaea the name given to Artemis by her worshippers in Sparta?
",Yes,Yes,No,,
633,"Which one of these names was given to Artemis by her worshipers in Athens?
",Agrotera,Apanchomene,Agrotera,Aetole,Aeginaea
634,"What did the archaic term strumpet refer to?
",A prostitute,A prostitute,An alcoholic beverage,A breed of dog now extinct,A musical instrument
635,"What does the word sylvan mean as an adjective?
",Of or pertaining to the woods,Civil in manner and speech,Sleek or glossy in appearance,That which has a silver color,Of or pertaining to the woods
636,"What does the term wench refer to?
",A young peasant girl,A medieval tool used for drilling holes in wood,A wrench used in medieval times,A slab or piece of wood used in constructing a house,A young peasant girl
637,"What did the archaic term prithee mean?
",An interjection used to express a polite request,An interjection used to express a polite request,A phallic symbol,A toilet,To predict something
638,"Which of these words is an adverb meaning away?
",avaunt,avaunt,hark,fie,avast
639,"What did the name Albion refer to?
",Great Britain,the planet Venus,Great Britain,Greenland,purgatory
640,"What did the term phlogiston originally refer to?
",None of these,A herb used to alleviate fevers by the ancient Greeks,An instrument of torture and interrogation used by the ancient Greeks,A type of wheel used on Roman chariots,None of these
641,"What did the archaic adjective anile mean?
",Of or like a senile old woman,Of or like a fox,None of these,Originating or from the Nile river,Of or like a senile old woman
642,"What is the meaning of the archaic word betwixt?
",Between,Rejected,Between,Dumbfounded or bewildered,Bewitched
643,"The archaic term puissant meant weak or wimpy.
",False,True,False,,
644,"What is the missing word in the popular saying: All is fair in love and ...?
",War,Politics,Care,Hatred,War
645,"Finish the popular proverb: A good example is the best ....
",Sermon,Advice,Teacher,Sermon,Favor
646,"What is the missing word in the popular proverb Dogs of the same street ... alike?
",Bark,Smell,Bark,Bite,Eat
647,"What is the missing first word in the popular saying ... is the father of wisdom?
",Experience,Experience,Pain,Time,Patience
648,"What is the missing part from the popular saying, ... are not made by sitting in the shade?
",Gardens,Big castles,Great things,Gardens,Biggest victories
649,"Finish the popular proverb: Necessity is the mother of ....
",Invention,Hunger,Hard work,Robbery,Invention
650,"What is the meaning of the popular saying, One good turn deserves another?
",Always return a favor.,If youve started something good its very hard to stop.,"If youve been lucky, try your luck once again.","If you enjoy something, dont stop doing it.",Always return a favor.
651,"How does the popular saying end: Pride comes before ...?
",A fall,You can feel it,Troubles,Wisdom,A fall
652,"What is the meaning of the popular proverb, Stolen fruit is the sweetest?
",One craves things that are forbidden.,The best things in life are free.,Anything is good as long as its free.,One craves things that are forbidden.,One appreciates things they havent paid for.
653,"What is the missing part from the popular saying, ... often gives a small thing a big shadow?
",Worry,Artificial light,Retelling a story,Worry,The sun
654,"What popular proverb does this refer to: A disposition towards inquiry deprived the feline of its vital state?
",Curiosity killed the cat,Dead men tell no tales,All cats are grey in the dark,Curiosity killed the cat,A cat has nine lives
655,"What popular saying could this be: There is illumination at the termination of the subterranean excavation?
",Theres a light at the end of the tunnel,Failure teaches success,It is always darkest before the dawn,Theres a light at the end of the tunnel,He who plays with fire gets burnt
656,"What popular proverb is hidden behind these words: The stylus is more potent than the claymore?
",The pen is mightier than the sword.,The pen is mightier than the sword.,Many hands make light work.,"Men make houses, women make homes.",Knowledge in youth is wisdom in age.
657,"What proverb could this refer to: Elementary sartorial techniques initially applied obviate the need for repetitive similar actions to the square of three?
",A stitch in time saves nine,A stitch in time saves nine,Look before you leap,Least said soonest mended,"Marry in haste, repent at leisure"
658,"Which of these popular proverbs means the opposite of Silence is golden?
",The squeaky wheel gets the grease,The squeaky wheel gets the grease,Loose lips sink ships,Walls have ears,"Saying is one thing, doing is another"
659,"Which of these proverbs the reverse of  Wise men think alike?
",Fools seldom differ,Fools seldom differ,An idle brain is the devils workshop,Birds of a feather flock together,There is a black sheep in every flock
660,"What saying is the opposite of Good things come in small packages?
",The bigger the better,The bigger the better,An empty purse frightens away friends,Half a loaf is better than none,All that glitters is not gold
661,"What is the missing word in the popular proverb, If you chase two ____  you will not catch either one?
",Rabbits,Deers,Rabbits,Tigers,Colds
662,"How does the popular proverb end: When the cats away, the mice ___ ?
",Play,Disobey,Play,Run astray,Get drunk
663,"What is the missing from the popular saying, One mans trash is another mans ...?
",Treasure,Joy,Gulash,Monster Bash,Treasure
664,"Which were the two authors of the 1955 Broadway play Inherit the Wind?
",Jerome Lawrence and Robert E. Lee,Jerome Lawrence and Robert E. Lee,Jerome Robbins and Robert E. Lee,Jerome Lawrence and Oliver Grant,Jerome Robbins and Oliver Grant
665,"Who wrote the screenplay for the 1960 Hollywood film Inherit the Wind?
",Nathan E. Douglas and Harold Jacob Smith,Nedrick Young and Billy Rose,Nathan E. Douglas and Harold Jacob Smith,Jerome Robbins and Harry Selrig,Harold Baines and John R. Diefenbach
666,"Where does the title of the play Inherit the Wind come from?
","The Bible, the Book of Proverbs","The Bible, the Book of Psalms","The Bible, the Book of Proverbs","The Bible, the Book of Job",Shakespeares The Tempest
667,"The story in the 1955 Broadway play Inherit the Wind is a fictionalized version of what famous event in US history?
",The 1925 Scopes trial,The 1945 Billy Mitchell trial,The 1915 Sacco and Vanzetti trial,The 1935 Roe vs Wade trial,The 1925 Scopes trial
668,"Who played Henry Drummond in the 1960 movie Inherit the Wind?
",Spencer Tracy,Harry Morgan,E.G. Marshall,Spencer Tracy,Gene Kelly
669,"In the real-life events on which the 1960 Broadway play Inherit the Wind was based, the defense lawyer was able to take the case pro bono because he made his money defending another client. Who was this rich client?
",Al Capone,Billy Mitchell,Al Capone,Roscoe Fatty  Arbuckle,Charlie Chaplain
670,"Who plays Mathew Harrison Brady in the 1960 movie Inherit the Wind?
",Frederick March,Frederick March,Gene Kelly,Harry Morgan,Dick York
671,"Who plays E.K. Hornbeck in the 1960 movie Inherit the Wind?
",Gene Kelly,"Noah Beery, Jr.",Gene Kelly,Frederick March,Harry Morgan
672,"Which actor portrays the defendant Benjamin T. Cates in the 1960 movie Inherit the Wind?
",Dick York,"Noah Beery, Jr.",Dick York,Gene Kelly,Harry Morgan
673,"Who produced and directed the movie Inherit the Wind?
",Stanley Kramer,Cosmo Kramer,Stanley Kramer,Billy Budd,Billy Rose
674,"Who did the color cinematography for the 1960 movie Inherit the Wind?
",No one,Warren Hoffman,Jimmy Boyd Smith,John Tomlinson,No one
675,"The real-life defendant, whose story was featured in the 1960 movie Inherit the Wind, spent his whole life in Dayton, Tennessee.
",False,False,True,,
676,"Tony Randall appeared in the 1955 Broadway play Inherit the Wind.
",True,False,True,,
