,Questions,Correct,A,B,C,D
692,"Who wrote the poem Break, Break, Break?
","Alfred, Lord Tennyson",Emily Bronte,Oliver Wendell Holmes,Elizabeth Browning,"Alfred, Lord Tennyson"
693,"Victorian poets Elizabeth Browning and Robert Browning were brother and sister.
",False,True,False,,
694,"Hans Christian Andersen was born on April 2, 1805. What was his nationality?
",Danish,Swiss,German,Flemish,Danish
695,"What kind of literary works did Hans Christian Andersen enjoy reading when he was a child?
",Dramatic works,Love stories,Gothic novels,Dramatic works,Poems
696,"What was the name of Hans Christian Andersens first story which was published in 1822?
",The Ghost at Palnatokes Grave,The Tinder Box,A Journey on Foot from Holmens Canal to the East Point of Amager,The Ghost at Palnatokes Grave,The Princess and the Pea
697,"Which of these statements is true about the childhood of Hans Christian Andersen?
",All of these,He wasnt a very good student.,He suffered from dyslexia.,He was often abused.,All of these
698,"What present did Hans Christian Andersen receive from King Frederick VI in 1833?
",A traveling grant,A scholarship,A mansion,A traveling grant,A boat
699,"Which of these fairy tales by Hans Christian Andersen starts with a woman who longs to have a child and is given a magic seed by a witch?
",Thumbelina,The Angel,The Wild Swans,The Princess and the Pea,Thumbelina
700,"From which Hans Christian Andersens fairy tale are the characters Kai and Gerda?
",The Snow Queen,The Steadfast Tin Soldier,The Red Shoes,The Little Mermaid,The Snow Queen
701,"What unforgettable character from the novel David Copperfield by Charles Dickens is believed to be based on Hans Christian Andersens personality and appearance?
",Uriah Heep,Edward Murdstone,David Copperfield,James Steerforth,Uriah Heep
702,"Which of these fairy tales by Hans Christian Andersen ends with the death of a poor girl in the streets?
",The Little Match Girl,The Little Match Girl,The Shadow,The Happy Family,The Story of a Mother
703,"In the harbor of Copenhagen there is a statue of this enchanting character created by Hans Christian Andersen.
",The Little Mermaid,The Little Mermaid,The Little Match Girl,The Ugly Duckling,The Snow Queen
704,"Name the headstrong and sharp-tongued woman whose feisty spirit is tamed by Petruccio in Shakespeares comedy The Taming of the Shrew?
",Katherina (Kate),Ophelia,Bianca,Cordelia,Katherina (Kate)
705,"What Shakespearean character, who is the epitome of honesty and loyalty, is disinherited by her father, King Lear?
",Cordelia,Goneril,Regan,Cordelia,MIranda
706,"What Shakespearean heroine elopes with a man of a different race and later becomes an innocent victim of his wrath?
",Desdemona,Imogen,Ophelia,Anne,Desdemona
707,"What Shakespearean character is resented by her son for marrying her husbands brother, Claudius?
",Queen Gertrude,Lady Macbeth,Elizabeth Woodville,Lady Anne Neville,Queen Gertrude
708,"Having survived a shipwreck, this character from the comedy Twelfth Night poses as a boy, named Cesario, and enters the service of Duke Orsino.
",Viola,Viola,Bianca,Cordelia,Olivia
709,"In a sleepwalking scene, depicted in one of the most popular Shakespearean tragedies, this Queen of Scotland, suffering from a guilty conscience, cries Out, damned spot!
",Lady Macbeth,Queen Gertrude,Imogen,Isabel,Lady Macbeth
710,"How does young Juliet Capulet die in Shakespeares tragedy Romeo and Juliet?
",She stabs herself with a dagger.,She swallows poison.,She drowns herself.,She stabs herself with a dagger.,She is poisoned by Rosaline.
711,"In Shakespeares history play Richard III, this lady asked Richard, Did you not kill my husband? and got the following reply: Your beauty which did haunt me in my sleep could make me undertake the death of all the world.
",Lady Anne,Margaret of Anjou,Queen Elizabeth,The Duchess of York,Lady Anne
712,"What Shakespearean tragic heroine is advised by her father to lock herself from Hamlets resort?
",Ophelia,Gertrude,Viola,Rosaline,Ophelia
713,"Which Shakespearean heroine is not correctly matched with the play in which she appears?
",Titania - Twelfth Night,Titania - Twelfth Night,The Three Witches - Macbeth,Beatrice - Much Ado About Nothing,Lady Capulet - Romeo and Juliet
714,"In Calla Bryn Sturgis, in the book Wolves of the Calla, the ka-tet meet a priest who, together with most of the townsfolk, asks them to protect them against the Wolves. What is the priests name?
",Father Callahan,Father Brautigan,Father Callahan,Father ONeill,Father Ted
715,"The priest in the novel Wolves of the Calla has appeared previously in which Stephen King novel?
",Salems Lot,Cujo,Pet Sematary,Salems Lot,Carrie
716,"The crystal ball in the novel Wolves of the Calla is used by Roland and his ka-tet to travel to 1977 to a borough of New York. Which Borough did they travel to?
",Manhattan,Queens,New Jersey,Brooklyn,Manhattan
717,"In the novel Wolves of the Calla, Roland and the ka-tet team travelled to New York to protect what?
",A single red rose growing in a vacant lot,"Eddies brother, Henry, from a drug dealer",The headquarters of the Tet Corporation,Prevent Jake from being killed by Jack Mort,A single red rose growing in a vacant lot
718,"Susannah begins to undergo yet another change of character in Wolves of the Calla. What is this characters name?
",Mia,Coral,Rhea,Mia,Susan
719,"When the priest first appeared near Calla Bryn Sturgis in the book Wolves of the Calla, he was found by a religious group. What is their name?
",Manni,Wolves,Taheen,Manni,Crimson Acolytes
720,"Why are the Wolves such a problem to the people of Calla Bryn Sturgis in the novel Wolves of the Calla?
",They abduct one twin of a pair from a family whenever they appear.,They always beat the Bryn Sturgis soccer team when they visit.,They have awful table manners.,"They come down from the mountains and kill all of the sheep, which are the main livestock in the area.",They abduct one twin of a pair from a family whenever they appear.
721,"The Wolves in the novel The Wolves of the Calla have an arsenal of weapons, including hand-grenades called what?
",Sneetches,Landies,Starbombs,Sneetches,Loopers
722,"This  type of  poem is usually a long poem that tells the story of a significant event or a significant persons life.
",Epic Poetry,Hokku,Lyric Poetry,Epic Poetry,Iamb
723,"This type of poem consists of 14 lines with this rhyme pattern: abba cddc effe gg
",Sonnet,Acrostic,Sonnet,Ode,Strophe
724,"Which word means a set of two lines in a poem?
",couplet,iamb,caesura,bisody,couplet
725,"This type of poem is one that is relatively short and tells a story.
",Narrative poem,Prosdic poem,Lyric poem,Narrative poem,Epode
726,"In this type of poem, the first letters of each line help give the meaning of the poem.
",Acrostic,Iamb,Ode,Lyric,Acrostic
727,"This is a type of Japanese poem that is made of three parts; the first has five syllables, the second seven and the third have five.
",Haiku,Hokku,Haiku,Jintishi,Basho
728,"This is a type of Chinese poetry .
",Jintishi,Rubiyat,Hokku,Haiku,Jintishi
729,"This expression means an audible pause that breaks up a line of poetry.
",Caesura,Rubiyat,Hokku,Shwa,Caesura
730,"This  type of poem is typified by a great poem by Omar Khayyam
",Rubiyat,Jintishi,Haiku,Hokku,Rubiyat
731,"In which book by Mark Twain does the following phrase appear:  Lead us into temptation?
",The Man That Corrupted Hadleyburg,The Prince and the Pauper,A Connecticut Yankee in King Arthurs Court,The Man That Corrupted Hadleyburg,The Mysterious Stranger
732,"I wish I owned half of that dog.  Why? somebody asked.  Because I would kill my half is a conversation from what book by Mark Twain?
",Puddnhead Wilson,Puddnhead Wilson,The Adventures of Tom Sawyer.,The Autobiography of Mark Twain,Life on the Mississippi
733,"What Mark Twain book is the following quote from: Tom lost his temper.  I notice a person most always does thatâ€™s got laid out in an argument. He told us to shut up.?
",Tom Sawyer Abroad,Innocents Abroad,Captain Stormfield Visists Heaven,Tom Sawyer Abroad,The Adventures of Tom Sawyer
734,"From which Mark Twain book does the following line come: â€œI never felt so filled with a blessed peace as I did yesterday - when I learned that Michangelo was dead.?
",The Innocents Abroad,The Prince and the Pauper,Roughing it,Life on the Mississippi,The Innocents Abroad
735,"What book by Mark Twain is the following excerpt from: If man could be crossed with a cat - it would improve man - but it would deteriorate the cat.?
",The Autobiography of Mark Twain,The Autobiography of Mark Twain,Puddnhead Wilson,Life on the Mississippi,Huckleberry Finn
736,"The difference between a cat and a lie is that the cat only has nine lives. Which book by Mark Twain is this quote from?
",Pudd nhead Willson,Pudd nhead Willson,Tom Sawyer,Roughing It,The Innocents Abroad
737,"What book does the following quote come from: You dont know me without you have read a book by the name of The Adventures of Tom Sawyer, but that aint no matter. ?
",Huckleberry Finn,Huckleberry Finn,The Gilded Age,Letters From the Earth,Life on the Mississippi
738,"I came in with Halleys Comet...it will be the greatest disappointment of my life if I dont go out with it. is a quote from what book by Mark Twain?
",The Autobiography of Mark Twain,The Autobiography of Mark Twain,Tom Sawyer,The Gilded Age,Letters From the Earth
739,"What Mark Twain book is the following line from: All right, then, Ill go to hell!?
",Huckleberry Finn,Life on the Mississippi,Huckleberry Finn,Captain Stormfield Visits Heaven,The Diary of Adam and Eve
740,"What book by Mark Twain does this quote come from: In mans heaven...it shall contain each and every thing that is repulsive to a man, and not a single thing he likes....it pays no compliment to the intellect...in fact never even mentions it. ?
",Letters From the Earth,Letters From the Earth,Roughing It,The Innocents Abroad,Huckleberry Finn
741,"Which poet wrote the poems The Germ, Listen, A Word to Husbands, and Very Like a Whale?
",Ogden Nash,Ogden Nash,W. H. Auden,C. Day Lewis,Langston Hughes
742,"Which of the following poems was not written by C. Day Lewis?
",The Unknown Citizen,Almost Human,The Unknown Citizen,Newsreel,"Come, Live With Me And Be My Love"
743,"Gwendolyn Brooks wrote all of the following poems except one. Can you find the odd one out?
",The Ballad of Sue Ellen Westerfield,We Real Cool,The Ballad of Sue Ellen Westerfield,Way Out Morgan,The Chicago Defender Sends A Man To Little Rock
744,"All of these poems were written by Allen Ginsberg except one. Which one was written by poet James Dickey?
",The Beholders,My Sad Self,Howl,The Beholders,A Supermarket in California
745,"This poet wrote the poems Moss Gathering and My Papas Waltz in 1948 and Elegy for Jane in 1953.
",Theodore Roethke,Theodore Roethke,Gwendolyn Brooks,Robert Hayden,Elizabeth Bishop
746,"Which of these poems was not written by Robert Lowell?
",Digging for China,For the Union Dead,The Mouth of the Hudson,Grandparents,Digging for China
747,"Which poet wrote the poems Still I Rise, I Know Why the Caged Bird Sings, and Remembrance?
",Maya Angelou,Elizabeth Bishop,Gwendolyn Brooks,Anne Sexton,Maya Angelou
748,"Which 20th century poet wrote the phrase Candy is Dandy, But Liquor is Quicker?
",Ogden Nash,Ogden Nash,James Dickey,Dylan Thomas,Allen Ginsberg
749,"John Steinbeck was born in 1902 in this city.
","Salinas, California",New York City,"Salinas, California","Moscow, Soviet Union","Heiligenhaus, Germany"
750,"Which of the following books by John Steinbeck won a Pulitzer prize?
",The Grapes of Wrath,East of Eden,none of these,Of Mice and Men,The Grapes of Wrath
751,"Name the sequel to John Steinbecks 1945 book Cannery Row.
",Sweet Thursday,The Pearl,The Wayward Bus,East of Eden,Sweet Thursday
752,"What was John Steinbecks first published novel?
",Cup of Gold,Tortilla Flat,The Red Pony,Cup of Gold,The Pastures of Heaven
753,"In 1960 John Steinbeck set off on a trip around America, which he described in a book. What name did Steinbeck give to the vehicle he used during the trip?
",Rocinante,America,Rocinante,Charley,Don Quihote
754,"Upon its publishing in 1939 this book by John Steinbeck was banned from public schools and libraries in a lot of places in America.
",The Grapes of Wrath,To a God Unknown,In Dubious Battle,The Moon Is Down,The Grapes of Wrath
755,"During World War II John Steinbeck worked as a war correspondent for this newspaper.
",New York Herald Tribune,New York Herald Tribune,San Francisco Chronicle,The New York Times,Los Angeles Times
756,"George Milton and Lennie Small were characters in which book by John Steinbeck?
",Of Mice and Men,The Wayward Bus,Of Mice and Men,The Pearl,Cannery Row
757,"Which of the following women was not married to John Steinbeck?
",Mary Steinbeck Dekker,Carol Henning Steinbeck Brown,Elaine Anderson Scott Steinbeck,Gwyndolyn Conger Steinbeck,Mary Steinbeck Dekker
758,"What prize did John Steinbeck receive in 1962?
",Nobel Prize for Literature,New York Drama Critics Circle Award,Nobel Prize for Literature,Commonwealth Club of California Gold Medal for Best Novel by a Californian,Pulitzer Prize Fiction Award
759,"He graduated from Harvard in 1916. He wrote The Enormous Room (1922) about a prison camp during WWI.
",e.e. cummings,Gary Porter,e.e. cummings,Robert Frost,Ernest Hemingway
760,"He is largely considered to be the most popular American poet of the 19th century as well as the first professional American poet.
",Henry Wadsworth Longfellow,Nathaniel Hawthorne,Edgar Allen Poe,Robert Frost,Henry Wadsworth Longfellow
761,"She was born in 1830 in Amherst, Massachusetts, and bore the same first name as her mother.
",Emily Dickinson,Jane Austin,Emily Dickinson,Sylvia Plath,Elizabeth Barrett Browning
762,"He was born in 1902 in Joplin, Missouri and began writing in the 8th grade even though his father discouraged him.
",Langston Hughes,Thurgood Marshall,E.G. Marshall,Langston Hughes,Barnard Hughes
763,"She wrote Cold Comfort in 1986 and A Space Filled with Movement in 1992.
",Maggie Anderson,Maggie Anderson,Louise McNeil,Maude Anderson,Louisa Mae Alcott
764,"Writer and artist Edward St. John Gorey was born on February 22 in what year?
",1925,1915,1925,1935,1920
765,"Edward Gorey, who gained fame for his illustrative and writing abilities, did not have any formal art education at all.
",False,True,False,,
766,"Writer and illustrator Edward Gorey was fond of animals, which were also the subject of some of his works. What pets did Gorey keep in his house?
",cats,ferrets,lizards,cats,dogs
767,"Writer and artist Edward Gorey never married.
",True,True,False,,
768,"Edward Gorey won a Tony Award for Best Costume Design for the 1977 Broadway production Dracula.
",True,True,False,,
769,"Writer and artist Edward Gorey died at the age of 75 at his home in Cape Cod. What caused his death?
",Heart Attack,Prostate Cancer,Car Accident,Heart Attack,Natural causes-old age
770,"What are the names of Rolands mother and father in The Dark Tower series?
",Gabrielle and Steven,Gabrielle and Roland,Gillian and Roland,Gabrielle and Steven,Gillian and Steven
771,"Which of the following Steven King books is not connected to the Dark Tower series?
",They are all connected.,Salems Lot,They are all connected.,The Eye of the Dragon,Rose Madder
772,"What was the name of the book that contained the short story The Little Sisters of Eluria, a prequel to The Gunslinger?
",Everythingâ€™s Eventual,Nightmares and Dreamscapes,Skeleton Crew,Everythingâ€™s Eventual,Different Seasons
773,"John Farson was the gunslinger who brought down the Affiliation in The Dark Tower series.
",False,False,True,,
774,"Oscar Wilde is associated with this art movement that began in the late Victorian period and is considered to have ended with Oscar Wildes trial in in 1895.
",Aestheticism,Art Nouveau,Neo-Classicism,Symbolism,Aestheticism
775,"Oscar Wilde was imprisoned for two years after being convicted of this crime.
",gross indecency,treason,domestic abuse,gross indecency,sexual assault
776,"This literary work, whose preface ends with the sentence, All art is quite useless, is Oscar Wildes only published novel.
",The Picture of Dorian Gray,A Woman of No Importance,The Importance of Being Earnest,The Picture of Dorian Gray,The Canterville Ghost
777,"What drama film, starring Scarlett Johansson as Meg Windermere, is based on Oscar Wildes play Lady Windermeres Fan?
",A Good Woman,A Good Woman,The Nanny Diaries,The Other Boleyn Girl,Lost in Translation
778,"This Oscar Wilde tragedy, originally written in French in 1891, was banned in England until 1931.
",Salome,A Florentine Tragedy,Salome,"Vera; or, The Nihilists",An Ideal Husband
779,"While in prison Oscar Wilde wrote De Profundis, an extended letter in which he expressed his bitter criticism towards this English author, better known as Wildes intimate friend.
",Lord Alfred Douglas,Lord Alfred Tennyson,Lord Alfred Douglas,Matthew Arnold,Robert Seymour Bridges
780,"Which characters created by Oscar Wilde are not correctly paired with the literary work?
","Salome - Simone Grosso, Beatrice","The Picture of Dorian Gray - Basil Hallward, Sybil Vane","Lady Windermeres Fan - Mrs Erlynne, Lord Darlington","The Importance of Being Earnest - Gwendolen Fairfax, Algernon (Algy) Moncrieff","Salome - Simone Grosso, Beatrice"
781,"Name the witty nobleman who conveys to Dorian Gray his view of indulgent hedonism in one of Oscar Wildes most famous works?
",Henry Wotton,Henry Wotton,Basil Hallward,Alan Campbell,James Vane
782,"The death penalty is the main theme of this poem by Oscar Wilde which contains the following often quoted lines:
",t each man kills the thing he loves," each let this be heard,","me do it with a bitter look,","me with a flattering word,","e coward does it with a kiss,"
783,"Complete the following statement made by one of Oscar Wildes characters: Nothing makes one so vain as being told one is ..............
",a sinner,a genius,beautiful,a sinner,a good lover
784,"The novel The Dark Tower begins where Song of Susannah left off.
",True,False,True,,
785,"In the book The Dark Tower, Susannah becomes physically separated from Mia and gives birth to Mordred, while Mia is killed by a group of vampires.
",False,False,True,,
786,"In Stephen Kings novel The Dark Tower, Mordred has the ability to transform himself into what type of creature?
",Spider,Spider,Wolf,Crow,Snake
787,"Once reunited in the book The Dark Tower, the ka-tet travel to a town called Fedic to stop the activity of a group of individuals who use their psychic powers to break apart the beams that hold the Dark Tower and Mid-World together. What is the name given to this group of psychics?
",Breakers,Breakers,The Great Old Ones,Sanitisers,Crimson Acolytes
788,"Which member of the ka-tet is mortally wounded in The Dark Tower in the battle to free the psychics of Fedic?
",Eddie,Oy,Eddie,Jake,Susannah
789,"In the final novel of The Dark Tower series, Jake, Roland and Oy travel to Maine in 1999 to do what important task?
",Save the life of Stephen King,Deliver a rose to Jakes dying mother,Open the Tet Corporation Tower,Close a tear between the worlds that was causing strange creatures to enter 1999,Save the life of Stephen King
790,"On their travels in the book The Dark Tower, the ka-tet come to a place called ODDS LANE (the S had been added by hand). The only person who lived here was an old guy who called himself Joe Collins, but what was his real name?
",Dandelo,Dandelo,Cuthbert,Walter,Pennywise
791,"In the novel The Dark Tower, in Joe Collins basement the ka-tet discover a young man named Patrick Danville imprisoned in a cage. What particular skill does Patrick have?
",He is a gifted artist whose drawings become reality.,He is blind and cannot be influenced by the all-seeing eye of The Crimson King.,He can travel between worlds simply by thinking about them.,He can block the destructive thoughts of the psychics who are destroying the Beams.,He is a gifted artist whose drawings become reality.
792,"When close to his goal, The Dark Tower, Roland is attacked by Mordred. Who saves Rolands life, but dies in the process?
",Oy,Eddie,Oy,Jake,Susannah
793,"In The Dark Tower, Stephen King urges the reader to stop reading at a certain point in the book and not go any further.
",True,False,True,,
794,"Driven by jealousy, anguish and ambition, this character from a history play by Shakespeare uttered the words, I am determined to prove a villain / and hate the idle pleasures of these days.
",Richard III,Henry V,King Lear,Claudius,Richard III
795,"What Shakespearean character usurped the throne by murdering his brother and then married the late kings widow?
",Claudius,Julius Caesar,Claudius,Polonius,Iago
796,"Name the Scottish King whom Macbeth murdered, led by his thirst for power and desire to obtain the throne.
",King Duncan,King Duncan,King Malcolm II,King Henry,King Kenneth
797,"This character, often regarded as one of Shakespeares most malevolent villains, is an expert manipulator, who states, I am not what I am.
",Iago,Polonius,Claudius,Cassius,Iago
798,"This complex Shakespearean character, who is a villain at one point and a victim at another, demanded a pound of flesh and rendered no mercy.
",Shylock,Horatio,Tubal,Antonio,Shylock
799,"This character, who commits a number of villainous acts throughout the course of the play King Lear, is the illegitimate son of the Earl of Gloucester.
",Edmund,Edmund,Antonio,Edgar,Philip
800,"What character from the play Julius Caesar incites the conspiracy against Caesar and plays a leading role in his assassination?
",Cassius,Brutus,Taurus,Arviragus,Cassius
801,"Name King Lears brutal son-in-law who gouged out Gloucesters eyes in Shakespeares tragedy King Lear.
",Duke of Cornwall,Duke of Burgundy,Edmund,Earl of Kent,Duke of Cornwall
802,"In the play Cymbeline, this dishonest Roman soldier tricked Posthumos into believing that he had seduced his wife, Imogen.
",Iachimo,Iachimo,Philario,Brutus,Cassius
803,"In what Shakespearean comedy did Don John acknowledge, though I cannot be said to be a flattering honest man, it must not be denied but I am plain-dealing villain?
",Much Ado About Nothing,The Comedy of Errors,Much Ado About Nothing,The Taming of the Shrew,Measure for Measure
804,"Why does the group of eco-terrorists, featured in the book Ark Angel, call themselves Force Three?
",The Earth is the third nearest planet to the sun.,It does not say.,The Earth is the third nearest planet to the sun.,The group has three main goals.,"When the group was created, there were three members in it."
805,"In the book Ark Angel, what are the nicknames Alex Rider gives to the four men who break into St. Dominics hospital looking for Paul Drevin?
","Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Steel Watch, Silver Tooth","Combat Jacket, Spectacles, Steel Watch, Silver Tooth","Canvas Jacket, Spectacles, Metal Watch, Silver Tooth","Combat Jacket, Spectacles, Metal Watch, Steel Tooth"
806,"Fictional character Alex Rider says that the leader of Force Three has what parts of the world tattooed on the back of his head?
",Russia and China,Brazil and West Africa,Russia and China,The US and Canada,Europe
807,"In the novel Ark Angel, what natural disaster does Alex Rider think would occur if the leader of Force Three was to sneeze?
",Earthquake,Landslide,Earthquake,Tsunami,Volcanic Eruption
808,"In the sixth book in the Alex Rider series, what were Force Three going to send with the ransom note to Nikolei Drevin in order to show him that they meant business?
",One of their captives fingers.,One of their captives toes.,A picture of their captive.,A lock of their captives hair.,One of their captives fingers.
809,"In Ark Angel, after Force Three find out that the boy they captured is not Paul Drevin, but Alex Rider, they try to kill him by doing what?
",They lock Alex in a room and set the building aflame.,They lock Alex in a room and leave him there to starve to death.,They lock Alex in a room and leave a time bomb right outside.,They lock Alex in a room and weaken the supports of the building so that it falls down.,They lock Alex in a room and set the building aflame.
810,"What was the name of Alexs guardian in the novel Ark Angel?
",Jack Starbright,Mrs. Jones,Alan Blunt,Jack Starbright,Diana Meacher
811,"Jack Starbright, a recurring character in the Alex Rider books, enjoys cooking.
",False,True,False,,
812,"Living a life of self imposed isolation due to self doubt, fictional Navy officer Hornblower still considered one fellow officer his friend. Who was he?
",Lt. Bush,Capt. Jack Aubrey,Stephen Maturin,ABS Brown,Lt. Bush
813,"One aspect of the physical constitution of fictional officer Hornblowers isolates him from a simple human pleasure. What is it?
",Tone deafness prevents Hornblower from enjoying or even comprehending music.,Hornblower has no sense of smell or taste resulting in joyless eating.,Poor eyesight and color blindness result in his inability to comprehend beauty and art.,"Dyslexia, or a dyslexia-like condition, prevents Hornblower from being able to read and write.",Tone deafness prevents Hornblower from enjoying or even comprehending music.
814,"What was the name of the first wife of fictional British Royal Navy officer Horatio Hornblower?
",Maria,Penny,Maggie,Mildred,Maria
815,"Which of these is true about the second wife of fictional British Royal Navy officer Horatio Hornblower?
","She is the sister of Anglo-Irish statesman Arthur Wellesley, the future victor at Waterloo and Duke of Wellington.","She is the sister of Marie Antoinette, infamous for excesses, and executed early in the French Revolution.","She is the sister of Anglo-Irish statesman Arthur Wellesley, the future victor at Waterloo and Duke of Wellington.","She is the widow of Horatio Nelson, hero of the Nile and Trafalgar.",She is the illegitimate daughter of Benjamin Franklin.
816,"During the Peace of Amiens,â€ fictional adventure series character Hornblower is beached and penniless. How does Hornblower make ends meet during this period?
",Playing whist,Gambling on horses,Playing whist,Prize fighting,Working as a fishing boat captain
817,"Fictional officer Horatio Hornblower is dispatched round the Horn to assist the Spanish in the Pacific. Hornblower meets and assists a despotic, psychopathic Spanish commander. What is his name?
",El Supremo,Hugo Chavez,Augusto Pinochet,El Supremo,El Rey Del Mundo
818,"Where does fictional character Stephanie Plum live?
","Trenton, New Jersey","Philadelphia, Pennsylvania","Albany, New York","San Francisco, California","Trenton, New Jersey"
819,"What is the occupation of Janet Evanovichs character Stephanie Plum?
",bounty hunter,bounty hunter,police officer,spy,pastry chef
820,"Fictional character Stephanie Plum is employed by her cousin.
",True,False,True,,
821,"In the Stephanie Plum series of novels, what is the name of the plus-sized black woman who sometimes is Stephanies partner?
",Lula,Latasha,Lula,Lila,Laila
822,"In Janet Evanovichs series of books, Stephanie Plums relationship with her boyfriend is often overshadowed by her crush on this character.
",Ranger,Vinnie,Alex,Ranger,Alfred
823,"Stephanie Plum has different cars throughout the various novels. However, the one that used to belong to her Uncle Sandor was affectionately called by this name.
",Big Blue,Big Bertha,Big Ben,Big Betsy,Big Blue
824,"In the Stephanie Plum series of books, Stephanies mother approves of her job as a bounty-hunter.
",False,False,True,,
825,"Stephanie Plums eccentric Grandma Mazur has a weird obsession with attending viewings at the local funeral parlor.
",True,True,False,,
826,"What is the job of Stephanies boyfriend in the Stephanie Plums series of novels?
",a police officer,a police officer,a lifeguard,an EMS,a firefighter
827,"How many children does Harry Potter have as revealed in the last book of the harry Potter series?
",3,1,3,5,4
828,"Harry Potter kisses Cho Chang.
",True,False,True,,
829,"Harry Potter marries Hermione in the last book of the series.
",False,True,False,,
830,"Who does Hermione Granger kiss in the Battle of Hogwarts, in the final book of the Harry Potter series?
",Ron,None of these,Harry,Ron,Krum
831,"What year were fictional characters Harry Potter and Ron Weasley born?
",1989,1990,1982,1989,1985
832,"Harry Potter once kissed Luna Lovegood.
",False,False,True,,
833,"In what book of the Harry Potter series do Harry and Ginny kiss for the first time?
",Harry Potter and the Half Blood Prince,Harry Potter and the Order of the Phoenix,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Deathly Hallows,Harry Potter and the Half Blood Prince
834,"What potion do Harry Potter, Ron Weasley and Hermione Granger use to infiltrate the Ministry of Magic?
",Polyjuice Potion,Amortentia,Draught of Living Death,Polyjuice Potion,Felix Felicis
835,"Which student does Slughorn Horace NOT favour in the Harry Potter series?
",Ron,Harry,Ron,Zabini,Hermione
836,"What character does Harry Potter first meet at Madam Malkins?
",Draco,Ron,Dudley,Draco,Ginny
837,"In The Silmarillion, Morgoth was a corrupt Ainu, a servant of Iluvatar, responsible for much evil on Middle Earth. What was his original name?
",Melkor,Melion,Mordred,The Evil One,Melkor
838,"The epic love story in The Silmarillion held great significance to Tolkien himself. This is evident by the fact that the names of the two lovers were engraved upon the tombstones of J.R.R. and his wife, Edith. What were these names?
",Luthien and Beren,Tuor and Idril,Thingol and Melian,Perseus and Andromeda,Luthien and Beren
839,"What was the name of the Great Elven Prince of the Noldor who created the Silmarils described by J. R. Tolkien?
",Feanor,Fingon,Fangorn,Feanor,Finarfin
840,"In The Silmarillion, the Elves call themselves this, meaning The Speakers, signifying their value of communication.
",Quendi,Quenya,Quendi,Quizlings,Quintet
841,"Known as the Wildman of the Woods, this tragic hero, described in The Silmarillion, was cursed by Morgoth because his father refused to reveal the location of the secret Elvin kingdom of Gondolin.
",Turin,Turok,Tuor,Turgon,Turin
842,"What transgression did fictional character Melkor commit to warrant the revenge of the Valor?
",Creation fo the Orcs,Creation fo the Orcs,Seduction of the men of Numenor,Creation of the Balrogs,Deception of the Elves
843,"In Tolkiens writings, Numenor was created as a reward to men by the Valar for their part in the War of the Silmarills. The first king was the son of Earendil, a mortal, and Elwing, an Elf, and brother to Elrond. Who was he?
",Elros,Elros,Elendil,El Cid,Elfin
844,"What are the names of the Three Kindreds of Elves in Toliens fictional universe?
","Vanya, Noldor , and Teleri","Tanya, Ronald, and Valeri","Noldor, Baldar, and Teleporn","Vanya, Noldor , and Teleri","Vanwe, Manwe, and Elwe"
845,"At the time of the fictional War of the Ring, who were the only surviving leaders of the Noldor?
",Galadriel and Celeborn,Celebrimbor and Cirdan,Gil-galad and Celegorm,Galadriel and Celeborn,Elrond and Celebrian
846,"In Tolkiens book The Silmarillion, the kings of Numenor increasingly became rebellious against the Valar and mounted an attack against them. The result was that the island of Numenor sank into the sea. What was the reason for their revolt?
",They lusted after immortality.,They wanted the Silmarils for themselves.,They were tired of Manna.,They wanted the riches of the Valor.,They lusted after immortality.
847,"There were a number of notable inter-racial marriages in The Silmarillion. The first one mentioned was between a mortal and a Maia, a servant of the Valar. What were their names?
",Thingol and Melian,Tuor and Idril,Thingol and Melian,Earendil and Elwing,Beren and Luthian
848,"In The Silmarillion, Carcharoth slew Beren after swallowing a Silmaril. What was Carcharoth?
",wolf,wolf,dragon,spider,Balrog
849,"In the universe created by J. R. Tolkien, the Valar were gods and were to be worshipped by men and elves alike.
",False,False,True,,
850,"What is the name of the main character in The Dark Tower?
",Roland Deschain,Roland King,Roland Gilead,Roland Eld,Roland Deschain
851,"What is the name of the dog-like billy-bumbler in the Dark Tower series?
",Oy,Doggie,Ogg,Oy,Aye
852,"In the Dark Tower series, the woman known as Susannah has a dissociative identity disorder. How many personalities does she have?
",4,8,10,6,4
853,"In the Dark Towere series of books, Eddie Dean mysteriously resembles which one of Rolands dead friends?
",Cuthbert Allgood,Alain Johns,Jamie de Curry,Randall Flagg,Cuthbert Allgood
854,"What is the name of Rolands first love in The Dark Tower?
",Susan Delgado,Mia,Detta Walker,Susan Delgado,Susannah Dean
855,"There are a number of evil spheres in the Dark Tower books. What is the name of the most sinister of them?
",Black Thirteen,Blue Fog,White Mist,Purple Haze,Black Thirteen
856,"Roland, the protagonist of the Dark Tower books, is a descendant of this great king.
",Arthur Eld,Arthur Eld,The Red King,The Prim lord,Steven Deschain
857,"In the Dark Tower series of books, Jake has a very special ability called The Touch. What is it?
",A kind of telekinesis,The power to turn things into gold,A kind of telekinesis,The power to kill by thought,The power to start fires
