,Questions,Correct,A,B,C,D
903,"The first person who lost his life in a space flight was the Soviet cosmonaut, Vladimir M. Komarov. How did he die?
",The parachutes on his Soyuz 1 capsule did not deploy and the hard entry caused his death.,"The capsule of his Soyuz 1 spacecraft burned upon re-entry, due to damage to the heat shields.","His Soyuz 1 capsule landed on hard ground rather than making a soft, water landing.",His Soyuz 1 capsule burnt up in space because the heat shields were inadequate.,The parachutes on his Soyuz 1 capsule did not deploy and the hard entry caused his death.
904,"What astronaut almost drowned in 1961, when his Liberty Bell 7 capsule sank upon splashdown in the Pacific Ocean?
",Gus Grissom,Jim Lovell,Ed White,Roger Chaffee,Gus Grissom
905,"On September 23, 1999, the Mars Climate Orbiter, whose mission was to study the Martian weather, climate, and water, crashed on the Martian surface, instead of starting to orbit around the planet. What was the reason for this accident?
",Confusion in the system of units in the navigation of the spacecraft,The atmospheric stresses and friction were greater than expected.,A mechanical fault in the protective shield,Confusion in the system of units in the navigation of the spacecraft,Mars gravitation forces were greater than expected.
906,"This year was fatal for Russian space exploration, because after a normal re-entry of the capsule of the Soyuz 11 mission, the ground team opened the capsule to find the crew dead.
",1971,1984,1971,1982,1989
907,"Which of these statements about the state of the human body during space flights has been proven?
",Astronauts tend to have a reduced amount of testosterone in space.,Astronauts tend to have memory problems during longer flights.,Astronauts tend to have elevated testosterone levels in space.,Astronauts tend to have a reduced amount of testosterone in space.,Astronauts tend to have a decreased capacity for exercise and brain activity when in outer space.
908,"On February 1, 2003, during the Space Shuttle Columbia disaster, the entire seven-member crew died. However, something on the shuttle survived the crash. What was it?
",Some worms,Some rod-shaped bacteria,A mouse,An android,Some worms
909,"Name the first state to secede from the Union.
",South Carolina,Georgia,Virginia,Tennessee,South Carolina
910,"Who was the first person in space?
",Yuri Gagarin,Alexey Ivanovich,Alan Shepard,John Glen,Yuri Gagarin
911,"Who is the first president of the U. S. in the 21st century?
",Bill Clinton,Bill Clinton,Al Gore,Barrack Obama,George W. Bush
912,"The battle that is generally considered the turning point of the Pacific War was fought on and near this island.
",Midway,Palau,Midway,Iwo Jima,Kiska
913,"The Doolittle raid was the first time the US bombed Japan in the Pacific War. The bombers were launched from an aircraft carrier but the Japanese did not know where the bombers came from. What place did President Roosevelt facetiously name as the place where the bombers had come from?
",Shangri-La,an underground air base in China,Utopia,Shangri-La,The North Pole
914,"Where did the Japanese and Americans fight for about six months in 1942 before the Japanese were finally defeated and their advance in the Solomon Islands stopped?
",Guadalcanal,Kiska,Guadalcanal,New Britain,Tarawa
915,"In what sea were the combined naval forces of the US, Britain, Netherlands and Australia decisively defeated by the Japanese Navy as they advanced in Southeast Asia in 1942?
",Java Sea,Java Sea,Arafura Sea,South China Sea,Timor Sea
916,"The kamikaze, Japanese suicide planes that crashed into Allied ships, first made a systematic appearance in 1944 during the fighting near this location.
",the Philippines,Makin Atol,Tarawa,the Philippines,Palau
917,"This island, captured by US forces in 1944, was close enough for B29 bombers to fly round trip to Japan. A major air base was built there from which many B29 bombing attacks were launched and the planes carrying the atomic bombs took off.
",Tinian,Mindanao,Palau,Tinian,Guam
918,"What was the only major city in the Pacific theater of operations in which there was major urban warfare between US and Japanese forces?
",Manila,Beijing,Port Moresby,Manila,Taipei
919,"This Japanese city had a large section burned out in a fire storm started by a large B29 air raid in March 1945. Although statistics are inadequate to judge conclusively, the raid may have killed as many people in one night as were killed by the atomic bomb at Hiroshima.
",Tokyo,Sapporo,Tokyo,Osaka,Kyoto
920,"The British and their allies were shocked in 1942 when the Japanese captured a British colonial city that was supposed to be so well fortified as to be immune to attack. What was that city?
",Singapore,Mandalay,Hong Kong,Singapore,Darwin
921,"The last major battle of World War Two was also the one that caused the most casualties to the US and their allies (mostly British) in the Pacific War. Where was this battle fought?
",Okinawa,Philippines,Guam,Okinawa,Iwo Jima
922,"During World War Two, General MacArthurs US forces, with help from Australian forces, methodically and skillfully drove the Japanese from the second largest island in the world. What is that island?
",New Guinea,New Guinea,Luzon,Sumatra,Australia
923,"In 1944 the US Navy air arm effectively destroyed the Japanese naval air power by sinking three Japanese aircraft carriers and shooting down about 600 Japanese planes in a battle the Americans nicknamed the turkey shoot. In what sea, which gives the battle its name, did this happen?
",Philippine Sea,Sea of Japan,Philippine Sea,East China Sea,Celebes Sea
924,"In what body of water was a naval battle fought in 1942 in which, for the first time in history, the ships of both sides never saw each other?
",Coral Sea,Leyte Gulf,Sulu Sea,Gulf of Papua,Coral Sea
925,"How long did Hitlers Third Reich last?
",12 years,14 years,12 years,6 years,4 years
926,"During WWII Joseph Stalin was leader of the Soviet Union. His name, Stalin, means Man of Power.
",False,False,True,,
927,"Adolf Hitlers father, Alois, changed his last name to Hitler. What was his original last name?
",Schicklgruber,Von Poppen,Schicklgruber,Hindenburg,Van Poppen
928,"What was the code name for the invasion of Japan during WWII, which was never undertaken due to the end of the war?
",Downfall,Cupcake,Downwind,Triton,Downfall
929,"The Soviet Union declared war on Japan on August 1, 1945.
",True,True,False,,
930,"The title of Hitlers book Mein Kampf means My Story.
",False,False,True,,
931,"Which of these countries was not neutral during WWII?
",Greece,Portugal,Greece,Spain,Switzerland
932,"Who was Geli Raubel?
",One of Hitlers nieces,One of Hitlers nieces,One of Hitlers secretaries,One of Hitlers secret agents,One of Hitlers sisters
933,"What was the name of the airplane that dropped the a-bomb over Nagasaki  on August 9, 1945?
",Bocks Car,Little Boy,Angela Heart,Bocks Car,Enola Gay
934,"During WWII, the SS formed a unit called the Werewolves to resist allied occupation forces.
",True,False,True,,
935,"Who led the Vichy regime in France during WWII?
",Marshall Petain,Marshall Petain,General Jean Martine Dubois,General Lemoines,Henri Desqueres
936,"During the Nuremberg trails, 30% of the defendants claimed the Holocaust never occurred, the remainder claimed they were just following orders.
",False,False,True,,
937,"What is the name of the last Inca Emperor, who defeated his older half-brother in a civil war and took the throne?
",Atahualpa,Tupac Hualpa,Atahualpa,Huayna Capac,Huascar
938,"What was the language of the Inca Empire, used by the Catholic Church to preach to Indians in the Andes area?
",Quechua,Sepik-Ramu,Mairasi,Quechua,Amto-Musan
939,"This American explorer, a former member of the US Senate, rediscovered the Inca settlement of Machu Picchu.
",Hiram Bingham,Hiram Bingham,Richard Basset,Dean Barkley,Judah Benjamin
940,"This Spanish conquistador, the founder of the City of Lima, conquered the Inca Empire.
",Francisco Pizarro,Gonzalo Pizarro,Hernan Cortes,Francisco Pizarro,Alonso de Ojeda
941,"This kingdom, the largest in the Late Intermediate period of the cultural history of Peru, was eventually conquered by the Inca Empire in 1493.
",Chimor,Chimor,Chan Chan,Wanka,Moche
942,"The Battle of Cajamarca, in which the last Inca emperor was captured, took place in which year?
",1532,1530,1532,1555,1560
943,"Who was the god of mountains in the Inca mythology?
",Apo (Apu),Kon (Kan),Chasca,Apo (Apu),Paricia
944,"What did the Inca officials wear in order to indicate their status?
",tunic,sword,hat,tunic,belt
945,"How many provincial regions did the Inca Empire have?
",4,2,5,3,4
946,"This title, which in English means the only one,  was used by the ruler of the Inca Empire.
",Sapa Inca,Manco Inca,Sapa Inca,Tupac Inca,Titu Inca
947,"What was the scene of the last major battle of the Peloponnesian War?
",Aegospotami,Actium,Epirus,Aegospotami,Salamis
948,"Agamemnon, one of the most notable heroes of Greek mythology, was a ruler of Mycenae.
",True,False,True,,
949,"This town, after which an Olympic event was named, was the site of a battle where the Athenian army defeated the Persians in 490 BC.
",Marathon,Decathlos,Pentathos,Marathon,Javelinos River
950,"In early 6th century BC, the city states of Akragas, Gela, and Syracuse sent ships to the city of Himera in west Sicily, where they defeated an invading force coming from where?
",Carthage,Egypt,Crete,Carthage,Rome
951,"Ancient Greece was the birthplace of the chariot.
",False,False,True,,
952,"What was the result of the Athenian invasion of Syracuse during the Peloponnesian War?
",The Athenians were defeated.,The Athenians were defeated.,Syracuse was destroyed and Sparta later surrendered.,The Romans defeated both sides and took over Sicily.,Carthage invaded and controlled western Sicily.
953,"Alexander the Great commanded the Macedonian army and defeated Athens, Thebes and their allies at the Battle of Chaeronea (338 BC).
",False,True,False,,
954,"A story says that a Spartan wife gave this advice to her husband, upon his departure for the battlefield.
",Come home with your shield or upon it.,None of these,May Zeus strengthen you and return you home safely.,May the blood of your enemies be as red as your cloak.,Come home with your shield or upon it.
955,"Which of the following city states was not on the territory of present-day Greece?
",Troy,Sparta,Troy,Athens,Argos
956,"To what dynasty did Cleopatra, the last Pharaoh of Ancient Egypt, belong?
",Ptolemaic,Julio-Claudian,Vespasian,Flavian,Ptolemaic
957,"How did Cleopatra present herself to Julius Caesar when he seized the Egyptian capital in 48 BC ?
",rolled into a Persian carpet,rolled into a Persian carpet,riding a camel,dressed as the goddess Aphrodite,with a snake around her neck
958,"During Cleopatras reign it was believed that she was the re-incarnation and embodiment of this goddess of wisdom.
",Isis,Athena,Artemis,Anuket,Isis
959,"Cleopatras son by Julius Caesar, who reigned, as a child, jointly with his mother, was nicknamed Caesarion. What does Caesarion mean?
",Little Caesar,Future Caesar,Little Caesar,Second Caesar,Son of Caesar
960,"What future emperor of the Roman Empire had Cleopatra and Julius Caesars son, Caesarion, executed?
",Octavian,Mark Antony,Octavian,Marcus Aurelius,Theodosius I
961,"Cleopatra formed an alliance with Mark Anthony, one of the triumvirs who ruled Rome following Caesars death. How many children did Mark Anthony and Cleopatra have?
",3,2,none,3,1
962,"Who wrote the tragedy Antony and Cleopatra, which centers on Cleopatra and Mark Antonys relationship from the time of the Parthian War until Cleopatras suicide?
",William Shakespeare,William Shakespeare,Christopher Marlowe,Ben Jonson,George Bernard Shaw
963,"Who defeated Mark Antony and Cleopatra at the Battle of Actium, the last engagement in the Final War of the Roman Republic?
",Octavian,Ptolemy XIII,Julius Caesar,Titus Andronicus,Octavian
964,"After Cleopatra and Anthonys death, who became guardian of their children?
","Octavia Minor, Anthonys fourth wife","Octavia Minor, Anthonys fourth wife",Octavian,"Cleopatras oldest son, Caesarion",The children were executed.
965,"How did Cleopatra commit suicide according to ancient sources?
",by inducing an asp to bite her,by stabbing herself with a sword,by stabbing herself with a poisoned arrow,by inducing an asp to bite her,by swallowing poison
966,"The word Calendar comes form Latin kalendae. What does this word mean?
",First days of each month,The day of spring equinox,The day of summer solstice,Last day of the year,First days of each month
967,"The internationally accepted civil calendar is called Gregorian. After who was it named?
",Pope Gregory XIII,Pope Gregory XIII,Historian Gregory of Tours,Scientist Gregor Mendel,Pope Gregory the Great
968,"How many months in the Gregorian calendar have 31 days?
",7,5,7,6,4
969,"The Gregorian Calendar was introduced in 1582. Which one of these countries was among the first to adopt it?
",Poland-Lithuania,Russia,England,France,Poland-Lithuania
970,"Why is the 9th month of the Gregorian calendar called September?
",September was the 7th month in Roman calendar,After Septimus Severus - a Roman Emperor,September was the 7th month in Roman calendar,After Septimus Weasley,Septimus in Latin means ninth
971,"The Gregorian calendar replaced the Julian over 400 year ago. Which religion is still using the Julian calendar?
",Orthodox Christianity,Islam,Hinduism,Orthodox Christianity,Judaism
972,"From what is the English word Friday derived?
",Old English day of Frige,"Free, as Friday used to be the day of rest",Anglo-Saxon the fifth day,"Friesland, a region in the Netherlands",Old English day of Frige
973,"What is the etymology of the month August?
",It was named to honor Roman Emperor Octavian August,Augustus means 6th in Latin and the month was 6th in the Roman calendar,Augustus means horrific in Latin. August was the month when Rome burnt,It was named to honor Roman Emperor Octavian August,Auguste was a ship that sank in August 1761
974,"Which statement about year 2009 is not true?
",It is a leap year,It is year 1430 in Islamic calendar,It is the year of the ox in Chinese calendar,Hebrew year 5770 starts on 18 September 2009,It is a leap year
975,"A week denotes 7 days. Where/when weeks were 10 days long?
",During French Revolution,For ancient Balts,During French Revolution,During the October Revolution in Russia,In Mayan Empire
976,"When did the Battle of Trenton take place?
","December 26, 1776","December 24, 1776","December 25, 1776","December 24, 1775","December 26, 1776"
977,"During the Battle of Trenton, Americans managed to surprise the Hessian Garrison because Hessian soldiers were hungover and tired from the Christmas celebration.
",False,True,False,,
978,"What was the name of the tough Colonel who commanded the Hessian Garrison during the Battle of Trenton?
",Johann Rall,Heinrich Bannerman,Ernst Von Klieg,Johann Rall,Karl Stern
979,"The crossing of the Delaware, that preceded the Battle of Trenton, was aided by a regiment of boatmen from this Massachusetts town.
",Marblehead,Wooster,Boston,Marblehead,Salem
980,"How many men did Washington have in his attack force during the Battle of Trenton?
",2400,3500,7000,2400,1256
981,"Was there a second battle in the town of Trenton on January 17, 1777?
",No,Yes,No,,
982,"What were Washingtons passwords for the crossing of the Delaware River and the attack on Trenton?
",Victory or Death,Victory and Liberty,Liberty or Death,Victory or Death,Let Us Roll
983,"The Battle of Trenton lasted over three hours.
",False,False,True,,
984,"At the time of the Battle of Trenton, the Hessian garrison numbered some 1500 men. Twenty soldiers were killed and eighty wounded. About how many soldiers were taken prisoner?
",900,250,900,75,600
985,"The commander of the Hessian Garrison during the Battle of Trenton was taken to Philadelphia where he was questioned by the Congress on January 7th, 1777.
",False,True,False,,
986,"At the time of the Battle of Trenton, some Hessians were quartered in a stone building that is now a Trenton museum. What is the name of this museum?
",The Old Barracks Museum,St. Anthonys Church,The Old Barracks Museum,Battlefield House,The Stone House
987,"Holland means what in the ancient Dutch language?
",Land of  wood,Land of  wood,Land of  palm trees,Land of  volcanoes,Land of  deserts
988,"What Batavian led the ill-fated uprising against the Romans AD 69-70?
",Claudius Civilis,Atilla,Claudius Civilis,Dipo Negoro,Spartacus
989,"In what year was the Dutch Labour Party (S.D.A.P.) founded?
",1894,1850,1928,1894,1872
990,"What period of time during the Eighty Years War (1568- 1648) is referred to as the Twelve Years Truce?
",1609 to 1621,1635 to 1647,1598 to 1610,1569 to 1581,1609 to 1621
991,"In the Netherlands, who headed the famous postwar Cabinet of 1948 - 1958?
",William Drees,Barend Biesheuvel,Victor Marynen,William Drees,Pieter Gerbrandy
992,"Who became the first female Cabinet minister of Holland in 1956?
",Margarita Klompe,Kenau Hasselaar,Wilhelmina Drucker,Margarita Klompe,Aletta Jacobs
993,"Which king of England is not the title character of a Shakespearean play?
",Henry VII,Richard III,Henry VIII,Henry VII,Richard II
994,"Which great journey was funded by an English king?
",Giovanni Cabotos to Newfoundland (1497),Giovanni da Verrazzanos to Manhattan (1524),Ferdinand Magellans round trip around the world (1519-1521),Giovanni Cabotos to Newfoundland (1497),Christopher Columbuss to the West Indies (1492)
995,"What was the connection between Mary Stuart (Queen of Scots) and Bloody Mary (Queen of England)?
","Mary Stuarts grandmother, Margaret Tudor, was an aunt of the English Mary.","Mary Stuarts grandmother, Margaret Tudor, was an aunt of the English Mary.",They were the same person.,Bloody Mary had the Scottish Mary beheaded,They were both daughters of Henry VIII (but had different mothers).
996,"What was the connection between James I of England and James VI of Scotland?
",They were the same person.,Their boyish fight at St Andrews University sparked a war that eventually led to the unification of Scotland and England.,They were the same person.,James I was the great-grandfather of James VI.,They were both illegitimate sons of Elisabeth I.
997,"Who or what destroyed the Great Spanish Armada in 1588?
",A hurricane off the coast of Ireland,A hurricane off the coast of Ireland,Admiral Nelson at Trafalgar,Francis Drakes attack in the English Channel,Dutch warships
998,"Shakespeares theater, The Globe, was destroyed by fire in 1613. Which Queen saw its reopening?
",Elisabeth II,Elisabeth I,Anne,Victoria,Elisabeth II
999,"When James, brother of king Charles II, married Mary of Modena, who was Catholic, the English Parliament wanted James to do what?
",Abstain from having sex with his wife,Renounce his rights to the English throne,Force her to become Anglican or Presbyterian,Divorce her,Abstain from having sex with his wife
1000,"What was the last successful foreign invasion of Britain?
",Dutch in 1688,Spanish in 1588,Dutch in 1688,German in 1940,Norman in 1066
1001,"Where did Scotland unsuccessfully try to establish a colony?
",Panama,Uganda,Panama,Kiribati,Alaska
1002,"Who can be regarded as the only military dictator of England?
",Oliver Cromwell,England never had a dictator.,Oliver Cromwell,Guy Fawkes,Winston Churchill
1003,"The House of Windsor was founded by King George V in 1917 when he changed the name of his family to Windsor. What was the original name of his family?
",German,German,Dutch,Norman,Ancient English
1004,"What decade witnessed the publishing of Charles Darwins The Origin of Species, and the first official game of baseball?
",1850s,1890s,1850s,1800s,1790s
1005,"This decade saw the end of the Napoleonic Wars in Europe and the Year Without a Summer.
",1810s,1780s,1870s,1810s,1900s
1006,"What decade was nicknamed the Mauve Decade, and saw the discovery of the X-rays by Wilhelm Rontgen?
",1890s,1920s,1940s,1820s,1890s
1007,"During this decade the first modern railway opened, and Beethovens Ninth Symphony premiered in Vienna.
",1820s,1870s,1820s,1790s,1890s
1008,"The prototype telephone, the light bulb and the phonograph were all invented during this decade.
",1870s,1840s,1820s,1870s,1890s
1009,"What decade saw the the end of the Enlightenment, the invention of canned food, and the publishing of the atomic theory?
",1800s,1800s,1880s,1840s,1860s
1010,"Mark Twain published Adventures of Huckleberry Finn, and Robert Louis Stevenson published Treasure Island and The Strange Case of Dr Jekyll and Mr Hyde during this decade.
",1880s,1850s,1780s,1820s,1880s
1011,"During this decade the submarine was invented, Alfred Nobel invented dynamite, and the American Civil War broke.
",1860s,1890s,1830s,1810s,1860s
1012,"This decade saw the first postage stamp, the first electrical telegraph and the first use of general anesthesia in an operation.
",1840s,1890s,1780s,1860s,1840s
1013,"In 5th century AD, a child hostage exchange was arranged, to keep peace between the Huns and the Romans.  Attila, future king of the Huns was sent to the Roman court in exchange for which Roman hostage?
",Flavius Aetius,Flavius Aetius,Bleda,Honorius,Flavius Constantinus
1014,"What was the relationship between Attila and Bleda who ruled the Huns together until 445?
",They were brothers,They were not related,They were cousins,They were brothers,They were father and son
1015,"Because of the plundering and devastations across Europe, Attila the Hun came to be called by what nickname?
",The Scourge of God,The Scourge of God,The Savage,The King of War,The Bane of the Huns
1016,"In 452, this influential Roman Pope participated in the negotiations with the Huns near Mantua and dissuaded Attila the Hun from devastating Rome.
",Pope Leo I,Pope Leo I,Pope Urban III,Pope Benedict V,Pope Nicholas II
1017,"To form an alliance against Attilas Huns, in 451 the Romans combined armies with which Visigoth leader?
",Theodoric I,Sigfrid II,Athelred,Harald,Theodoric I
1018,"Attila the Huns palace and headquarters in Europe were situated on the territory of which modern country?
",Hungary,Greece,Spain,Bulgaria,Hungary
1019,"In this Germanic legend, turned into an operatic tetralogy by Richard Wagner, Attila the Hun appears by the name Etzel.
",Song of the Nibelungen,Havamal,The Poems of Ossian,Silmarillion,Song of the Nibelungen
1020,"Honoria, sister of the Roman Emperor, broke the peaceful relations between Rome and Attila the Hun  by trying to do what?
",Marry Attila,Marry Valentinian III,Kill Attila,Kill Valentinian III,Marry Attila
1021,"In 451, Flavius AÃ«tius, in alliance with the Visigoths, finally defeated Attila the Hun. Where did the famous battle take place?
",On the Catalaunian Fields,Near the Volga river,In the Transilvanian woods,Near the Black Sea,On the Catalaunian Fields
1022,"In 453, Attila the Hun died in his room on the night of his wedding to which woman?
",Ildico,Ildico,Kriemhild,Honoria,Gudrun
1023,"He said: If you want to make a lot of money, invent something that will enable Europeans to cut each others throats.
",Hiram Maxim,Hiram Maxim,Thomas  Alva Edison,James Puckle,Leonardo Da Vinci
1024,"In World War I, the machine gun combined with this invention was responsible for most of the battle casualties.
",James Gliddens invention,James Gliddens invention,Samuel Colts invention,James Puckles invention,Alfred Nobels invention
1025,"Where was the assault rifle invented?
",in Italy,in Italy,in Mexico,in Germany,in Russia
1026,"Which of the following was invented by Hiram Maxim?
",The silencer,The automatic pistol,The sniper rifle,The silencer,The assault  rifle
1027,"He was responsible for the invention of the caterpillar tractor, which was the basis of the tank.
",James B. Hill,John Deere,James B. Hill,James Puckle,Samuel Browning
1028,"The operational jet fighter was invented during this war.
",World War II,The Spanish Revolution,The Korean War,World War I,World War II
1029,"When was the first automatic revolver produced?
",Between 1901 and 1903,Between 1889 and 1891,Between 1923 and 1924,Between 1901 and 1903,Between 1961 and 1963
1030,"In what year was the first mass produced multishot pistol patented?
",1835,1912,1835,1862,1879
1031,"When was a telescopic sight first put on a rifle?
",1880,1931,1880,1789,1939
1032,"Why is the Borchardt pistol of 1893 considered an important invention?
",It was the first pistol to have a separate ammo magazine.,It was the first pistol to have a separate ammo magazine.,It was the first pistol approved for use by the Swiss Guard to help guard the Pope.,It was the first pistol that was not made of metal.,It was the first pistol to have an effective range of over 60 yards.
1033,"Although it  looks a lot like the World War II bazooka, the US Army Javelin anti-armor weapon has this advantage over other weapons of its type.
",It leaves no heat  trail.,It is only 50% the weight of similar weapons.,It uses much cheaper munitions.,It leaves no heat  trail.,It is about 50% the cost of similar weapons.
1034,"Which is the odd one out?
",Dragon,SWORDS,Dragon,Predator,TALON
1035,"Which of these European nations did not come under Soviet domination in the five years following the end of World War Two?
",Yugoslavia,Romania,Yugoslavia,Czechoslovakia,Poland
1036,"In 1946 George Kennan, a Russian specialist in the US embassy in Moscow, sent a long telegram to Washington. His telegram was very persuasive and is given much credit for the US adopting this kind of policy.
",policy of containment,policy of conciliation,policy of confrontation,policy of containment,policy of isolationism
1037,"The Marshall Plan of 1947 offered massive economic aid to help war-devastated nations in Europe. However, communist controlled Eastern Europe received none of the aid for what reason?
",The Soviet dictator Stalin refused to allow any communist controlled nation of Eastern Europe to receive Marshall Plan aid,The US Congress stipulated that no aid could be given to communist nations.,Western European nations refused to participate in the plan if Eastern European communist nations were included.,The Soviet dictator Stalin refused to allow any communist controlled nation of Eastern Europe to receive Marshall Plan aid,War damage in Eastern Europe was relatively small.
1038,"What was the main purpose of the Truman Doctrine, that was first announced in 1947?
",containment of communism,containment of communism,US support for the United Nations Organization for maintaining world peace,keeping the US isolated from conflicts in Europe and Asia,economic aid to European allies and Japan
1039,"Why did President Truman relieve General MacArthur of command of UN forces in the Korean War?
",because MacArthur publicly criticized his commander-in-chiefs (President Trumans) policy of limited war in Korea,because MacArthur wanted to withdraw all UN forces below the 38th parallel in Korea,because MacArthur publicly criticized his commander-in-chiefs (President Trumans) policy of limited war in Korea,because MacArthur refused to allow bombing attacks on communist bases in China,because MacArthur advocated counterattacking communist forces in Europe to relieve pressure on Korea
1040,"Who did Soviet leader Joseph Stalin appoint as his successor before his death in 1953?
",Nobody,Nobody,Khrushchev,Bulganin,Beria
1041,"How long did the United States keep the monopoly on the atomic bomb?
",four years until 1949,four years until 1949,seven years until 1952,one year until 1946,ten years until 1955
1042,"Which of the following is the best reason why the KMT (Nationalists) under Chiang Kai-shek were defeated by the communists in the civil war following World War Two and forced to flee to Taiwan in 1949?
",There was much corruption and inefficiency in the KMT leadership.,The only support for the KMT was from Chinese peasants.,The US refused to give any aid to the KMT.,The communist forces greatly outnumbered the KTM and were better equipped.,There was much corruption and inefficiency in the KMT leadership.
1043,"Name the military alliance made up of the Soviet Union and the communist nations of Eastern Europe.
",The Warsaw Pact,Commintern,The Moscow Treaty Organization,The Warsaw Pact,The Alliance of Socialist Nations
1044,"What two US Presidents served during the first decade of the Cold War?
","Truman, Eisenhower","Roosevelt, Truman","Eisenhower, Kennedy","Kennedy, Nixon","Truman, Eisenhower"
1045,"What European nation received US aid  to try to put down the communist insurgency in Indochina in the late 1940s and early 1950s?
",France,Britain,Netherlands,Belgium,France
1046,"For a few years in the mid-1950s relations between the Soviet Union and the United States became less tense.  What is this period of time called?
",the thaw,the thaw,the age of reason,detente,the good years
1047,"Which of these were known as Stalins Organs?
",Katyusha Rocket Launchers,DPM,The MIG-3 fighter,Katyusha Rocket Launchers,The T-34 tank
1048,"Who was in charge of the 1st Polish Independent Parachute Brigade during operation Market Garden?
",Major General Sosabowski,Major General Roy Urquhart,Major General Sosabowski,Lieutenant General Brian Horrocks,Brigadier General Hackett
1049,"How many Americans were killed in the capture of Makin Atoll in 1943?
",66,218,66,37,152
1050,"What was the nickname of the Italian Royal Army officer who led military expeditions in Africa during World War II?
",the Butcher of Ethiopia,the Killer of Libya,the Butcher of Ethiopia,the Murderer of Ethiopia,the Slaughterer of Libya
1051,"What two Japanese carriers attacked the Aleutian islands on June 3rd 1942?
",Junyo and Ryujo,Zuikaku and Shokaku,Junyo and Ryujo,Junyo and Soryu,Soryu and Shokaku
1052,"What general was killed by shrapnel in the Battle of Okinawa in 1945?
","General Simon Buckner, Jr.",General Jonathan Wainwright,"General Simon Buckner, Jr.",General Douglas MacArthur,General Walter Krueger
1053,"Where did Joseph Goebbels, one of Hitlers closest associates, earned his PH.D.?
",Heidelberg University,University of Basel,Berlin University,Heidelberg University,University of Rostock
1054,"Where did General Mark Wayne Clark die?
","Charleston, South Carolina, USA","Charleston, South Carolina, USA","London, England","Munich, Germany","Naples, Italy"
1055,"Who developed the deadly V-2 combat rocket during World War II and where was it built?
","Werner von Braun, Nordhausen","John Voelker, Nordhausen","Albert Einstein, Hamburg","Heinrich Gerstrond, Frankfurt","Werner von Braun, Nordhausen"
1056,"In the Middle Ages this type of complexion was very fashionable and everybody was trying to achieve it.
",Dead-pale white skin,Yellowish skin,Dead-pale white skin,Bronze sunkissed tan,Flushed pinkish complexion
1057,"During the Dark Ages, this magical ingredient was put into creams because it helped people achieve the desired complexion.
",Lead,Sulfur,Lead,Carbon,Copper
1058,"It was believed in the Middle Ages that dilated pupils are infinitely enchanting. To dilate their pupils people used the juice of this plant as eye drops.
",Belladonna,Water lily,Poisonous ivy,Belladonna,Nettle
1059,"In the Middle Ages, the large forehead was considered a sign of grandeur and wisdom thats why people used this common method to enlarge their foreheads.
",They plucked the hair above their forehead.,They shaved off a strip of hear above the forehead.,None of these,They bleached the hairline above the forehead.,They plucked the hair above their forehead.
1060,"This hair color was very fashionable in medieval times. Women applied special mixtures to their hair and stayed in the sunlight for hours to achieve it.
",Venetian blonde,Chocolate Brown,Platinum blonde,Deep red,Venetian blonde
1061,"Which of the following is true about medieval makeup?
",All of these,Makeup was very heavy and greasy and clogged the skin pores.,All of these,Both men and women used makeup.,Makeup was applied very generously.
1062,"What did people do in medieval times to make their skin appear more translucent?
",They painted blood vessels on their skin.,They painted blood vessels on their skin.,They used medications to enlarge their blood vessels.,They never liked translucent skin.,They made cuts in their skin.
1063,"These marks were a huge craze in the Middle Ages.
",Moles,Pimples,Moles,Warts,Scars
1064,"Medieval people had very weird tastes when it came to eyebrows. Artificial eyebrows made from this material were in fashion.
",Mouse skin,Mouse skin,Horse skin,Feathers,Silk fabric
1065,"For medieval people beauty marks had very special meanings. Which of these statements is true?
",All of these,All of these,Beauty marks above the lip meant coquetry.,Beauty marks around the eyes meant passion.,Beauty marks on the forehead meant grandeur.
1066,"When did the Cuban Missile Crisis occur?
",October 1962,April 1963,November 1961,October 1962,August 1964
1067,"The US  became convinced that Soviet nuclear missiles were in Cuba by which of the following?
",photos taken by a U-2 spy plane,photos taken by a U-2 spy plane,a Cuban defectors report and pictures of missiles sites,a CIA spys report,Soviet announcement of the instillation of nuclear missiles in Cuba
1068,"Who were the leaders of the US and the Soviet Union during the Cuban Missile Crisis?
","Kennedy, Khrushchev","Johnson, Brezhnev","Johnson, Khrushchev","Kennedy, Khrushchev","Eisenhower, Stalin"
1069,"During the Cold War, in the first week after discovering the nuclear missiles in Cuba, the US did which of the following?
",made no public mention of the missiles in Cuba,debated with the Soviet Union in the United Nation concerning the legality of the nuclear missiles in Cuba,demanded immediate withdrawal of the missiles or the US would invade Cuba,threatened nuclear attack on the Soviet Union if the Soviet nuclear missiles were not removed from Cuba,made no public mention of the missiles in Cuba
1070,"During the Cuban Missile Crisis, the US President and his advisors ultimately decided that their best immediate response to the Soviet nuclear missiles in Cuba would be to blockade Cuba. Why did they think this was the best decision?
",All of these,Stronger measures such as bombing the missile sites could later be used if the blockade failed.,All of these,The US had superior naval and military power in the Caribbean area.,A blockade was less likely to risk nuclear war than other options under consideration.
1071,"The US gained some legality for their blockade of Cuba during the Cuban Missile Crisis, when they received strong approval and support from this organization.
",The Organization of American States,The United Nations,The Organization of American States,The North Atlantic Treaty Organization,The European Union
